"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0090207","GO:0090207","regulation of triglyceride metabolic process",5,0.8,1.76205573588738,0.00224871082556739,0.0152989877891188,0.0110680648982555,108,"tags=100%, list=21%, signal=80%","Apoc2/Apoe/C3/Tcf7l2/Apobec1"
"GO:0045580","GO:0045580","regulation of T cell differentiation",11,0.664798697159322,1.88323175545904,0.00225837652473167,0.0153119480525622,0.0110774410111635,105,"tags=73%, list=20%, signal=59%","Ptprc/Ccr2/H2-Aa/Cd74/Vsir/Nckap1l/Runx1/Il4ra"
"GO:0008285","GO:0008285","negative regulation of cell population proliferation",52,0.447848896411335,1.77922122885471,0.0022724538836362,0.015354628467172,0.0111083181910984,240,"tags=77%, list=46%, signal=46%","Lst1/Ccr5/Trem2/Fcgr2b/H2-Aa/Ptpn6/Aif1/Vsir/Tyrobp/Laptm5/Arg1/Il1b/Slfn2/Cdkn1a/Runx1/Sox11/Csf1r/Apoe/Skap2/Inpp5d/B2m/Lyn/Sulf1/Jun/H2-T23/Igfbp3/Ifitm3/Stat3/Sdc4/Cebpb/Hmox1/Stat1/Tspo/Lgals3/Dab2/Pdpn/Tgfbr2/Adcyap1/Cd9/Vsx2"
"GO:0030888","GO:0030888","regulation of B cell proliferation",10,0.682362491012056,1.890378985242,0.00233169865898425,0.0157011653726141,0.0113590205912795,120,"tags=80%, list=23%, signal=63%","Ptprc/Fcgr2b/Cd74/Tyrobp/Nckap1l/Cdkn1a/Inpp5d/Lyn"
"GO:0050794","GO:0050794","regulation of cellular process",391,0.364206470227155,1.55416414040566,0.00238639132654291,0.0160147962152012,0.0115859170740859,272,"tags=58%, list=52%, signal=111%","S100a8/Ecel1/Apoc2/Atf3/Lcn2/Saa3/Lst1/Cyth4/Il10ra/S100a9/Pirb/Ccr5/Socs3/Trem2/Bcl2a1b/Arhgap30/Ptprc/Ccr2/Fcgr2b/H2-Eb1/H2-Ab1/Cd53/C3ar1/Fcer1g/H2-Aa/Lcp1/Cybb/Hp/Ptpn6/Ms4a6c/Csf3r/Myo1f/Ms4a6d/Mmp12/Cd74/Vav1/Tnfrsf12a/Ifi204/Pld4/C1qc/Aif1/Ly86/Adgre1/Ms4a7/Vsir/Tyrobp/Fcgr3/Creb5/Laptm5/Ctss/Ifi27l2a/Itgam/Nckap1l/Arg1/Unc93b1/Fcgr1/Ccl6/Il1b/Oasl2/Dock8/Crym/Arhgap15/Apbb1ip/Abca1/Irf5/Irf7/Slfn2/Ctsc/Cdkn1a/Runx1/Sox11/Csf1r/Pik3ap1/Apoe/Bmp2k/Skap2/Grn/C3/Tcf7l2/Dock2/Inpp5d/H2-K1/Cyba/B2m/Arhgap45/Il4ra/Cebpd/Apobec1/Fli1/Prex1/Mt2/Osmr/Gfap/Ctsz/Trps1/Lyn/Cx3cr1/Bst2/Rassf2/Pros1/Fxyd5/Dock10/Sulf1/Anxa3/Rnf213/Ifit2/Ctsd/Jun/Svil/Msn/Gda/Plek/Zfp710/Sbno2/Samsn1/Mertk/Tmem176a/Pim1/Vim/Edem1/Parp14/H2-T23/Mdfic/Itgb5/Srgn/Adam17/Ctsh/Igfbp3/Zcchc24/Ifitm3/Pbxip1/H2-D1/Marcksl1/Trf/Spp1/Stat3/Slc1a3/Sdc4/Wipf1/Mmp14/Tnfrsf1a/Rbp1/Irf9/Adamts1/Lgmn/Cebpb/Coro1a/Hmox1/Stat1/Tnfaip8/Ucp2/S100a4/Axl/Arid5a/Litaf/Tspo/Ptbp3/Cd38/Txnip/Cotl1/Il10rb/Lgals3/Dusp16/Ctla2a/Rab31/Cyfip1/Dab2/Notch2/Zfp36/Metrn/Pnp/Kdr/Sat1/Zfp36l1/Rap1b/Mcl1/Myh9/P2rx4/Pdpn/Arhgdib/Tapbp/Ecm1/Trim56/Spata13/Tmem176b/Tgfbr2/Camk1/Arap1/Vcam1/Nras/Maf/Arhgap17/Patl2/Adcyap1/Clic1/Cd9/Vsx2/Clu/Ccnd3/Nfkbia/Pou2f2/Tgm2/Mafb/Tsc22d4/Fgf2/Kctd12/Iqgap1/Trim25/Shisa5/Ly6e/Arhgef2/Cd63/Mt1/Timp2/Ctsa/Efemp1/Gpnmb/Igfbp5/Fn1/Cfh/Myo9b/Tpt1/Plekho1/Pabpc1/Cflar"
"GO:0048708","GO:0048708","astrocyte differentiation",11,0.662849488973977,1.87771006781385,0.00250666721226589,0.0166358493922209,0.0120352184895305,116,"tags=73%, list=22%, signal=58%","S100a8/S100a9/Trem2/C1qa/Il1b/Csf1r/Grn/Gfap"
"GO:0002367","GO:0002367","cytokine production involved in immune response",17,0.586253201494626,1.85122774767115,0.00251266250323458,0.0166358493922209,0.0120352184895305,197,"tags=88%, list=38%, signal=57%","Ccr2/Fcer1g/Cd74/Vsir/Laptm5/Arg1/Il1b/Irf5/B2m/Bst2/H2-T23/Hmox1/Axl/Arid5a/Litaf"
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response",17,0.586253201494626,1.85122774767115,0.00251266250323458,0.0166358493922209,0.0120352184895305,197,"tags=88%, list=38%, signal=57%","Ccr2/Fcer1g/Cd74/Vsir/Laptm5/Arg1/Il1b/Irf5/B2m/Bst2/H2-T23/Hmox1/Axl/Arid5a/Litaf"
"GO:2000145","GO:2000145","regulation of cell motility",75,0.413668382245336,1.70839298812665,0.00251244370082607,0.0166358493922209,0.0120352184895305,281,"tags=83%, list=54%, signal=44%","Lcn2/Ccr5/Trem2/Ptprc/Ccr2/C3ar1/Myo1f/Mmp12/Cd74/Aif1/Vsir/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Apoe/Grn/Prex1/Lyn/Cx3cr1/Bst2/Dock10/Sulf1/Anxa3/Jun/Msn/Vim/Adam17/Ctsh/Igfbp3/Trf/Stat3/Sdc4/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/Lgals3/Dab2/Kdr/Myh9/P2rx4/Pdpn/Arhgdib/Ecm1/Spata13/Tgfbr2/Cd9/Fgf2/Iqgap1/Arhgef2/Cd63/Efemp1/Gpnmb/Igfbp5/Fn1/Gadd45a/Sdcbp/Map4k4/Sdc3"
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway",6,0.776264591439689,1.81001385440951,0.00253297410763495,0.0167142405162667,0.0120919306106424,121,"tags=100%, list=23%, signal=78%","Ccr5/Trem2/Ccr2/Ccl6/Lyn/Cx3cr1"
"GO:0001568","GO:0001568","blood vessel development",48,0.446614028481898,1.75866421601323,0.00254570415715065,0.0167422476735275,0.0121121924108642,276,"tags=90%, list=53%, signal=46%","Socs3/Ccr2/C3ar1/Cybb/Ptpn6/Tnfrsf12a/Il1b/Stab1/Runx1/Apoe/Tgfbi/Grn/C3/Tcf7l2/Cx3cr1/Sulf1/Anxa3/Cd93/Rnf213/Jun/Ctsh/Stat3/Mmp14/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Notch2/Kdr/Zfp36l1/Myh9/Ecm1/Tgfbr2/Nras/Tgm2/Fgf2/Mfge8/Fn1/Cfh/Cflar/Ddit3/Gadd45a"
"GO:0001776","GO:0001776","leukocyte homeostasis",16,0.586915962642631,1.83757353596149,0.0025578076818097,0.0167659619807659,0.0121293485453189,195,"tags=88%, list=38%, signal=56%","Pirb/Ccr2/Fcgr2b/Fcer1g/Cd74/Itgam/Nckap1l/Csf1r/Lyn/Dock10/Mertk/Adam17/Coro1a/Axl"
"GO:0048499","GO:0048499","synaptic vesicle membrane organization",9,-0.601355732471486,-2.1602997491255,0.00260299937661539,0.0170056879803383,0.0123027785105976,132,"tags=89%, list=25%, signal=67%","Snap47/Cplx2/Rims1/Rab3a/Snap25/Rph3a/Vamp1/Cplx1"
"GO:0001944","GO:0001944","vasculature development",50,0.436606453400332,1.73349809851913,0.00275236528976409,0.0179221673818632,0.0129658062634014,276,"tags=88%, list=53%, signal=46%","Socs3/Ccr2/C3ar1/Cybb/Ptpn6/Tnfrsf12a/Il1b/Stab1/Runx1/Apoe/Tgfbi/Grn/C3/Tcf7l2/Cx3cr1/Sulf1/Anxa3/Cd93/Rnf213/Jun/Ctsh/Stat3/Mmp14/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Notch2/Kdr/Zfp36l1/Myh9/Pdpn/Ecm1/Tgfbr2/Nras/Tgm2/Fgf2/Mfge8/Fn1/Cfh/Cflar/Ddit3/Gadd45a"
"GO:0099171","GO:0099171","presynaptic modulation of chemical synaptic transmission",5,-0.751015262202314,-2.02517970746115,0.0029434144647499,0.0191031471676038,0.0138201870297814,69,"tags=80%, list=13%, signal=70%","Rab3a/Nrn1/Chrnb3/Chrna6"
"GO:0042100","GO:0042100","B cell proliferation",11,0.655084752073462,1.85571423784861,0.00295830767707334,0.019136855891363,0.0138445736328264,138,"tags=82%, list=27%, signal=61%","Ptprc/Fcgr2b/Cd74/Tyrobp/Nckap1l/Cdkn1a/Inpp5d/Lyn/Cfb"
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity",7,0.742625949554015,1.84209679023989,0.00303059684541287,0.0194767673485329,0.0140904828471793,96,"tags=86%, list=18%, signal=71%","Trem2/Ptprc/Fcer1g/Fcgr3/Fcgr1/C3"
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response",7,0.742625949554015,1.84209679023989,0.00303059684541287,0.0194767673485329,0.0140904828471793,96,"tags=86%, list=18%, signal=71%","Trem2/Ptprc/Fcer1g/Fcgr3/Fcgr1/C3"
"GO:0051247","GO:0051247","positive regulation of protein metabolic process",56,0.428710961174235,1.71906047165068,0.00316748067485319,0.0202903875697576,0.0146790970440906,256,"tags=79%, list=49%, signal=45%","S100a8/S100a9/Trem2/Ptprc/Cd74/Aif1/Vsir/Laptm5/Il1b/Ctsc/Cdkn1a/Csf1r/Apoe/Grn/C3/Tcf7l2/Lyn/Cx3cr1/Rassf2/Ctsd/Msn/Pim1/Parp14/Adam17/Ctsh/Trf/Stat3/Mmp14/Tnfrsf1a/Lgmn/Stat1/Arid5a/Dab2/Notch2/Kdr/Myh9/Camk1/Adcyap1/Clu/Ccnd3/Nfkbia/Fgf2/Iqgap1/Arhgef2"
"GO:0007623","GO:0007623","circadian rhythm",9,-0.589041095890411,-2.1160608654163,0.00324797520837314,0.0203552157524772,0.0147259970445003,220,"tags=100%, list=42%, signal=59%","Mapk10/Six3/Atp1a3/Ntrk3/Adcy1/Cartpt/Kcnd2/Kcna2"
"GO:0002675","GO:0002675","positive regulation of acute inflammatory response",7,0.738887420117038,1.8328233019108,0.00322149675556951,0.0203552157524772,0.0147259970445003,96,"tags=86%, list=18%, signal=71%","Ccr5/Fcer1g/Fcgr3/Fcgr1/Il1b/C3"
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin",25,0.530879055100785,1.83247091256425,0.00320032319834222,0.0203552157524772,0.0147259970445003,211,"tags=84%, list=41%, signal=52%","Ccr5/Trem2/Fcgr2b/Cd68/Ly86/Il1b/Abca1/B2m/Gbp3/Lyn/Cx3cr1/Sbno2/Vim/Cebpb/Stat1/Mrc1/Axl/Arid5a/Litaf/Tspo/Zfp36"
"GO:0050764","GO:0050764","regulation of phagocytosis",17,0.5782857986728,1.82606886215371,0.00323055105582862,0.0203552157524772,0.0147259970445003,147,"tags=71%, list=28%, signal=52%","Trem2/Ptprc/Fcgr2b/Fcer1g/Fcgr3/Nckap1l/Fcgr1/C3/Dock2/Cyba/Pros1/Mertk"
"GO:0048872","GO:0048872","homeostasis of number of cells",30,0.50468853636015,1.8175039085348,0.00319066252777821,0.0203552157524772,0.0147259970445003,216,"tags=80%, list=42%, signal=50%","Pirb/Ccr2/Fcgr2b/Fcer1g/Cd74/Itgam/Nckap1l/Csf1r/Inpp5d/B2m/Lyn/Cx3cr1/Rassf2/Dock10/Mertk/Adam17/Stat3/Coro1a/Hmox1/Stat1/Axl/Ptbp3/Zfp36/Zfp36l1"
"GO:0002702","GO:0002702","positive regulation of production of molecular mediator of immune response",12,0.624860752432221,1.80784593151141,0.00324281958766602,0.0203552157524772,0.0147259970445003,105,"tags=67%, list=20%, signal=54%","Ptprc/Fcer1g/Cd74/Laptm5/Il1b/Irf5/B2m/Il4ra"
"GO:0048646","GO:0048646","anatomical structure formation involved in morphogenesis",69,0.414254759144988,1.69737831264181,0.00326013592386356,0.0203552157524772,0.0147259970445003,276,"tags=83%, list=53%, signal=45%","Trem2/Ccr2/Cd53/C3ar1/Cybb/Ptpn18/Ptpn6/Csf3r/Tnfrsf12a/Tyrobp/Il1b/Stab1/Runx1/Sox11/Csf1r/Tgfbi/Grn/C3/Dock2/Il4ra/Cx3cr1/Sulf1/Anxa3/Cd93/Rnf213/Jun/Sbno2/Pim1/Adam17/Ctsh/Stat3/Adamts5/Sdc4/Mmp14/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Notch2/Kdr/Myh9/Pdpn/Ecm1/Tgfbr2/Camk1/Nras/Cd9/Tgm2/Mafb/Fgf2/Mfge8/Fn1/Cfh/Plekho1/Cflar/Gadd45a"
"GO:0040012","GO:0040012","regulation of locomotion",76,0.405818335523965,1.67719102248307,0.00325685940534712,0.0203552157524772,0.0147259970445003,281,"tags=82%, list=54%, signal=44%","Lcn2/Ccr5/Trem2/Ptprc/Ccr2/C3ar1/Myo1f/Mmp12/Cd74/Aif1/Vsir/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Apoe/Grn/Prex1/Lyn/Cx3cr1/Bst2/Dock10/Sulf1/Anxa3/Jun/Msn/Vim/Adam17/Ctsh/Igfbp3/Trf/Stat3/Sdc4/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/Lgals3/Dab2/Kdr/Myh9/P2rx4/Pdpn/Arhgdib/Ecm1/Spata13/Tgfbr2/Cd9/Fgf2/Iqgap1/Arhgef2/Cd63/Efemp1/Gpnmb/Igfbp5/Fn1/Gadd45a/Sdcbp/Map4k4/Sdc3"
"GO:0050432","GO:0050432","catecholamine secretion",9,-0.588170275556147,-2.11293254577443,0.00329404501172084,0.020502053022477,0.0148322265844047,75,"tags=67%, list=14%, signal=58%","Cartpt/Rab3a/Pcp4/Sncg/Kcna2/Chrna6"
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity",5,-0.747572815533981,-2.01589684266786,0.00332974933729628,0.0206591051650489,0.0149458460820051,136,"tags=100%, list=26%, signal=75%","Atp1b1/Fgf12/Scn2b/Fgf11"
"GO:0001525","GO:0001525","angiogenesis",40,0.459612174251443,1.76030056202587,0.00339267615081574,0.0209835424625688,0.0151805605032376,267,"tags=90%, list=51%, signal=47%","Ccr2/C3ar1/Cybb/Ptpn6/Tnfrsf12a/Il1b/Stab1/Runx1/Tgfbi/Grn/C3/Cx3cr1/Sulf1/Anxa3/Cd93/Rnf213/Jun/Ctsh/Stat3/Mmp14/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Notch2/Kdr/Myh9/Ecm1/Tgfbr2/Nras/Tgm2/Fgf2/Mfge8/Fn1/Cfh"
"GO:0014046","GO:0014046","dopamine secretion",6,-0.737724427181106,-2.15701346587133,0.00347942526044161,0.0211227878118502,0.0152812976620529,69,"tags=83%, list=13%, signal=73%","Rab3a/Pcp4/Sncg/Kcna2/Chrna6"
"GO:0007018","GO:0007018","microtubule-based movement",9,-0.587084148727984,-2.10903076287339,0.00347832432597189,0.0211227878118502,0.0152812976620529,221,"tags=100%, list=42%, signal=59%","Kifap3/Dync1i1/Nefm/Map1a/Nefl/Tub/Nefh/Nme7"
"GO:0010970","GO:0010970","transport along microtubule",9,-0.587084148727984,-2.10903076287339,0.00347832432597189,0.0211227878118502,0.0152812976620529,221,"tags=100%, list=42%, signal=59%","Kifap3/Dync1i1/Nefm/Map1a/Nefl/Tub/Nefh/Nme7"
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport",9,-0.587084148727984,-2.10903076287339,0.00347832432597189,0.0211227878118502,0.0152812976620529,221,"tags=100%, list=42%, signal=59%","Kifap3/Dync1i1/Nefm/Map1a/Nefl/Tub/Nefh/Nme7"
"GO:0099111","GO:0099111","microtubule-based transport",9,-0.587084148727984,-2.10903076287339,0.00347832432597189,0.0211227878118502,0.0152812976620529,221,"tags=100%, list=42%, signal=59%","Kifap3/Dync1i1/Nefm/Map1a/Nefl/Tub/Nefh/Nme7"
"GO:0010952","GO:0010952","positive regulation of peptidase activity",11,0.650294695481336,1.84214503754288,0.00345511375117281,0.0211227878118502,0.0152812976620529,189,"tags=100%, list=36%, signal=65%","S100a8/S100a9/Vsir/Laptm5/Grn/Lyn/Ctsd/Ctsh/Stat3/Lgmn/Stat1"
"GO:0031324","GO:0031324","negative regulation of cellular metabolic process",102,0.380541048216101,1.60224133527657,0.00354039356501986,0.0214269831404423,0.0155013680147463,218,"tags=60%, list=42%, signal=43%","Atf3/Il10ra/Socs3/Trem2/Ptprc/Fcgr2b/Ptpn6/Mmp12/Aif1/Vsir/Tyrobp/Laptm5/Nckap1l/Arg1/Il1b/Crym/Cdkn1a/Runx1/Sox11/Apoe/Tcf7l2/Inpp5d/Cebpd/Apobec1/Ctsz/Trps1/Lyn/Cx3cr1/Bst2/Rassf2/Jun/Plek/Sbno2/Samsn1/Mertk/Vim/Parp14/Mdfic/Srgn/Igfbp3/Pbxip1/Stat3/Tnfrsf1a/Lgmn/Cebpb/Hmox1/Stat1/Axl/Arid5a/Tspo/Ptbp3/Cd38/Txnip/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Kdr/Zfp36l1/Mcl1"
"GO:0034121","GO:0034121","regulation of toll-like receptor signaling pathway",5,0.783693054640625,1.72613855263077,0.00358988941368341,0.0216600972880653,0.0156700146304674,89,"tags=80%, list=17%, signal=67%","S100a8/S100a9/Irf7/Pik3ap1"
"GO:0007162","GO:0007162","negative regulation of cell adhesion",20,0.548344295007463,1.81390437224672,0.00365451444249942,0.0219175717628304,0.0158562847442569,105,"tags=55%, list=20%, signal=46%","Ptprc/H2-Aa/Ptpn6/Myo1f/Mmp12/Cd74/Vsir/Laptm5/Arg1/Runx1/Il4ra"
"GO:0060429","GO:0060429","epithelium development",56,0.42440763978103,1.70180486035582,0.0036547800861486,0.0219175717628304,0.0158562847442569,287,"tags=89%, list=55%, signal=45%","Sprr1a/Lcn2/Socs3/Mmp12/Il1b/Cdkn1a/Runx1/Sox11/Csf1r/C3/Tcf7l2/Ctsz/Trps1/Sulf1/Jun/Msn/Vim/Itgb5/Ctsh/Sdc4/Mmp14/Tnfrsf1a/Ctsb/Cebpb/Stat1/Tagln2/Txnip/Dab2/Notch2/Zfp36/Kdr/Zfp36l1/Rap1b/Pdpn/Tgfbr2/Vcam1/Maf/Tgm2/Mafb/Fgf2/Iqgap1/Cd63/Igfbp5/Cfh/Cflar/Pcdh15/Vasp/Dbi/Rab13/Podxl"
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium",12,0.619841767394742,1.79332501361889,0.00369009838688302,0.0220623155070309,0.0159609997212548,160,"tags=83%, list=31%, signal=59%","Mpeg1/Lyz2/Myo1f/Ncf1/Il1b/B2m/Gbp3/Rnase4/H2-T23/Adam17"
"GO:0006694","GO:0006694","steroid biosynthetic process",12,-0.476200455990141,-1.99787636223502,0.00371463831302446,0.0221412962043559,0.016018138369625,94,"tags=67%, list=18%, signal=56%","Srebf2/Fdft1/Fdps/Fgf1/Tecr/Dhcr24/Hmgcs1/Hmgcr"
"GO:0009892","GO:0009892","negative regulation of metabolic process",122,0.362196806743095,1.54543573515663,0.00372575283317088,0.0221412962043559,0.016018138369625,218,"tags=57%, list=42%, signal=43%","Apoc2/Atf3/Il10ra/Pirb/Socs3/Trem2/Ptprc/Fcgr2b/Ptpn6/Mmp12/Aif1/Vsir/Tyrobp/Laptm5/Itgam/Nckap1l/Arg1/Il1b/Crym/Slfn2/Cdkn1a/Runx1/Sox11/Apoe/Grn/Tcf7l2/Inpp5d/Cebpd/Apobec1/Ctsz/Trps1/Serpina3n/Lyn/Cx3cr1/Bst2/Rassf2/Jun/Plek/Sbno2/Samsn1/Mertk/Vim/Parp14/Mdfic/Srgn/Adam17/Igfbp3/Pbxip1/Stat3/Adamts5/Tnfrsf1a/Lgmn/Cebpb/Hmox1/Stat1/Axl/Arid5a/Tspo/Ptbp3/Cd38/Txnip/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Kdr/Zfp36l1/Mcl1"
"GO:0031343","GO:0031343","positive regulation of cell killing",11,0.647805126728731,1.83509262460595,0.00377126363767858,0.0223444539253449,0.0161651129846441,103,"tags=73%, list=20%, signal=60%","Ccr5/Ptprc/Vav1/Tyrobp/Itgam/Arg1/H2-K1/B2m"
"GO:0006956","GO:0006956","complement activation",8,0.695356644570198,1.79595987965055,0.00393644139214459,0.0232532900200637,0.0168226111810528,138,"tags=88%, list=27%, signal=65%","Trem2/C1qb/C1qa/C1qc/Il1b/C3/Cfb"
"GO:0042119","GO:0042119","neutrophil activation",6,0.760700389105058,1.77372284980982,0.00395927230268045,0.0233183410542941,0.0168696724035654,129,"tags=100%, list=25%, signal=76%","Fcer1g/Myo1f/Tyrobp/Itgam/Grn/Anxa3"
"GO:0010720","GO:0010720","positive regulation of cell development",46,0.442796791815947,1.73264832651602,0.00397147442858051,0.0233205924035397,0.0168713011439698,216,"tags=70%, list=42%, signal=45%","Trem2/Ptprc/Ccr2/H2-Aa/Cd74/Tnfrsf12a/Vsir/Tyrobp/Itgam/Nckap1l/Il1b/Runx1/Sox11/Csf1r/Apoe/Inpp5d/Il4ra/Gfap/Lyn/Cx3cr1/Jun/Vim/Trf/Mmp14/Axl/Tspo/Cyfip1/Notch2/Metrn/Pnp/Kdr/Zfp36l1"
"GO:0035239","GO:0035239","tube morphogenesis",52,0.435207963215481,1.72900112811354,0.00403891012814513,0.0236462008392592,0.0171068628260653,233,"tags=75%, list=45%, signal=46%","Lcn2/Ccr2/C3ar1/Cybb/Ptpn6/Tnfrsf12a/Il1b/Stab1/Runx1/Sox11/Apoe/Tgfbi/Grn/C3/Tcf7l2/Ctsz/Cx3cr1/Sulf1/Anxa3/Cd93/Rnf213/Jun/Ctsh/Stat3/Sdc4/Mmp14/Tnfrsf1a/Adamts1/Hmox1/Stat1/Lgals3/Notch2/Kdr/Zfp36l1/Myh9/Pdpn/Ecm1/Tgfbr2/Nras"
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis",13,0.611256097678319,1.78469893859865,0.00409759867908067,0.0239188230586573,0.0173040915877714,121,"tags=69%, list=23%, signal=54%","Ccr2/C3ar1/Cd74/Aif1/Nckap1l/Il1b/Csf1r/Lyn/Cx3cr1"
"GO:0060078","GO:0060078","regulation of postsynaptic membrane potential",16,-0.449092581179099,-2.12061089894858,0.00425660776281674,0.0247737083068951,0.0179225590013337,197,"tags=81%, list=38%, signal=52%","Kctd16/Shank1/Cux2/Fgf14/Gabrg2/Rims1/Grin2a/Gria3/Gabra2/Kcnd2/Kcna2/Chrnb3/Chrna6"
"GO:0043065","GO:0043065","positive regulation of apoptotic process",45,0.448451983047803,1.75020434529907,0.00435855800898179,0.0252924557403561,0.0182978472451372,201,"tags=64%, list=39%, signal=43%","S100a8/Atf3/Lcn2/S100a9/Ccr5/Bcl2a1b/Ptprc/Tnfrsf12a/Ctss/Il1b/Irf5/Ctsc/Grn/Tcf7l2/Inpp5d/Trps1/Lyn/Rassf2/Ifit2/Ctsd/Jun/Adam17/Ctsh/Igfbp3/Tnfrsf1a/Hmox1/Tnfaip8/Tspo/Txnip"
"GO:0001818","GO:0001818","negative regulation of cytokine production",23,0.530426407989525,1.81616919769349,0.00439047616394786,0.0253286826651144,0.0183240556427002,211,"tags=83%, list=41%, signal=51%","Trem2/Ptprc/Fcgr2b/Ptpn6/Vsir/Tyrobp/Laptm5/Nckap1l/Arg1/Inpp5d/Cx3cr1/Bst2/Mertk/Srgn/Tnfrsf1a/Hmox1/Axl/Tspo/Zfp36"
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide",24,0.523053314896897,1.80387453692819,0.00439047616394786,0.0253286826651144,0.0183240556427002,211,"tags=83%, list=41%, signal=52%","Ccr5/Trem2/Cd68/Ly86/Il1b/Abca1/B2m/Gbp3/Lyn/Cx3cr1/Sbno2/Vim/Cebpb/Stat1/Mrc1/Axl/Arid5a/Litaf/Tspo/Zfp36"
"GO:0030162","GO:0030162","regulation of proteolysis",30,0.494713908110874,1.78158289087114,0.00452442279579294,0.0260253241285699,0.018828041464156,224,"tags=80%, list=43%, signal=48%","S100a8/S100a9/Trem2/Vsir/Laptm5/Il1b/Ctsc/Apoe/Grn/Ctsz/Serpina3n/Lyn/Ctsd/Ctsh/Trf/Stat3/Psmb8/Mmp14/Lgmn/Stat1/Ctla2a/Dab2/Myh9/Ecm1"
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation",17,0.571284659182514,1.80396117275143,0.00454089553745849,0.0260441479517605,0.0188416595740322,105,"tags=59%, list=20%, signal=49%","Ptprc/Ccr2/H2-Aa/Ptpn6/Cd74/Vsir/Nckap1l/Runx1/Inpp5d/Il4ra"
"GO:0006695","GO:0006695","cholesterol biosynthetic process",9,-0.578890849767298,-2.07959729989377,0.00463007260491263,0.0261003807128361,0.0188823412098091,94,"tags=78%, list=18%, signal=65%","Srebf2/Fdft1/Fdps/Fgf1/Dhcr24/Hmgcs1/Hmgcr"
"GO:0016126","GO:0016126","sterol biosynthetic process",9,-0.578890849767298,-2.07959729989377,0.00463007260491263,0.0261003807128361,0.0188823412098091,94,"tags=78%, list=18%, signal=65%","Srebf2/Fdft1/Fdps/Fgf1/Dhcr24/Hmgcs1/Hmgcr"
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process",9,-0.578890849767298,-2.07959729989377,0.00463007260491263,0.0261003807128361,0.0188823412098091,94,"tags=78%, list=18%, signal=65%","Srebf2/Fdft1/Fdps/Fgf1/Dhcr24/Hmgcs1/Hmgcr"
"GO:0046486","GO:0046486","glycerolipid metabolic process",11,0.641409740566533,1.81697587082689,0.00458422179465561,0.0261003807128361,0.0188823412098091,150,"tags=82%, list=29%, signal=59%","Apoc2/Apoe/C3/Tcf7l2/Inpp5d/Apobec1/Lpcat2/Plek/Pnpla7"
"GO:0032102","GO:0032102","negative regulation of response to external stimulus",26,0.509495068106826,1.77638982737996,0.00462713942142716,0.0261003807128361,0.0188823412098091,179,"tags=69%, list=34%, signal=48%","Il10ra/Socs3/Trem2/Fcgr2b/Ptpn6/Mmp12/Aif1/Aoah/Arg1/Apoe/Grn/Cx3cr1/Pros1/Pim1/Parp14/H2-T23/Stat3/Tnfrsf1a"
