"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Calb2",5.84582646287476e-203,-2.06393424507093,0.153,0.484,1.42532940817812e-198,"GCL","Calb2"
"Snap25",4.84985223825214e-158,-1.40176306906926,0.33,0.635,1.18249097273064e-153,"GCL","Snap25"
"Apoe",5.30807041306806e-154,2.78916710171506,0.456,0.174,1.29421372811425e-149,"GCL","Apoe"
"Lyz2",1.46916919278348e-135,4.26719243590016,0.258,0.041,3.58212832584468e-131,"GCL","Lyz2"
"Rab3a",4.53185135219841e-132,-1.40006532913851,0.288,0.554,1.10495599669302e-127,"GCL","Rab3a"
"Pcp4",8.68035883622288e-131,-1.41915290061726,0.23,0.503,2.11644509144786e-126,"GCL","Pcp4"
"Eef1a1",3.5384073858683e-120,1.18237908640365,0.661,0.466,8.62734488822409e-116,"GCL","Eef1a1"
"Tmsb4x",7.86054757814371e-118,1.01362134707286,0.773,0.645,1.916558710503e-113,"GCL","Tmsb4x"
"Ctsd",4.59105763207779e-117,2.15124559909338,0.477,0.246,1.11939167185321e-112,"GCL","Ctsd"
"Snhg11",8.39103188343258e-110,-1.06537477381031,0.307,0.564,2.04590139381853e-105,"GCL","Snhg11"
"C1qa",6.42998515561705e-100,3.64772813945708,0.186,0.022,1.56775898064255e-95,"GCL","C1qa"
"Ctss",1.9790173824775e-99,3.33853598413702,0.196,0.028,4.82524018195663e-95,"GCL","Ctss"
"Vim",3.53531466150094e-96,2.00902709975941,0.338,0.13,8.61980420767159e-92,"GCL","Vim"
"Atp1b1",1.12981310989727e-94,-1.17887508633716,0.263,0.499,2.75471032455153e-90,"GCL","Atp1b1"
"Nefl",3.8820213454798e-93,-1.21848420198513,0.237,0.463,9.46514444454884e-89,"GCL","Nefl"
"B2m",4.11667768200431e-93,2.57669594358881,0.23,0.053,1.00372835242629e-88,"GCL","B2m"
"Mt2",2.4875236583765e-91,2.41394179457184,0.32,0.127,6.06508018385357e-87,"GCL","Mt2"
"Crym",3.47844587805468e-89,3.09516755258295,0.192,0.034,8.48114673987292e-85,"GCL","Crym"
"Tpt1",1.60203188599197e-84,1.21466341358259,0.535,0.339,3.90607414442563e-80,"GCL","Tpt1"
"Nap1l5",2.04957564422454e-80,-1.31095025016082,0.163,0.362,4.99727533574828e-76,"GCL","Nap1l5"
"Ecel1",1.7088897282758e-76,6.28015501177023,0.112,0.002,4.16661493548205e-72,"GCL","Ecel1"
"Rab6b",1.99243126015712e-75,-1.23088745880126,0.185,0.38,4.85794589851508e-71,"GCL","Rab6b"
"Cp",7.95923091538727e-73,2.54795613880809,0.192,0.047,1.94061968178973e-68,"GCL","Cp"
"Saa3",2.42801455935757e-72,5.30030625853241,0.147,0.022,5.91998509862563e-68,"GCL","Saa3"
"Calm2",9.34231132575102e-72,-1.01350682772223,0.281,0.479,2.27784234744461e-67,"GCL","Calm2"
"Sncg",4.89218630819755e-70,-1.63779402134399,0.115,0.279,1.19281286566473e-65,"GCL","Sncg"
"Nme7",6.21055655057215e-70,-1.43460043569207,0.164,0.341,1.5142578981605e-65,"GCL","Nme7"
"Tpi1",9.92515572048644e-70,-1.05962470264639,0.202,0.395,2.419951467769e-65,"GCL","Tpi1"
"Gfap",2.20919411312046e-69,2.3302755137463,0.189,0.047,5.3864570866103e-65,"GCL","Gfap"
"Ctsb",7.12624686437175e-69,1.79216605971904,0.351,0.175,1.73752151047112e-64,"GCL","Ctsb"
"Kcnip4",2.91283961128677e-68,-1.72238289186062,0.156,0.326,7.1020855402394e-64,"GCL","Kcnip4"
"Nrn1",3.14827314918991e-61,-1.83783245848023,0.072,0.206,7.67611959235483e-57,"GCL","Nrn1"
"Aldoc",5.51563296427406e-61,-1.15257200996888,0.151,0.316,1.3448216293493e-56,"GCL","Aldoc"
"Tubb2a",2.05799558342464e-60,-1.07077764268676,0.222,0.399,5.01780483150596e-56,"GCL","Tubb2a"
"Cend1",2.06890376302335e-60,-1.39077801339083,0.112,0.262,5.04440115500354e-56,"GCL","Cend1"
"Vsnl1",1.47970031676127e-58,-1.83258603785913,0.07,0.199,3.60780531232733e-54,"GCL","Vsnl1"
"E130218I03Rik",7.77030112760579e-58,-1.21987487015838,0.154,0.312,1.89455482093284e-53,"GCL","E130218I03Rik"
"Chrna6",4.9566215120499e-57,-2.34878394070975,0.038,0.146,1.20852345706801e-52,"GCL","Chrna6"
"Gng3",9.26490625492921e-57,-1.05038167894636,0.219,0.384,2.25896944307684e-52,"GCL","Gng3"
"Stmn3",9.41756125890699e-57,-1.0737020492052,0.171,0.335,2.2961897861467e-52,"GCL","Stmn3"
"Arpc1b",3.01574541396152e-56,2.08133745591873,0.201,0.069,7.35299046832098e-52,"GCL","Arpc1b"
"H2-K1",1.32896599658654e-55,2.61867050060603,0.152,0.038,3.2402848928773e-51,"GCL","H2-K1"
"Mpeg1",2.80763640540166e-51,4.77696622705538,0.087,0.006,6.84557908365032e-47,"GCL","Mpeg1"
"Cd52",1.50005281697578e-50,3.75882386622876,0.092,0.009,3.65742877835034e-46,"GCL","Cd52"
"Clu",5.10985330405885e-50,1.44535031366854,0.356,0.204,1.24588443259563e-45,"GCL","Clu"
"Nefm",1.05362783901458e-49,-1.06033749450777,0.168,0.317,2.56895539708535e-45,"GCL","Nefm"
"Trf",2.99531283353715e-49,1.90452069611272,0.232,0.102,7.30317175073029e-45,"GCL","Trf"
"C1qb",6.46390538174851e-49,4.14532865495194,0.085,0.007,1.57602941017792e-44,"GCL","C1qb"
"Hmgcs1",6.60577434568719e-49,-1.85249218211041,0.055,0.162,1.61061990096545e-44,"GCL","Hmgcs1"
"Grn",1.47948287726118e-47,2.68823930354632,0.144,0.041,3.60727515133821e-43,"GCL","Grn"
"Sncb",6.04334950048901e-47,-1.14741391504088,0.087,0.21,1.47348947520923e-42,"GCL","Sncb"
"Sptb",9.5609190006812e-47,-1.55229670063065,0.049,0.151,2.33114327074609e-42,"GCL","Sptb"
"Sult4a1",1.58491091755576e-46,-1.44715681021231,0.09,0.211,3.86432979918446e-42,"GCL","Sult4a1"
"Bex2",1.79389745241526e-46,-1.00531590826462,0.166,0.31,4.37388076847888e-42,"GCL","Bex2"
"Nsg2",6.78525666204724e-46,-1.43077588604143,0.085,0.202,1.65438127934036e-41,"GCL","Nsg2"
"Ctsz",2.37156269296264e-45,2.31218053594539,0.134,0.036,5.7823441579815e-41,"GCL","Ctsz"
"Ftl1",4.56189557835717e-45,1.76380121911524,0.247,0.117,1.11228137991505e-40,"GCL","Ftl1"
"Atf3",7.90023403310513e-45,5.71879911481537,0.07,0.003,1.92623506195169e-40,"GCL","Atf3"
"Laptm5",4.60983793231192e-44,3.33978214195836,0.093,0.014,1.12397068465629e-39,"GCL","Laptm5"
"C1qc",6.69937661265122e-43,3.64528013747141,0.094,0.016,1.63344200569662e-38,"GCL","C1qc"
"Thy1",1.6491921669398e-42,-1.24986948074381,0.117,0.24,4.02106034143262e-38,"GCL","Thy1"
"Tspyl4",3.38875478525044e-42,-1.39942263606495,0.093,0.207,8.26246191739762e-38,"GCL","Tspyl4"
"Dbi",3.81120151138341e-42,1.13959188361835,0.353,0.211,9.29247152505503e-38,"GCL","Dbi"
"Elmod1",8.35113467712625e-42,-1.40537835991273,0.072,0.178,2.03617365697692e-37,"GCL","Elmod1"
"Chrnb3",3.28940678634411e-41,-2.12221496022139,0.026,0.104,8.0202316264642e-37,"GCL","Chrnb3"
"Camk2n1",1.0279837197316e-40,-1.01467560166385,0.168,0.301,2.50642990544958e-36,"GCL","Camk2n1"
"Pcp4l1",3.02222919677651e-40,-1.47641348638525,0.087,0.196,7.36879922758049e-36,"GCL","Pcp4l1"
"Cotl1",4.59199850198507e-39,1.72118575956095,0.183,0.076,1.119621074754e-34,"GCL","Cotl1"
"Cdk14",9.71708249921651e-39,-1.02905067813469,0.116,0.234,2.36921905495897e-34,"GCL","Cdk14"
"Snrpn",9.91909696444917e-39,-1.22183737380881,0.109,0.223,2.418474221872e-34,"GCL","Snrpn"
"Serpina3n",1.16065170007882e-38,2.30048433152395,0.135,0.044,2.82990097513218e-34,"GCL","Serpina3n"
"Selenop",1.38728827163218e-38,2.02493748422909,0.165,0.066,3.38248626389357e-34,"GCL","Selenop"
"Tyrobp",2.80071039124076e-38,3.49715630524249,0.075,0.009,6.82869207592322e-34,"GCL","Tyrobp"
"Cplx1",1.13364877810752e-36,-1.66488000805031,0.039,0.12,2.76406245078176e-32,"GCL","Cplx1"
"Rbpms",1.74796758078435e-36,-1.59258871337321,0.059,0.15,4.26189455546839e-32,"GCL","Rbpms"
"Fcer1g",3.06529648149556e-36,4.13059247977026,0.066,0.007,7.47380588118247e-32,"GCL","Fcer1g"
"Enpp5",4.53241253935092e-36,-1.11586050830592,0.123,0.237,1.10509282534454e-31,"GCL","Enpp5"
"H2-D1",8.1073353367578e-36,1.90822832197457,0.141,0.051,1.97673050180829e-31,"GCL","H2-D1"
"Csf1r",2.61265042992272e-35,2.79700192662305,0.078,0.013,6.37016427823757e-31,"GCL","Csf1r"
"Jun",5.37467607237452e-35,2.12744014043997,0.11,0.031,1.31045351996636e-30,"GCL","Jun"
"Hspa12a",5.90985489795453e-35,-1.45946201840065,0.055,0.142,1.44094082121927e-30,"GCL","Hspa12a"
"Tppp3",1.39795233905552e-34,-1.62492164249748,0.046,0.128,3.40848739308516e-30,"GCL","Tppp3"
"Lcn2",1.57514547762952e-34,5.57863856343288,0.053,0.002,3.84051970355628e-30,"GCL","Lcn2"
"Kcna2",2.00048685108442e-34,-1.81495100200265,0.035,0.109,4.87758704031403e-30,"GCL","Kcna2"
"Rplp0",2.48766593080948e-34,1.01260550315317,0.339,0.218,6.06542707249968e-30,"GCL","Rplp0"
"Pcdh7",4.53717886529965e-34,-1.17277113077656,0.084,0.184,1.10625495093736e-29,"GCL","Pcdh7"
"Rbp1",6.17874595623516e-34,1.81528005218182,0.17,0.074,1.50650183904926e-29,"GCL","Rbp1"
"Fcgr3",6.41155243083974e-34,3.42558708727404,0.067,0.008,1.56326471368735e-29,"GCL","Fcgr3"
"Rims1",8.53387241866055e-34,-1.22542013475563,0.069,0.161,2.08072877311781e-29,"GCL","Rims1"
"Fgf12",8.63285725977045e-34,-1.41876919357734,0.078,0.173,2.10486325707723e-29,"GCL","Fgf12"
"Cd63",1.3068403299907e-33,1.30555549568683,0.23,0.122,3.18633809258332e-29,"GCL","Cd63"
"Igsf5",1.37478531048771e-33,-1.89342124622419,0.025,0.092,3.35200154403114e-29,"GCL","Igsf5"
"Lgmn",1.54633418854739e-33,1.79205108131822,0.154,0.063,3.77027201851624e-29,"GCL","Lgmn"
"Vstm2l",1.5901241996987e-33,-1.57629806036149,0.04,0.118,3.87704082370537e-29,"GCL","Vstm2l"
"Atp1a3",3.44982667965363e-33,-1.02803454950825,0.136,0.249,8.41136741033148e-29,"GCL","Atp1a3"
"Gdi1",8.28978631599145e-33,-1.14759021088608,0.071,0.163,2.02121569956504e-28,"GCL","Gdi1"
"Vamp1",1.3717245977613e-32,-1.63809831071479,0.043,0.119,3.34453891426161e-28,"GCL","Vamp1"
"Cartpt",2.36205697993019e-32,-1.38204902620489,0.065,0.152,5.75916732846578e-28,"GCL","Cartpt"
"Rph3a",1.0281477561915e-31,-1.59630521712667,0.031,0.1,2.50682985914611e-27,"GCL","Rph3a"
"Kcnq2",1.11251251751819e-31,-1.09188296019647,0.08,0.174,2.71252802021285e-27,"GCL","Kcnq2"
"Cygb",1.97883299947747e-31,-1.10772195158269,0.093,0.189,4.82479061932598e-27,"GCL","Cygb"
"Kcnc1",3.09257528751173e-31,-1.30505710844351,0.073,0.161,7.54031706601109e-27,"GCL","Kcnc1"
"Gria3",3.32681003878821e-31,-1.50720451868093,0.045,0.122,8.1114282365734e-27,"GCL","Gria3"
"Dhcr24",3.35037600777809e-31,-1.69052919336443,0.031,0.1,8.16888678216455e-27,"GCL","Dhcr24"
"Olfm1",3.74000894017358e-31,-1.029001754642,0.108,0.209,9.11888979793121e-27,"GCL","Olfm1"
"Rbpms2",5.51019407125648e-31,-2.00339876058603,0.027,0.092,1.34349551845376e-26,"GCL","Rbpms2"
"Tmem163",7.13705232222651e-31,-1.965557231882,0.029,0.095,1.74015609720527e-26,"GCL","Tmem163"
"Tecr",8.07802896475629e-31,-1.67111798762844,0.034,0.103,1.96958502218688e-26,"GCL","Tecr"
"Ldhb",3.20441791484906e-30,-1.15048651175397,0.08,0.171,7.81301175998498e-26,"GCL","Ldhb"
"Ifitm3",7.91707419240118e-30,1.92760542484552,0.099,0.03,1.93034102959126e-25,"GCL","Ifitm3"
"Mapk10",1.05081771746281e-29,-1.01042002662219,0.08,0.17,2.56210375871781e-25,"GCL","Mapk10"
"Tnfrsf12a",2.16662756889796e-29,3.67327529213602,0.058,0.008,5.28267133848699e-25,"GCL","Tnfrsf12a"
"Scn1a",2.21765526198234e-29,-1.67366133322703,0.044,0.116,5.40708705976534e-25,"GCL","Scn1a"
"Edil3",8.26804271823507e-29,-1.25010856051496,0.064,0.145,2.01591417556007e-24,"GCL","Edil3"
"Abca1",1.49263683457906e-28,2.9372128171849,0.066,0.012,3.63934713007067e-24,"GCL","Abca1"
"Mapt",4.45824110324778e-28,-1.00122608596941,0.113,0.21,1.08700834579387e-23,"GCL","Mapt"
"Robo2",5.05829025936925e-28,-1.17486145901485,0.085,0.173,1.23331233103941e-23,"GCL","Robo2"
"Aif1",8.47509706505999e-28,3.60842633102164,0.057,0.008,2.06639816640293e-23,"GCL","Aif1"
"Gng4",1.78612552755088e-27,-1.74971871678318,0.029,0.089,4.35493126127455e-23,"GCL","Gng4"
"Sox11",1.88104221260067e-27,2.79757161745216,0.058,0.009,4.58635712276295e-23,"GCL","Sox11"
"Msn",2.51575426547986e-27,2.10330435305371,0.087,0.024,6.133912050093e-23,"GCL","Msn"
"Pou4f1",2.56748389108621e-27,-1.65258151960606,0.031,0.092,6.26003922324641e-23,"GCL","Pou4f1"
"Ina",3.56632084930905e-27,-1.4440637214569,0.05,0.122,8.69540349478532e-23,"GCL","Ina"
"Bst2",4.15916465497292e-27,2.26880205242373,0.078,0.02,1.0140875261755e-22,"GCL","Bst2"
"Hexa",5.03113456126689e-27,1.86795568150085,0.127,0.052,1.22669122872809e-22,"GCL","Hexa"
"Ctsc",5.94367457710959e-27,2.85021047579853,0.069,0.015,1.44918673539086e-22,"GCL","Ctsc"
"Hpca",6.24420466233777e-27,-1.72935805353553,0.039,0.104,1.5224619807712e-22,"GCL","Hpca"
"Gm10684",8.23166561180743e-27,-1.36921513361143,0.058,0.132,2.00704470947089e-22,"GCL","Gm10684"
"Lcp1",8.37233345924498e-27,4.06433655318949,0.05,0.005,2.04134234403311e-22,"GCL","Lcp1"
"Stab1",1.10173320057611e-26,3.1365767613899,0.063,0.012,2.68624588964466e-22,"GCL","Stab1"
"Tgfbi",1.16903470138039e-26,2.72282229995389,0.075,0.019,2.85034040890566e-22,"GCL","Tgfbi"
"Fdps",1.35146208772836e-26,-1.61785986942645,0.03,0.091,3.29513486229929e-22,"GCL","Fdps"
"Arg1",1.9271382723914e-26,3.2245886083574,0.057,0.009,4.69874853574471e-22,"GCL","Arg1"
"Slc1a3",2.12408453510417e-26,1.88384482017307,0.111,0.042,5.17894291349098e-22,"GCL","Slc1a3"
"Prdx6",2.17317524530879e-26,1.16145010656594,0.197,0.106,5.29863588311189e-22,"GCL","Prdx6"
"Clic1",3.17768120695841e-26,1.45301829229023,0.134,0.057,7.74782231880599e-22,"GCL","Clic1"
"Spc25",3.44222773085439e-26,-1.26214399302765,0.032,0.094,8.39283965336917e-22,"GCL","Spc25"
"Pcdh10",3.47629041622525e-26,-1.75831562681829,0.035,0.096,8.4758912928404e-22,"GCL","Pcdh10"
"Fyb",5.28391683133614e-26,4.20982111314174,0.051,0.007,1.28832460181638e-21,"GCL","Fyb"
"Igfbp5",1.13011298882456e-25,1.23832723953418,0.212,0.12,2.75544148935205e-21,"GCL","Igfbp5"
"Srebf2",2.46188380741209e-25,-1.27640629527052,0.066,0.14,6.00256509923217e-21,"GCL","Srebf2"
"Mif",2.71016618477677e-25,-1.18189387006892,0.088,0.17,6.60792719172273e-21,"GCL","Mif"
"Gm38393",3.29231658385149e-25,-1.37465331452292,0.052,0.121,8.02732629474671e-21,"GCL","Gm38393"
"Galntl6",4.63400718072327e-25,-1.6053971305368,0.071,0.147,1.12986363080395e-20,"GCL","Galntl6"
"Fcrls",4.76555327886859e-25,3.55425166713183,0.044,0.004,1.16193720045374e-20,"GCL","Fcrls"
"Fat3",5.32616241049225e-25,-1.11341286036033,0.072,0.148,1.29862491892622e-20,"GCL","Fat3"
"Nefh",5.58298576428695e-25,-1.29998508507556,0.052,0.121,1.36124358904844e-20,"GCL","Nefh"
"Spp1",6.96346066265903e-25,1.90202199022887,0.141,0.065,1.69783097876952e-20,"GCL","Spp1"
"Dzank1",9.4504587353288e-25,-1.33861670133419,0.047,0.113,2.30421084884787e-20,"GCL","Dzank1"
"Cplx2",1.23494097851913e-24,-1.19144774661717,0.062,0.135,3.01103309382535e-20,"GCL","Cplx2"
"Ctsh",1.26467085283329e-24,1.93092695626078,0.066,0.015,3.08352047337813e-20,"GCL","Ctsh"
"Cacnb4",1.33405182688272e-24,-1.40479413221298,0.044,0.109,3.25268516430544e-20,"GCL","Cacnb4"
"Rims3",3.02645664179371e-24,-1.56018514291287,0.038,0.098,7.37910658402142e-20,"GCL","Rims3"
"Lingo1",4.95884003019745e-24,-1.31554015719643,0.042,0.104,1.20906437616274e-19,"GCL","Lingo1"
"Chn1",5.1718327587215e-24,-1.07610883682709,0.067,0.14,1.26099626323148e-19,"GCL","Chn1"
"Bnip3",6.04937885551892e-24,-1.45322454040169,0.044,0.107,1.47495955255262e-19,"GCL","Bnip3"
"Npc2",6.29175130177568e-24,1.89781512218528,0.101,0.038,1.53405480239895e-19,"GCL","Npc2"
"Cyth4",6.39799557167883e-24,5.23013721585266,0.037,0.001,1.55995928028673e-19,"GCL","Cyth4"
"Itgam",6.70059341409227e-24,3.24424539192417,0.051,0.008,1.63373868622398e-19,"GCL","Itgam"
"Caln1",1.5560150307209e-23,-1.78189610348889,0.025,0.077,3.79387584790369e-19,"GCL","Caln1"
"Cebpd",2.16361795313252e-23,2.54019400470076,0.059,0.013,5.27533329332771e-19,"GCL","Cebpd"
"Kifap3",2.28955057585579e-23,-1.01101006089053,0.088,0.167,5.5823822140516e-19,"GCL","Kifap3"
"Higd1a",2.29988130660499e-23,-1.1626601452025,0.079,0.154,5.60757060176428e-19,"GCL","Higd1a"
"Pcdh9",3.09214207712859e-23,-1.01157403594545,0.175,0.27,7.53926081245493e-19,"GCL","Pcdh9"
"Tceal6",3.12727799408753e-23,-1.70523926396981,0.016,0.061,7.62492920518421e-19,"GCL","Tceal6"
"Sprr1a",7.25668674645863e-23,5.94514307382358,0.034,0.001,1.76932536252154e-18,"GCL","Sprr1a"
"Pdpn",9.60790472902886e-23,1.57700807300325,0.112,0.047,2.34259933103182e-18,"GCL","Pdpn"
"Six3",1.23200749936434e-22,-1.01314169025117,0.07,0.142,3.00388068495014e-18,"GCL","Six3"
"Il1rapl1",1.34545979906159e-22,-1.40655632933811,0.067,0.137,3.28050008207197e-18,"GCL","Il1rapl1"
"Cd74",2.24232548910073e-22,3.70570135994205,0.051,0.009,5.46723800752539e-18,"GCL","Cd74"
"Panx2",2.55315955486934e-22,-1.54938192893076,0.029,0.081,6.22511362668242e-18,"GCL","Panx2"
"Fn1",5.33082210988042e-22,1.23063751342154,0.109,0.045,1.29976104683104e-17,"GCL","Fn1"
"Atp2b2",5.36056545773788e-22,-1.09688904419092,0.082,0.156,1.30701306990565e-17,"GCL","Atp2b2"
"Tenm2",5.49503547155447e-22,-1.34257426623252,0.089,0.164,1.33979954867441e-17,"GCL","Tenm2"
"Cd68",5.69571048258673e-22,3.64699851975369,0.041,0.005,1.3887281298643e-17,"GCL","Cd68"
"Pabpc1",7.16816720036523e-22,1.2045647310536,0.183,0.102,1.74774252679305e-17,"GCL","Pabpc1"
"Trem2",8.48355379518174e-22,4.54797792696213,0.038,0.003,2.06846008634121e-17,"GCL","Trem2"
"Rbfox3",8.63322148950464e-22,-1.56222747601934,0.026,0.077,2.10495206357102e-17,"GCL","Rbfox3"
"Mt1",9.38430527407546e-22,1.28353871799935,0.129,0.059,2.28808131192508e-17,"GCL","Mt1"
"Ifi27l2a",1.44162938831095e-21,3.28052044233765,0.046,0.007,3.51498077457977e-17,"GCL","Ifi27l2a"
"Tceal5",2.08382902010159e-21,-1.51391947748814,0.039,0.095,5.08079191681171e-17,"GCL","Tceal5"
"Ms4a6d",3.56243702657477e-21,3.8633395927159,0.033,0.001,8.68593395819461e-17,"GCL","Ms4a6d"
"Rit2",4.30160479193397e-21,-1.16508540233196,0.06,0.125,1.04881728036934e-16,"GCL","Rit2"
"Slc35f1",5.34762226495724e-21,-1.38522255660595,0.043,0.1,1.30385726064187e-16,"GCL","Slc35f1"
"Ccr2",6.46679536508576e-21,4.25669966573554,0.037,0.003,1.57673404591521e-16,"GCL","Ccr2"
"Cybb",9.06204941320973e-21,4.03991091421701,0.039,0.005,2.2095088879288e-16,"GCL","Cybb"
"Cx3cr1",9.48311680638595e-21,2.2706652779561,0.062,0.017,2.31217353973302e-16,"GCL","Cx3cr1"
"Cd9",9.59419044949115e-21,1.45293118966829,0.123,0.057,2.33925551539493e-16,"GCL","Cd9"
"Pvalb",1.35846933767909e-20,-1.09920930484538,0.047,0.106,3.31221993912916e-16,"GCL","Pvalb"
"Ptprc",2.25525345211867e-20,4.30219405489996,0.036,0.003,5.49875896695574e-16,"GCL","Ptprc"
"S100a9",2.43884616169044e-20,4.76728097327122,0.037,0.004,5.94639471143364e-16,"GCL","S100a9"
"Nptx1",2.85132839906994e-20,-1.39214911476421,0.03,0.08,6.95210890261233e-16,"GCL","Nptx1"
"Lgals3bp",4.56682078834599e-20,2.70097990599964,0.053,0.012,1.11348224461452e-15,"GCL","Lgals3bp"
"Snap47",4.86977393648178e-20,-1.16159668128691,0.062,0.126,1.18734828119299e-15,"GCL","Snap47"
"Arhgef9",6.83837681898426e-20,-1.10971109145881,0.048,0.105,1.66733303600474e-15,"GCL","Arhgef9"
"Lyn",7.14084147132909e-20,2.27910355265181,0.056,0.014,1.74107996753946e-15,"GCL","Lyn"
"Cabp1",8.12716471266265e-20,-1.10993553040209,0.045,0.101,1.98156530024141e-15,"GCL","Cabp1"
"Fdft1",9.27339685286188e-20,-1.40100768561634,0.043,0.098,2.26103962066478e-15,"GCL","Fdft1"
"Pou6f2",9.77073651984622e-20,-1.83624694458657,0.024,0.069,2.3823009782689e-15,"GCL","Pou6f2"
"Kctd16",1.00248733104768e-19,-1.0373307416778,0.047,0.104,2.44426461056046e-15,"GCL","Kctd16"
"Adgra1",1.0954757133559e-19,-1.6263492330229,0.028,0.075,2.67098888430435e-15,"GCL","Adgra1"
"Ctsa",2.91706725974048e-19,1.26771068409156,0.122,0.059,7.11239339269925e-15,"GCL","Ctsa"
"Scn8a",4.2266242966538e-19,-1.18746538671911,0.045,0.101,1.03053553601013e-14,"GCL","Scn8a"
"Hspa5",5.50810629530061e-19,1.0164495272059,0.187,0.11,1.3429864769202e-14,"GCL","Hspa5"
"Sat1",5.98929481701068e-19,1.60974036900028,0.096,0.04,1.46030986228354e-14,"GCL","Sat1"
"Rasgrp2",6.53608805446216e-19,-1.9133891887362,0.012,0.047,1.59362898943896e-14,"GCL","Rasgrp2"
"Bex1",6.78144066537918e-19,-1.08914374676684,0.061,0.122,1.65345086303275e-14,"GCL","Bex1"
"Chga",7.14379890378531e-19,-1.1269940191635,0.073,0.137,1.74180104872093e-14,"GCL","Chga"
"Ly6h",7.36434054300083e-19,-1.27358886618416,0.038,0.09,1.79557351119446e-14,"GCL","Ly6h"
"Gm10801",1.01738498885951e-18,2.04840265100351,0.112,0.054,2.48058807983725e-14,"GCL","Gm10801"
"Pdxp",1.10099055010992e-18,-1.5025662200833,0.034,0.083,2.68443515927801e-14,"GCL","Pdxp"
"S100a8",1.17832277949065e-18,10.8022879261546,0.025,0,2.8729866009541e-14,"GCL","S100a8"
"Csf3r",1.19982297865894e-18,3.95119228939241,0.036,0.005,2.92540838656622e-14,"GCL","Csf3r"
"Insig1",1.313219249939e-18,-1.94087921155112,0.012,0.047,3.20189117520128e-14,"GCL","Insig1"
"Mfsd6",1.64208331377562e-18,-1.28680715669732,0.036,0.086,4.00372753564771e-14,"GCL","Mfsd6"
"Nat8l",1.76989870715445e-18,-1.54070279496223,0.026,0.071,4.31536702778398e-14,"GCL","Nat8l"
"Ube2ql1",1.77111103873382e-18,-1.50040600000037,0.023,0.065,4.3183229346408e-14,"GCL","Ube2ql1"
"Snca",1.77219746243555e-18,-1.55595853845392,0.02,0.061,4.32097185291037e-14,"GCL","Snca"
"Elavl2",3.12302828197057e-18,-1.04255034905964,0.063,0.124,7.61456755710064e-14,"GCL","Elavl2"
"D130079A08Rik",3.41090138450001e-18,-2.09370476434722,0.012,0.046,8.31645975568792e-14,"GCL","D130079A08Rik"
"Apoc2",3.67230867152715e-18,6.12939520328808,0.027,0.001,8.95382300291749e-14,"GCL","Apoc2"
"Scn2a",4.21688179031326e-18,-1.25105725183971,0.047,0.101,1.02816011811418e-13,"GCL","Scn2a"
"Fgf11",6.30105978674272e-18,-1.76992659257485,0.021,0.061,1.53632439720361e-13,"GCL","Fgf11"
"Psmb8",6.64367633152812e-18,1.84443073031047,0.065,0.021,1.61986116315319e-13,"GCL","Psmb8"
"Prex1",8.12020065542031e-18,2.47283038678065,0.047,0.011,1.97986732380458e-13,"GCL","Prex1"
"Chil1",8.4444348624633e-18,2.43663066240141,0.047,0.011,2.0589221081658e-13,"GCL","Chil1"
"Mfge8",9.09584368877112e-18,1.3055005218265,0.098,0.044,2.21774860819617e-13,"GCL","Mfge8"
"Spock3",9.65732285679038e-18,-1.0572967278686,0.082,0.147,2.35464845894263e-13,"GCL","Spock3"
"Adgre1",9.79862780187933e-18,3.54949123135306,0.033,0.004,2.38910143065422e-13,"GCL","Adgre1"
"Ttll7",9.96436764516951e-18,-1.20164254895975,0.05,0.104,2.42951211924523e-13,"GCL","Ttll7"
"Cyba",1.01319282941945e-17,2.60652562117965,0.043,0.009,2.47036675669049e-13,"GCL","Cyba"
"Gabrg2",1.03524280952391e-17,-1.16250621098329,0.048,0.101,2.5241290181812e-13,"GCL","Gabrg2"
"Adam11",1.4030549608506e-17,-1.42936265657296,0.025,0.067,3.42092860554594e-13,"GCL","Adam11"
"Slc6a17",1.51092212439219e-17,-1.23924271516225,0.034,0.082,3.68393032369305e-13,"GCL","Slc6a17"
"Hp",1.56333839999919e-17,4.00468649908566,0.034,0.004,3.81173168687802e-13,"GCL","Hp"
"Ebf1",1.59622226302428e-17,-1.11752818164691,0.063,0.122,3.8919091217058e-13,"GCL","Ebf1"
"Kcnh7",1.62042678588727e-17,-1.00508953441448,0.053,0.108,3.95092458935034e-13,"GCL","Kcnh7"
"Hmgcr",2.12623346593859e-17,-1.85514543066105,0.023,0.063,5.18418243665148e-13,"GCL","Hmgcr"
"Hdac11",2.17770038126655e-17,-1.06348888037006,0.054,0.109,5.3096690696041e-13,"GCL","Hdac11"
"Phf24",2.32375036690373e-17,-1.58525918671152,0.026,0.068,5.66576814458468e-13,"GCL","Phf24"
"Rnf14",2.34499648703659e-17,-1.02214440203994,0.06,0.118,5.71757043469261e-13,"GCL","Rnf14"
"Fgf1",3.40415792122167e-17,-1.6479369920703,0.025,0.067,8.30001784352268e-13,"GCL","Fgf1"
"Tfrc",4.5242282709276e-17,-1.62231980995883,0.02,0.059,1.10309733701757e-12,"GCL","Tfrc"
