"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dock22",1.02116421879751e-07,2.38790936480683,0.024,0.005,0.0024898025982721,"Len","Dock2"
"Aif14",1.09399820190448e-07,5.07987574039173,0.018,0.002,0.0026673864158835,"Len","Aif1"
"Add22",1.16386098530974e-07,-1.02402552178131,0.037,0.07,0.00283772585438222,"Len","Add2"
"Calu4",1.42744058977397e-07,1.25968513497143,0.074,0.038,0.00348038564598689,"Len","Calu"
"2610001J05Rik2",1.44902261389807e-07,1.77141800793671,0.034,0.011,0.00353300693720627,"Len","2610001J05Rik"
"Aebp14",1.48301741752238e-07,1.5228094832349,0.069,0.035,0.00361589306740307,"Len","Aebp1"
"Atp2b14",1.48658007590085e-07,1.59440295639201,0.054,0.024,0.00362457954106145,"Len","Atp2b1"
"Efna14",1.52131752601633e-07,1.98131217962787,0.036,0.012,0.00370927639193301,"Len","Efna1"
"Arhgef193",1.67897634700583e-07,1.73093778977217,0.032,0.009,0.00409368012926962,"Len","Arhgef19"
"Nampt3",1.71377443583248e-07,1.57344825931273,0.049,0.021,0.00417852482944675,"Len","Nampt"
"Fkbp94",1.77344556117199e-07,1.08447438358987,0.066,0.033,0.00432401496724955,"Len","Fkbp9"
"Ddit34",1.8373711978469e-07,1.49678175483563,0.063,0.031,0.00447987845459031,"Len","Ddit3"
"Pirb2",1.91322292864108e-07,4.48628688358371,0.017,0.001,0.00466482014461269,"Len","Pirb"
"Nav33",2.0063335532475e-07,1.48486099896681,0.084,0.047,0.00489184246952807,"Len","Nav3"
"Fam25c1",2.04990227980791e-07,2.43753649497243,0.023,0.004,0.00499807173862766,"Len","Fam25c"
"Myh7b",2.17903115190908e-07,-2.14157996129555,0.003,0.015,0.00531291375458472,"Len","Myh7b"
"Srgn3",2.39540811933925e-07,3.51179112970004,0.019,0.002,0.00584048407657296,"Len","Srgn"
"Adgre53",2.57719540859141e-07,3.18315189676463,0.02,0.003,0.00628371784522759,"Len","Adgre5"
"Cd824",2.62559508698036e-07,1.53838324446341,0.042,0.016,0.00640172594107551,"Len","Cd82"
"Rgs42",2.64034511148093e-07,-1.15077462303641,0.017,0.04,0.00643768945081279,"Len","Rgs4"
"Sugp23",2.69607073173857e-07,-1.80451689763116,0.014,0.035,0.00657355965812498,"Len","Sugp2"
"Gusb4",2.6974871089793e-07,1.35234860301162,0.035,0.012,0.00657701306911334,"Len","Gusb"
"Prc11",3.00481653898255e-07,-2.20788669676205,0.007,0.023,0.00732634368534724,"Len","Prc1"
"9330175E14Rik",3.03606772355268e-07,-3.0768701587602,0.002,0.013,0.00740254032356614,"Len","9330175E14Rik"
"S100a82",3.13821193029888e-07,5.51420606155397,0.015,0.001,0.00765158832845474,"Len","S100a8"
"Skil3",3.40046965684659e-07,1.46462282529786,0.04,0.015,0.00829102511732335,"Len","Skil"
"Vasp3",3.44255740076005e-07,1.37754014687555,0.074,0.04,0.00839364345453316,"Len","Vasp"
"Cyba3",3.5098406912577e-07,2.8435215361987,0.022,0.004,0.00855769357342452,"Len","Cyba"
"Hyou13",3.78042958061027e-07,1.25358338295389,0.031,0.009,0.00921744340344396,"Len","Hyou1"
"Piezo23",3.86189059770523e-07,1.36965102588435,0.041,0.016,0.0094160616553249,"Len","Piezo2"
"St182",4.14324424284125e-07,-1.16456243542573,0.023,0.049,0.0101020581128955,"Len","St18"
"Plat4",4.25790638913785e-07,1.98029025077931,0.026,0.006,0.0103816273579959,"Len","Plat"
"Ugcg3",4.40331403042573e-07,1.94601319200625,0.033,0.011,0.010736160268984,"Len","Ugcg"
"Hsf4",4.4495482193812e-07,-1.44272393774267,0.003,0.015,0.0108488884684952,"Len","Hsf4"
"Cfb2",4.48515667402135e-07,3.82876443784693,0.018,0.002,0.0109357090025988,"Len","Cfb"
"Gm472833",4.90533569599808e-07,1.35517854315119,0.045,0.019,0.0119601894939825,"Len","Gm47283"
"Sar1a3",4.98054447811542e-07,1.09469715956399,0.072,0.038,0.012143563546541,"Len","Sar1a"
"Myo103",5.2377339772137e-07,1.4854758141526,0.041,0.016,0.0127706429832424,"Len","Myo10"
"Sdcbp4",5.52925445058854e-07,1.12900163911774,0.073,0.039,0.013481428201425,"Len","Sdcbp"
"Furin4",5.91568996053346e-07,1.65013999098456,0.048,0.021,0.0144236352617727,"Len","Furin"
"Tmed23",6.22873684319278e-07,1.03736250512561,0.07,0.037,0.0151869061710726,"Len","Tmed2"
"S100a92",6.50433384281674e-07,3.88792003440968,0.02,0.003,0.0158588667755558,"Len","S100a9"
"Lipa4",6.71802464897181e-07,1.04255470494499,0.042,0.017,0.0163798876991231,"Len","Lipa"
"Abca44",6.7441675051658e-07,1.02428259055248,0.073,0.039,0.0164436292110952,"Len","Abca4"
"Cdkn2b1",7.1263944040508e-07,8.31802107273404,0.012,0,0.0173755748359567,"Len","Cdkn2b"
"Tspan174",7.24154735396501e-07,1.91051965626824,0.028,0.008,0.0176563407584375,"Len","Tspan17"
"Faim23",7.50860194070333e-07,-2.02877921741997,0.008,0.024,0.0183074732518229,"Len","Faim2"
"Lrrfip23",7.65446068309726e-07,1.50416815609889,0.048,0.021,0.0186631060375277,"Len","Lrrfip2"
"Chst113",7.86495930953508e-07,3.0297000703467,0.023,0.005,0.0191763437885084,"Len","Chst11"
"Gfap3",8.16187374607919e-07,1.93773454325734,0.031,0.01,0.0199002805676903,"Len","Gfap"
"Adgrf54",8.2453101246931e-07,2.33381030816502,0.023,0.005,0.0201037151460267,"Len","Adgrf5"
"Cd472",8.34062697523885e-07,1.20470358955257,0.088,0.052,0.0203361166910274,"Len","Cd47"
"Laptm54",8.39573883542115e-07,2.56659218749707,0.026,0.007,0.0204704904285238,"Len","Laptm5"
"Cavin14",8.810980267778e-07,1.03134916458769,0.095,0.057,0.0214829320888963,"Len","Cavin1"
"Abca14",9.13341922741921e-07,1.52174347207715,0.039,0.015,0.0222691027602935,"Len","Abca1"
"Spred13",9.35575449497777e-07,1.25929310595539,0.048,0.022,0.0228112006096548,"Len","Spred1"
"Gjb31",9.6198960693714e-07,5.66603590851161,0.013,0,0.0234552305963413,"Len","Gjb3"
"Kdelr13",1.03764072835004e-06,1.0135474048478,0.101,0.063,0.0252997562386308,"Len","Kdelr1"
"Zcchc244",1.0710290808111e-06,1.94051630449053,0.04,0.016,0.0261138310483363,"Len","Zcchc24"
"Sacs2",1.0830443844513e-06,-1.43104699233384,0.01,0.027,0.0264067881816915,"Len","Sacs"
"Serp14",1.12396955000934e-06,1.00637277733092,0.062,0.032,0.0274046255683277,"Len","Serp1"
"Gm47782",1.1244995320703e-06,-4.75711505992525,0.001,0.01,0.027417547590938,"Len","Gm47782"
"Elmo13",1.13485815677386e-06,2.73371414114905,0.022,0.005,0.0276701115784601,"Len","Elmo1"
"Nxpe43",1.13512837931015e-06,1.41083080650728,0.059,0.03,0.0276767001443401,"Len","Nxpe4"
"Acly4",1.15024204738142e-06,1.30623987123181,0.042,0.018,0.0280452015992538,"Len","Acly"
"Midn4",1.20714560872756e-06,1.45543026550601,0.044,0.019,0.0294326242319954,"Len","Midn"
"Tpm34",1.36127450442514e-06,1.0813572094558,0.083,0.048,0.0331905949668937,"Len","Tpm3"
"Glb14",1.38008789951688e-06,1.55216978506531,0.039,0.016,0.0336493031660206,"Len","Glb1"
"Eif1a3",1.41277685494659e-06,1.92944512884026,0.029,0.009,0.0344463252773077,"Len","Eif1a"
"Ier34",1.57355872233145e-06,1.42516566706469,0.043,0.019,0.0383665087678855,"Len","Ier3"
"Kcnq22",1.65817304274297e-06,-1.73813783164246,0.009,0.026,0.0404295751281591,"Len","Kcnq2"
"Clec4d2",1.67893905064725e-06,4.81659027557831,0.014,0.001,0.0409358919328812,"Len","Clec4d"
"Adgre12",1.6908624746658e-06,4.64110240681638,0.014,0.001,0.0412266088573016,"Len","Adgre1"
"Irf2bpl3",1.72533079103271e-06,1.36654859295261,0.053,0.026,0.0420670153469594,"Len","Irf2bpl"
"Crybg12",1.75306007861268e-06,1.53705566743617,0.042,0.018,0.0427431108367343,"Len","Crybg1"
"H2-Ab13",1.75451756175922e-06,3.36754340516131,0.019,0.003,0.0427786471908134,"Len","H2-Ab1"
"Plxnd14",1.80696874220142e-06,2.24546333025871,0.019,0.003,0.0440575118723551,"Len","Plxnd1"
"Scamp54",1.81121709453948e-06,-1.085002170767,0.025,0.049,0.0441610951990617,"Len","Scamp5"
"Nxph41",1.81587105750222e-06,1.51243853541,0.043,0.019,0.0442745681240192,"Len","Nxph4"
"Clec2d3",1.85440552110162e-06,2.40342819096112,0.027,0.008,0.0452141154154997,"Len","Clec2d"
"Gm31224",1.90853116912437e-06,-1.87802216325146,0.003,0.016,0.0465338069655904,"Len","Gm31224"
"Ccdc180",2.00346000204307e-06,-2.53072480304088,0.002,0.012,0.0488483617698143,"Len","Ccdc180"
"Gpr1462",2.01152541773113e-06,3.22173047539,0.015,0.001,0.0490450127351204,"Len","Gpr146"
"Ptgfrn4",2.04532217228197e-06,1.59923877619041,0.047,0.021,0.0498690452045791,"Len","Ptgfrn"
"Agtpbp15",0,1.64322423704215,0.133,0.045,0,"ONL","Agtpbp1"
"Crym5",7.50145336969312e-292,2.8091221287794,0.07,0.011,1.82900436059858e-287,"ONL","Crym"
"Fgf24",3.99377672280055e-286,2.57210982817652,0.067,0.01,9.73762640553229e-282,"ONL","Fgf2"
"Edn2",2.71024775674517e-217,3.96416724514982,0.041,0.003,6.60812608049607e-213,"ONL","Edn2"
"Lrrc22",1.20187488214044e-200,2.00716616293901,0.064,0.016,2.93041133763483e-196,"ONL","Lrrc2"
"Kdr5",1.59011669820877e-179,2.1077807186515,0.052,0.011,3.87702253357262e-175,"ONL","Kdr"
"Gnb33",1.23349292550148e-157,1.21263875178438,0.083,0.032,3.0075024509577e-153,"ONL","Gnb3"
"Slc1a34",4.52975220303068e-155,1.98013829578309,0.043,0.009,1.10444418214294e-150,"ONL","Slc1a3"
"Atp1a14",7.01853192597677e-155,1.11806102332688,0.126,0.064,1.71125845419166e-150,"ONL","Atp1a1"
"Cebpd5",1.0014254591862e-146,2.9838766502664,0.034,0.005,2.44167555458778e-142,"ONL","Cebpd"
"Cp5",2.44368823471816e-140,2.14543415355619,0.044,0.011,5.95820065388982e-136,"ONL","Cp"
"Mt24",1.55422366222439e-137,1.21446459637424,0.099,0.047,3.78950813323551e-133,"ONL","Mt2"
"Dnttip23",1.47225058704229e-118,1.1077646962713,0.065,0.026,3.58964138132652e-114,"ONL","Dnttip2"
"Gm482361",6.66965415794044e-118,1.59954260374329,0.046,0.014,1.62619507678904e-113,"ONL","Gm48236"
"Klhl294",6.01396025604153e-112,1.65550425723404,0.044,0.014,1.46632378962805e-107,"ONL","Klhl29"
"Sec22c4",1.14175214607916e-106,1.52893734821103,0.049,0.017,2.78382008257021e-102,"ONL","Sec22c"
"H2-D15",2.04524607543654e-103,1.49266986138484,0.038,0.011,4.98671898112938e-99,"ONL","H2-D1"
"Hist1h1c5",1.35511043326868e-95,-1.5386963717591,0.015,0.042,3.3040302583957e-91,"ONL","Hist1h1c"
"Cd473",7.64648108038374e-95,1.23216236051683,0.047,0.018,1.86436501701916e-90,"ONL","Cd47"
"Vim5",1.10757369109651e-93,1.00654767712947,0.079,0.04,2.70048617363152e-89,"ONL","Vim"
"Myo104",1.30803010871898e-89,1.31210788483145,0.038,0.013,3.18923901107863e-85,"ONL","Myo10"
"Arr3",2.12572583135218e-89,-1.29668927912029,0.024,0.054,5.18294472200289e-85,"ONL","Arr3"
"Stat35",2.43996384584613e-87,1.82587775420804,0.032,0.009,5.94911984894204e-83,"ONL","Stat3"
"Gadd45b5",3.59420507364309e-83,2.60664463451042,0.019,0.003,8.76339081055659e-79,"ONL","Gadd45b"
"Antxr24",1.01702547475804e-80,2.66213869653197,0.022,0.004,2.47971151255505e-76,"ONL","Antxr2"
"Igsf113",3.01717629713084e-77,1.23261015381978,0.038,0.014,7.35647924766441e-73,"ONL","Igsf11"
"AI8471591",8.04666812391166e-77,-1.17483135979649,0.032,0.062,1.96193862197214e-72,"ONL","AI847159"
"Gpr375",1.39850106509141e-75,1.63918773310773,0.027,0.007,3.40982529690587e-71,"ONL","Gpr37"
"Rbm173",4.18080323814023e-75,1.26559488963374,0.036,0.013,1.01936344552335e-70,"ONL","Rbm17"
"Ahr3",3.17873811241888e-71,1.18866960212301,0.039,0.015,7.75039926569971e-67,"ONL","Ahr"
"Mest4",4.29163432322693e-69,1.04428076632391,0.056,0.027,1.04638628068919e-64,"ONL","Mest"
"Stat15",8.64777467149629e-68,1.34239433787268,0.031,0.011,2.10850042040423e-63,"ONL","Stat1"
"Gm207544",1.97070465326968e-67,1.6049028697015,0.022,0.006,4.80497208560214e-63,"ONL","Gm20754"
"Bst25",3.47601096243082e-67,1.87923705709339,0.021,0.005,8.47520992859883e-63,"ONL","Bst2"
"Ndnf5",2.8423468684994e-66,1.32213054626182,0.026,0.008,6.93021013477523e-62,"ONL","Ndnf"
"Irf95",7.11246376530304e-66,2.22592825473208,0.018,0.003,1.73416091525619e-61,"ONL","Irf9"
"Junb5",2.98443761994185e-64,1.58239771771569,0.027,0.008,7.27665580494222e-60,"ONL","Junb"
"Vsx23",7.1482188067553e-64,1.07399845147753,0.034,0.013,1.74287870946308e-59,"ONL","Vsx2"
"Ccdc85c4",1.06417360944861e-61,1.37548116687533,0.04,0.018,2.59466809455761e-57,"ONL","Ccdc85c"
"Mdga25",1.24365331252098e-61,1.02474654851281,0.028,0.01,3.03227550658865e-57,"ONL","Mdga2"
"Cnnm42",4.08820341595853e-58,1.13485207952927,0.038,0.017,9.9678575687901e-54,"ONL","Cnnm4"
"Bcl35",8.93786002163093e-58,3.40655116860433,0.012,0.001,2.17922903047405e-53,"ONL","Bcl3"
"Slc25a373",1.61909017929521e-57,1.6812060508249,0.021,0.006,3.94766567515759e-53,"ONL","Slc25a37"
"Gm15983",1.09560389388541e-56,2.02721527978672,0.017,0.004,2.67130141407141e-52,"ONL","Gm15983"
"Tgfb25",2.48998337371385e-56,1.15406140718147,0.029,0.011,6.07107746178912e-52,"ONL","Tgfb2"
"Rock24",5.85843849119283e-55,1.10767746129415,0.034,0.015,1.42840447292264e-50,"ONL","Rock2"
"Ddr14",7.55667796475769e-55,1.28218662212636,0.03,0.012,1.84246922136722e-50,"ONL","Ddr1"
"Aqp44",1.80413982276949e-50,1.78475876443007,0.015,0.003,4.39885371587658e-46,"ONL","Aqp4"
"Abca15",1.45814473499265e-49,1.92001691076763,0.02,0.006,3.55524849285907e-45,"ONL","Abca1"
"Adamts53",1.46681349369291e-47,1.4455069329437,0.015,0.003,3.57638466032206e-43,"ONL","Adamts5"
"Gm453411",5.29556128745611e-47,1.88374688100093,0.015,0.003,1.29116375310755e-42,"ONL","Gm45341"
"Vat1l4",6.61009656698602e-47,1.229460422794,0.021,0.007,1.61167374496253e-42,"ONL","Vat1l"
"Agrn4",1.65609098083409e-46,1.36209505795189,0.021,0.007,4.03788102946968e-42,"ONL","Agrn"
"Tsc22d44",3.05208560634114e-46,1.29921461068945,0.022,0.008,7.44159512538096e-42,"ONL","Tsc22d4"
"H2-K15",1.18259724913538e-45,1.32272796683881,0.03,0.013,2.88340861284188e-41,"ONL","H2-K1"
"Pdpn5",1.23048497878441e-45,1.31528202850125,0.033,0.015,3.00016847527216e-41,"ONL","Pdpn"
"Il6st4",5.59668067745271e-44,1.72706522811261,0.023,0.009,1.36458268277652e-39,"ONL","Il6st"
"Lrrtm43",1.64256785945296e-43,1.03973507787084,0.022,0.008,4.00490895491822e-39,"ONL","Lrrtm4"
"Sulf15",2.43902923679753e-42,1.3156035483136,0.021,0.008,5.94684108515974e-38,"ONL","Sulf1"
"Sorl14",4.42925975724316e-42,1.08502595103599,0.022,0.009,1.07994211401103e-37,"ONL","Sorl1"
"Slc6a113",5.78478101670794e-41,1.63924329088691,0.016,0.005,1.41044530749373e-36,"ONL","Slc6a11"
"Oasl25",1.54641863456031e-39,2.11078252442632,0.012,0.003,3.77047791478495e-35,"ONL","Oasl2"
"Kremen15",2.34863903118025e-39,1.29537872265035,0.02,0.008,5.7264516858237e-35,"ONL","Kremen1"
"Efemp15",5.80583218999987e-39,1.3363671562115,0.018,0.006,1.41557800456577e-34,"ONL","Efemp1"
"Nyap21",1.52827828307433e-38,1.31833295521925,0.014,0.004,3.72624810979184e-34,"ONL","Nyap2"
"R3hcc1l4",1.62304186242156e-38,1.10818130706292,0.024,0.01,3.95730066895624e-34,"ONL","R3hcc1l"
"C130073E24Rik2",6.06257801864924e-36,1.43218726371657,0.012,0.003,1.47817777250706e-31,"ONL","C130073E24Rik"
"B2m5",8.13599075696624e-36,1.12819218680263,0.028,0.014,1.98371726636351e-31,"ONL","B2m"
"Robo25",1.50543455851963e-33,1.02522902526357,0.016,0.006,3.67055054058256e-29,"ONL","Robo2"
"Btc",6.63690263867725e-33,2.10266549975307,0.011,0.003,1.61820960136229e-28,"ONL","Btc"
"Frmd32",7.885691549987e-33,1.01350786413818,0.016,0.006,1.92268931371783e-28,"ONL","Frmd3"
"B3galt15",1.19576562286139e-32,1.34515387746629,0.014,0.005,2.91551574166064e-28,"ONL","B3galt1"
"Ift574",1.23913693146404e-32,1.04912450440443,0.019,0.008,3.02126366629563e-28,"ONL","Ift57"
"Neurl1a1",2.25458670539332e-32,1.35828507925585,0.018,0.008,5.49713330509e-28,"ONL","Neurl1a"
"E2f63",5.62446400043664e-32,1.21039847753686,0.014,0.004,1.37135681258646e-27,"ONL","E2f6"
"Gm16055",7.27268403541342e-32,-1.66117869636859,0.004,0.011,1.7732258215145e-27,"ONL","Gm16055"
"1700119H24Rik",1.26472929170114e-31,-1.41122727639389,0.003,0.01,3.08366295902572e-27,"ONL","1700119H24Rik"
"Bcl64",1.83453320146888e-31,1.63702804286755,0.013,0.004,4.47295885182142e-27,"ONL","Bcl6"
"Lhx21",1.47554519873162e-30,1.48187217304376,0.011,0.003,3.59767430354743e-26,"ONL","Lhx2"
"Jun5",2.26023744540624e-30,1.02408620680367,0.028,0.015,5.51091093938949e-26,"ONL","Jun"
"Nfib5",6.55334627114776e-30,1.05657393487924,0.024,0.012,1.59783688783125e-25,"ONL","Nfib"
"Spon15",4.97422154110044e-29,1.05609052633528,0.022,0.011,1.21281469615111e-24,"ONL","Spon1"
"C4b5",1.04886910668224e-28,1.32055850578911,0.018,0.008,2.55735265591264e-24,"ONL","C4b"
"Zbtb7c3",1.77789350372185e-27,1.71202987695639,0.01,0.003,4.33485994077461e-23,"ONL","Zbtb7c"
"Il333",6.33441670672828e-27,1.20088848223866,0.015,0.006,1.54445748143449e-22,"ONL","Il33"
"Dcps4",9.83469682111646e-27,1.15092978266497,0.025,0.013,2.39789577892461e-22,"ONL","Dcps"
"Isl12",1.80311075424529e-26,1.01736548345519,0.011,0.004,4.39634464100087e-22,"ONL","Isl1"
"Atf75",2.0038227306074e-26,1.14263501747292,0.016,0.007,4.88572058176696e-22,"ONL","Atf7"
"Adamts15",3.04059843154733e-26,1.22412933483973,0.011,0.004,7.41358709579871e-22,"ONL","Adamts1"
"Tox6",5.83204676065735e-26,1.16887728959127,0.013,0.005,1.42196964118348e-21,"ONL","Tox"
"Gm20139",2.27825424879339e-24,-1.0493138212836,0.012,0.022,5.55483950940804e-20,"ONL","Gm20139"
"Sox94",4.2564743724743e-24,1.50017197499165,0.01,0.003,1.03781358149668e-19,"ONL","Sox9"
"Grm52",6.00118687947732e-24,1.22999350665383,0.011,0.004,1.46320938495416e-19,"ONL","Grm5"
"B230220B15Rik",9.76775255599004e-24,-1.10807960092389,0.008,0.017,2.38157342820149e-19,"ONL","B230220B15Rik"
"Itpr25",1.94977614474915e-23,-1.49718977193215,0.01,0.02,4.75394419612737e-19,"ONL","Itpr2"
"Sh3pxd2b5",5.83545266664683e-23,1.21657930432118,0.01,0.003,1.42280006918183e-18,"ONL","Sh3pxd2b"
"Spp15",7.11812707456081e-23,1.41684607569565,0.022,0.012,1.73554174331942e-18,"ONL","Spp1"
"E130114P18Rik3",8.27228852367962e-23,1.21381669531437,0.01,0.003,2.01694938784357e-18,"ONL","E130114P18Rik"
"Myo5b3",3.99321818568651e-22,1.36808818486136,0.012,0.005,9.73626458034086e-18,"ONL","Myo5b"
"Stat25",7.85766816343346e-22,1.16167458535375,0.01,0.004,1.91585665160835e-17,"ONL","Stat2"
"Myof5",1.34513605734749e-21,1.34605593614146,0.011,0.004,3.27971073502465e-17,"ONL","Myof"
"Rncr4",3.03604360162951e-21,-1.050655714869,0.007,0.014,7.40248150949307e-17,"ONL","Rncr4"
"Nav15",2.55062839177778e-20,1.02193444586152,0.019,0.01,6.21894214483259e-16,"ONL","Nav1"
"Crot4",4.56907388625958e-20,1.10192477585954,0.016,0.008,1.11403159494781e-15,"ONL","Crot"
"Id35",6.65693213171773e-19,1.09806126838519,0.015,0.007,1.62309319235542e-14,"ONL","Id3"
"Egr14",1.01038171762196e-18,1.18346179147032,0.013,0.006,2.46351270390587e-14,"ONL","Egr1"
"Pros15",2.13467561300803e-18,1.39851678873679,0.01,0.004,5.20476607963618e-14,"ONL","Pros1"
"Plpp2",1.84585453036809e-17,-1.16977795953895,0.008,0.015,4.50056251594348e-13,"ONL","Plpp2"
"Col23a15",7.48784845833223e-17,1.35713407163291,0.01,0.004,1.82568721111057e-12,"ONL","Col23a1"
"Wwtr15",1.207295833781e-14,1.13340557967929,0.012,0.006,2.94362870192483e-10,"ONL","Wwtr1"
"Isg155",9.02502750227339e-14,1.05990372700336,0.013,0.007,2.2004822056043e-09,"ONL","Isg15"
"A930041C12Rik",9.56937265879527e-14,-1.03419377395324,0.009,0.016,2.33320444166746e-09,"ONL","A930041C12Rik"
"Sertad24",1.50401134969435e-13,1.08350084805319,0.01,0.005,3.66708047282476e-09,"ONL","Sertad2"
"BC065403",7.20622878107012e-13,-1.10699707913237,0.008,0.013,1.75702270140052e-08,"ONL","BC065403"
"Nr4a13",2.14087117177534e-11,1.0738085357786,0.011,0.006,5.21987209102263e-07,"ONL","Nr4a1"
"Trim171",1.29065908706831e-06,-1.01460610320584,0.007,0.01,0.0314688498608997,"ONL","Trim17"
"Pmel4",3.4594418867005e-71,-2.25758131196775,0.233,0.608,8.43481120815317e-67,"Iris","Pmel"
"Ptgds4",8.55815859099135e-60,-2.14438326141449,0.345,0.682,2.08665022765551e-55,"Iris","Ptgds"
"Lyz26",2.88158298228716e-44,3.50790813508119,0.433,0.085,7.02587562741255e-40,"Iris","Lyz2"
"Tyrp15",1.00803129070173e-34,-1.63709174418299,0.224,0.473,2.45778189298895e-30,"Iris","Tyrp1"
"Dct2",2.58862602092611e-33,-1.22395318852997,0.406,0.65,6.31158796422204e-29,"Iris","Dct"
"Mlana5",4.40850355046262e-32,-1.52007214369473,0.325,0.552,1.0748813356738e-27,"Iris","Mlana"
"S100b6",2.67361479545531e-30,-2.37155277198058,0.114,0.305,6.51880759427914e-26,"Iris","S100b"
"Ctss6",3.26653696610302e-28,4.18472444020204,0.279,0.038,7.96447043075239e-24,"Iris","Ctss"
"Ptn6",1.00203891730945e-27,-1.84947231793631,0.279,0.489,2.44317128818389e-23,"Iris","Ptn"
"Ctsb6",1.46452865374116e-27,1.56221652522098,0.516,0.229,3.57081376355169e-23,"Iris","Ctsb"
"Serpina3n6",3.96546514954001e-27,5.35622722555109,0.251,0.022,9.66859712760846e-23,"Iris","Serpina3n"
"Actb5",2.81786778823908e-25,1.13849174170721,0.674,0.455,6.87052524128452e-21,"Iris","Actb"
"Ctsd6",2.72918930393243e-24,1.79745417930488,0.503,0.249,6.65430936084805e-20,"Iris","Ctsd"
"Saa36",6.78828527504277e-23,7.27335119004301,0.209,0.016,1.65511971576093e-18,"Iris","Saa3"
"Psap6",2.3528384787206e-22,1.68095365408628,0.401,0.161,5.73669077881657e-18,"Iris","Psap"
"Ccl64",5.77024797451631e-20,5.73600332054857,0.178,0.009,1.40690186114657e-15,"Iris","Ccl6"
"H2-K16",6.52224940162831e-19,2.53582681484321,0.253,0.063,1.59025484910502e-14,"Iris","H2-K1"
"Cd525",3.49913237472407e-16,5.0134351805282,0.149,0.009,8.53158455605222e-12,"Iris","Cd52"
"Fcer1g5",1.25805463442605e-15,4.74487740187,0.148,0.011,3.0673888096576e-11,"Iris","Fcer1g"
"Pcp46",3.81615388168093e-15,-2.12856484010192,0.067,0.175,9.30454639431445e-11,"Iris","Pcp4"
"Tgfbi5",5.94940669365334e-15,2.04744939917877,0.152,0.016,1.45058434004656e-10,"Iris","Tgfbi"
"Lgmn5",7.03862149471861e-15,2.88122689788742,0.185,0.038,1.71615669284229e-10,"Iris","Lgmn"
"Dkk35",8.73734509483267e-15,-1.43006391568322,0.188,0.334,2.1303394810221e-10,"Iris","Dkk3"
"Cybb4",5.13744281849111e-14,2.97418372079418,0.14,0.013,1.2526113080045e-09,"Iris","Cybb"
"Arpc1b6",5.16659924594826e-14,1.07521911334433,0.334,0.155,1.2597202281471e-09,"Iris","Arpc1b"
"C1qa6",5.47716206934905e-14,2.52902449886084,0.187,0.045,1.33544165574869e-09,"Iris","C1qa"
"Slc24a56",1.59438772089658e-13,-1.60324195930178,0.106,0.226,3.88743614109004e-09,"Iris","Slc24a5"
"Mpeg15",2.30901054640358e-13,3.50248694511018,0.137,0.016,5.6298295142412e-09,"Iris","Mpeg1"
"Ctsc5",1.26452494658345e-12,1.73908036071575,0.173,0.04,3.08316472475977e-08,"Iris","Ctsc"
"H2-D16",1.56808545827404e-12,1.60729500176408,0.219,0.074,3.82330596436377e-08,"Iris","H2-D1"
"Myl94",2.6257542949229e-12,-1.21804288099749,0.165,0.296,6.40211412188102e-08,"Iris","Myl9"
"Mgll5",2.66981230536623e-12,-1.19136207443572,0.201,0.334,6.50953636294394e-08,"Iris","Mgll"
"Cotl15",3.30778904272639e-12,1.78080303896811,0.219,0.078,8.06505124397547e-08,"Iris","Cotl1"
"Ctsz5",7.24849987832863e-12,1.54354450938982,0.236,0.092,1.76732924033409e-07,"Iris","Ctsz"
"Ms4a6c3",1.24643736261864e-11,4.4338409136664,0.111,0.009,3.03906357753676e-07,"Iris","Ms4a6c"
"Itgam5",1.31019595663428e-11,4.49988946057771,0.111,0.009,3.1945197814657e-07,"Iris","Itgam"
"Lcp15",1.35212862698642e-11,4.48806914972241,0.114,0.011,3.29676001831828e-07,"Iris","Lcp1"
"Edn33",1.56587287042393e-11,-1.34556719247813,0.136,0.253,3.81791123266764e-07,"Iris","Edn3"
"Atp1a26",2.24581325460831e-11,-1.97475523297707,0.108,0.213,5.47574187738599e-07,"Iris","Atp1a2"
"Hp3",7.08107355079216e-11,5.74866229511481,0.093,0.002,1.72650735315414e-06,"Iris","Hp"
"Dcn5",8.16610327408865e-11,-1.25935901238791,0.341,0.466,1.99105930028829e-06,"Iris","Dcn"
"Cfb3",9.6828185511428e-11,4.44388403759116,0.104,0.009,2.36086481913964e-06,"Iris","Cfb"
"Cck2",1.05645745226535e-10,-3.84079387209453,0.005,0.038,2.57585456011339e-06,"Iris","Cck"
"Spp16",1.21765433266526e-10,2.2487234358248,0.269,0.135,2.96888479390445e-06,"Iris","Spp1"
"Pf42",1.29134021059058e-10,5.06090137049602,0.099,0.007,3.14854570146194e-06,"Iris","Pf4"
"Arg14",1.99018253320022e-10,4.36591376841195,0.102,0.009,4.85246305244877e-06,"Iris","Arg1"
"Il1b3",3.67575515739095e-10,6.60761833045807,0.086,0.002,8.96222622475062e-06,"Iris","Il1b"
"Marcks5",5.15055429623847e-10,1.58876929762677,0.173,0.056,1.25580814850886e-05,"Iris","Marcks"
"Fn16",5.25111001173249e-10,2.66788160092411,0.132,0.029,1.28032564306062e-05,"Iris","Fn1"
