	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0072659	GO:0072659	protein localization to plasma membrane	9/303	315/28928	0.028571429	2.72776992	3.172194097	0.006275249	0.019875017	0.010857296	Fcer1g/Mmp14/Pid1/Lgals3/Actr3/Ehd1/Stx7/Trem2/Dab2	9	up
GO:0006919	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	4/303	70/28928	0.057142857	5.45553984	3.839869821	0.006292615	0.019881606	0.010860895	Laptm5/S100a9/S100a8/Stat1	4	up
GO:0022411	GO:0022411	cellular component disassembly	11/303	433/28928	0.025404157	2.42538434	3.074622953	0.006311251	0.019924353	0.010884247	Ctss/C3/C1qa/Itgam/Lcp1/C1qc/C1qb/Cfl1/Plek/Capg/Trem2	11	up
GO:0034599	GO:0034599	cellular response to oxidative stress	8/303	261/28928	0.030651341	2.926343209	3.216348215	0.006507644	0.020527751	0.01121387	Lcn2/Aif1/Cfl1/Sirpa/Mmp3/Slc7a11/Slc8a1/Mmp9	8	up
GO:1903825	GO:1903825	organic acid transmembrane transport	6/303	158/28928	0.037974684	3.625516982	3.404659688	0.006550111	0.020645019	0.011277931	Arg1/Thbs1/Slc7a11/Slc43a2/Rgs2/Slc16a3	6	up
GO:0045744	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	4/303	71/28928	0.056338028	5.37870125	3.800573748	0.006614388	0.02077072	0.011346599	Plek/Arrb2/Rgs2/Ccl5	4	up
GO:0061045	GO:0061045	negative regulation of wound healing	4/303	71/28928	0.056338028	5.37870125	3.800573748	0.006614388	0.02077072	0.011346599	Serpine1/Thbs1/Pros1/Plat	4	up
GO:0022898	GO:0022898	regulation of transmembrane transporter activity	7/303	209/28928	0.033492823	3.197625026	3.280517377	0.006707861	0.02077072	0.011346599	Ctss/Ccl2/Ccr2/Ywhah/Trem2/P2ry6/Mmp9	7	up
GO:0051952	GO:0051952	regulation of amine transport	5/303	113/28928	0.044247788	4.224422442	3.533312984	0.006827691	0.020961173	0.01145064	Arg1/Il1b/Il1rn/Slc43a2/Rgs2	5	up
GO:0090132	GO:0090132	epithelium migration	5/303	113/28928	0.044247788	4.224422442	3.533312984	0.006827691	0.020961173	0.01145064	Coro1a/Serpine1/Wnt5a/Mmp9/Lrg1	5	up
GO:0051260	GO:0051260	protein homooligomerization	7/303	210/28928	0.033333333	3.18239824	3.26562881	0.006878785	0.021101429	0.011527258	Steap4/Samhd1/Vasp/Alox5ap/Ehd1/Kctd12/Tgm2	7	up
GO:0032608	GO:0032608	interferon-beta production	4/303	72/28928	0.055555556	5.303997066	3.762014062	0.006946876	0.021260165	0.011613972	Sirpa/Isg15/Irf7/Tlr2	4	up
GO:0032648	GO:0032648	regulation of interferon-beta production	4/303	72/28928	0.055555556	5.303997066	3.762014062	0.006946876	0.021260165	0.011613972	Sirpa/Isg15/Irf7/Tlr2	4	up
GO:0050688	GO:0050688	regulation of defense response to virus	4/303	72/28928	0.055555556	5.303997066	3.762014062	0.006946876	0.021260165	0.011613972	Il1b/Stat1/Mmp12/Ccl5	4	up
GO:0034614	GO:0034614	cellular response to reactive oxygen species	6/303	161/28928	0.037267081	3.557960765	3.34857318	0.007158988	0.021892141	0.011959207	Lcn2/Cfl1/Sirpa/Mmp3/Slc8a1/Mmp9	6	up
GO:0046942	GO:0046942	carboxylic acid transport	10/303	381/28928	0.026246719	2.505825386	3.044087481	0.007255403	0.022169601	0.012110778	Fabp5/Arg1/Il1b/Thbs1/Il1rn/Slc7a11/Slc43a2/Rgs2/Slc16a3/Syk	10	up
GO:0014911	GO:0014911	positive regulation of smooth muscle cell migration	4/303	73/28928	0.054794521	5.231339572	3.724166033	0.007290225	0.022241171	0.012149875	Aif1/Iqgap1/P2ry6/Ccl5	4	up
GO:0048286	GO:0048286	lung alveolus development	4/303	73/28928	0.054794521	5.231339572	3.724166033	0.007290225	0.022241171	0.012149875	Slc7a11/Man2a1/Mmp12/Fosl2	4	up
GO:0046330	GO:0046330	positive regulation of JNK cascade	5/303	115/28928	0.043478261	4.150954226	3.483349402	0.007341195	0.022326846	0.012196677	Il1b/Fcgr2b/Wnt5a/Dab2/Myd88	5	up
GO:0060349	GO:0060349	bone morphogenesis	5/303	115/28928	0.043478261	4.150954226	3.483349402	0.007341195	0.022326846	0.012196677	Col3a1/Mmp14/Col1a1/Thbs1/Fosl2	5	up
GO:0071456	GO:0071456	cellular response to hypoxia	6/303	162/28928	0.037037037	3.535998044	3.330174169	0.007370749	0.022399271	0.012236242	Cybb/Ndnf/Ptpn1/Trem2/Cbl/Fndc1	6	up
GO:0071229	GO:0071229	cellular response to acid chemical	7/303	213/28928	0.03286385	3.137575729	3.221492804	0.00741098	0.022504003	0.012293454	Col3a1/Cybb/Cebpb/Col1a1/Mmp3/Col5a2/Ass1	7	up
GO:0015849	GO:0015849	organic acid transport	10/303	383/28928	0.026109661	2.492740136	3.025651039	0.007513606	0.022797893	0.012454	Fabp5/Arg1/Il1b/Thbs1/Il1rn/Slc7a11/Slc43a2/Rgs2/Slc16a3/Syk	10	up
GO:0006195	GO:0006195	purine nucleotide catabolic process	6/303	163/28928	0.036809816	3.514304805	3.311919732	0.007586999	0.022984836	0.012556123	Samhd1/Gda/Ier3/Ncf1/Ncf2/Pnp	6	up
GO:0050768	GO:0050768	negative regulation of neurogenesis	6/303	163/28928	0.036809816	3.514304805	3.311919732	0.007586999	0.022984836	0.012556123	Il1b/Ccr5/Actr3/Ywhah/Wnt5a/Trem2	6	up
GO:0030301	GO:0030301	cholesterol transport	5/303	116/28928	0.043103448	4.115170138	3.458791053	0.007607781	0.023012063	0.012570997	Msr1/Abca1/Nfkbia/Apoc2/Trem2	5	up
GO:0042542	GO:0042542	response to hydrogen peroxide	5/303	116/28928	0.043103448	4.115170138	3.458791053	0.007607781	0.023012063	0.012570997	Lcn2/Col1a1/Cfl1/Sirpa/Hmox1	5	up
GO:0046718	GO:0046718	symbiont entry into host cell	5/303	117/28928	0.042735043	4.079997743	3.43450717	0.007881032	0.023469291	0.01282077	Ctsb/Lgals1/Ly6e/Cd300lf/Clec5a	5	up
GO:0010761	GO:0010761	fibroblast migration	4/303	75/28928	0.053333333	5.091837184	3.650511768	0.008010078	0.023732212	0.012964398	Thbs1/Actr3/Iqgap1/Slc8a1	4	up
GO:0098926	GO:0098926	postsynaptic signal transduction	4/303	75/28928	0.053333333	5.091837184	3.650511768	0.008010078	0.023732212	0.012964398	Ly6c2/Ly6e/Arrb2/Ly6a	4	up
GO:1905330	GO:1905330	regulation of morphogenesis of an epithelium	4/303	75/28928	0.053333333	5.091837184	3.650511768	0.008010078	0.023732212	0.012964398	Lcn2/Grem1/Wnt5a/Cxcl10	4	up
GO:0051091	GO:0051091	positive regulation of DNA-binding transcription factor activity	7/303	218/28928	0.032110092	3.065612983	3.149639654	0.008364855	0.024764541	0.013528338	Grem1/Il1b/Fcgr2b/Wnt5a/Cd84/Myd88/Tlr2	7	up
GO:0031100	GO:0031100	animal organ regeneration	4/303	76/28928	0.052631579	5.024839326	3.614661609	0.00838686	0.024810864	0.013553643	Lcp1/Cebpb/Ccl2/Hmox1	4	up
GO:0010660	GO:0010660	regulation of muscle cell apoptotic process	5/303	119/28928	0.042016807	4.011426353	3.386740333	0.008447854	0.024878132	0.01359039	Arrb2/Ptpn1/Hmox1/Fndc1/Sfrp2	5	up
GO:0061387	GO:0061387	regulation of extent of cell growth	5/303	119/28928	0.042016807	4.011426353	3.386740333	0.008447854	0.024878132	0.01359039	Fn1/Ccr5/Actr3/Wnt5a/Tnfrsf12a	5	up
GO:0090130	GO:0090130	tissue migration	5/303	119/28928	0.042016807	4.011426353	3.386740333	0.008447854	0.024878132	0.01359039	Coro1a/Serpine1/Wnt5a/Mmp9/Lrg1	5	up
GO:0071692	GO:0071692	protein localization to extracellular region	11/303	452/28928	0.024336283	2.323432343	2.917640197	0.008566755	0.02520926	0.013771278	Il1b/Myh9/Il1rn/Abca1/Plek/Cd38/Nrros/Rsad2/Trem2/Tlr2/Ccl5	11	up
GO:0071695	GO:0071695	anatomical structure maturation	9/303	332/28928	0.027108434	2.588094954	2.994284953	0.008703584	0.025592603	0.01398069	C3/C1qa/Grem1/Ptbp3/Wnt5a/B4galt5/Runx1/Pou2f2/Rbpj	9	up
GO:0015918	GO:0015918	sterol transport	5/303	120/28928	0.041666667	3.9779978	3.363246553	0.008741584	0.025665659	0.014020599	Msr1/Abca1/Nfkbia/Apoc2/Trem2	5	up
GO:0044409	GO:0044409	symbiont entry into host	5/303	120/28928	0.041666667	3.9779978	3.363246553	0.008741584	0.025665659	0.014020599	Ctsb/Lgals1/Ly6e/Cd300lf/Clec5a	5	up
GO:0032409	GO:0032409	regulation of transporter activity	7/303	220/28928	0.031818182	3.037743774	3.121473922	0.008770643	0.025712284	0.01404607	Ctss/Ccl2/Ccr2/Ywhah/Trem2/P2ry6/Mmp9	7	up
GO:0043087	GO:0043087	regulation of GTPase activity	7/303	220/28928	0.031818182	3.037743774	3.121473922	0.008770643	0.025712284	0.01404607	Prex1/Tgm2/Wnt5a/Vav1/Arap1/Srgap2/Dock8	7	up
GO:0097192	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	4/303	78/28928	0.051282051	4.895997292	3.544812784	0.009174816	0.026362394	0.014401211	Lcn2/Il1b/Mcl1/Bcl2a1b	4	up
GO:0031333	GO:0031333	negative regulation of protein-containing complex assembly	6/303	170/28928	0.035294118	3.369598136	3.188013009	0.009230746	0.026503583	0.014478339	Cfl1/Ifi207/Capg/Trem2/Tlr2/Ifi209	6	up
GO:0045669	GO:0045669	positive regulation of osteoblast differentiation	4/303	79/28928	0.050632911	4.834022643	3.510775844	0.009586251	0.027463693	0.015002827	Cebpd/Cebpb/Ifi204/Sfrp2	4	up
GO:0048146	GO:0048146	positive regulation of fibroblast proliferation	4/303	79/28928	0.050632911	4.834022643	3.510775844	0.009586251	0.027463693	0.015002827	Fn1/Serpine1/Wnt5a/Fosl2	4	up
GO:1902475	GO:1902475	L-alpha-amino acid transmembrane transport	4/303	79/28928	0.050632911	4.834022643	3.510775844	0.009586251	0.027463693	0.015002827	Arg1/Slc7a11/Slc43a2/Rgs2	4	up
GO:2000241	GO:2000241	regulation of reproductive process	7/303	224/28928	0.03125	2.98349835	3.066090054	0.009625327	0.027555411	0.01505293	Myh9/Timp1/Ptafr/Wnt5a/Runx1/Arhgdib/Plat	7	up
GO:1905477	GO:1905477	positive regulation of protein localization to membrane	5/303	123/28928	0.040650407	3.880973463	3.294262013	0.009665	0.027588025	0.015070747	Itgam/Lgals3/Ccl2/Actr3/Trem2	5	up
GO:0001541	GO:0001541	ovarian follicle development	4/303	80/28928	0.05	4.77359736	3.477306421	0.010009494	0.028508792	0.015573742	Mmp14/Cebpb/Myh9/Arrb2	4	up
GO:0038034	GO:0038034	signal transduction in absence of ligand	4/303	80/28928	0.05	4.77359736	3.477306421	0.010009494	0.028508792	0.015573742	Lcn2/Il1b/Mcl1/Bcl2a1b	4	up
GO:0043489	GO:0043489	RNA stabilization	4/303	80/28928	0.05	4.77359736	3.477306421	0.010009494	0.028508792	0.015573742	Pabpc1/Slfn2/Arid5a/Myd88	4	up
GO:0002790	GO:0002790	peptide secretion	9/303	341/28928	0.026392962	2.519787463	2.90453103	0.010248071	0.029167012	0.015933313	Il1b/Myh9/Il1rn/S100a9/Abca1/S100a8/Cd38/Rab8b/Ccl5	9	up
GO:0035265	GO:0035265	organ growth	7/303	227/28928	0.030837004	2.944068856	3.025354852	0.010305166	0.029228993	0.015967172	Thbs1/Ecm1/Ly6e/Rgs2/Sash3/Fosl2/Rbpj	7	up
GO:0045446	GO:0045446	endothelial cell differentiation	5/303	125/28928	0.04	3.818877888	3.249471046	0.010316572	0.029234033	0.015969926	Msn/Il1b/Btg1/Myd88/Rbpj	5	up
GO:0009988	GO:0009988	cell-cell recognition	4/303	81/28928	0.049382716	4.714664059	3.444387388	0.010444669	0.029288414	0.015999633	Msn/Lgals3/Dock2/Dock8	4	up
GO:0042093	GO:0042093	T-helper cell differentiation	4/303	81/28928	0.049382716	4.714664059	3.444387388	0.010444669	0.029288414	0.015999633	Lgals1/Pf4/Ccr2/Bcl3	4	up
GO:0043113	GO:0043113	receptor clustering	4/303	81/28928	0.049382716	4.714664059	3.444387388	0.010444669	0.029288414	0.015999633	Cd53/Itgb2/Slc7a11/Itga4	4	up
GO:0016197	GO:0016197	endosomal transport	8/303	284/28928	0.028169014	2.689350625	2.943488875	0.010529297	0.029367633	0.016042908	Msn/Coro1a/Fcgr2b/Abca1/Ehd1/Stx7/Dab2/Rab8b	8	up
GO:0002294	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	4/303	82/28928	0.048780488	4.657168156	3.412002342	0.010891898	0.030335608	0.016571692	Lgals1/Pf4/Ccr2/Bcl3	4	up
GO:0014009	GO:0014009	glial cell proliferation	4/303	82/28928	0.048780488	4.657168156	3.412002342	0.010891898	0.030335608	0.016571692	Il1b/Csf1r/Arrb2/Trem2	4	up
GO:0051259	GO:0051259	protein complex oligomerization	8/303	286/28928	0.027972028	2.670543977	2.921053584	0.010950216	0.03046452	0.016642114	Steap4/Samhd1/Vasp/Alox5ap/Ehd1/Isg15/Kctd12/Tgm2	8	up
GO:0015837	GO:0015837	amine transport	5/303	127/28928	0.039370079	3.758738079	3.205596171	0.01099762	0.03047778	0.016649358	Arg1/Il1b/Il1rn/Slc43a2/Rgs2	5	up
GO:0048145	GO:0048145	regulation of fibroblast proliferation	5/303	127/28928	0.039370079	3.758738079	3.205596171	0.01099762	0.03047778	0.016649358	Fn1/Serpine1/Wnt5a/Fosl2/Mmp9	5	up
GO:0016311	GO:0016311	dephosphorylation	7/303	230/28928	0.030434783	2.905667958	2.985283624	0.011019332	0.030516277	0.016670388	Ptprc/Plek/Iqgap1/Ptpn6/Inpp5d/Ptpn1/Ptpn18	7	up
GO:0002293	GO:0002293	alpha-beta T cell differentiation involved in immune response	4/303	83/28928	0.048192771	4.601057696	3.380135565	0.011351299	0.031413311	0.017160418	Lgals1/Pf4/Ccr2/Bcl3	4	up
GO:0050770	GO:0050770	regulation of axonogenesis	6/303	178/28928	0.033707865	3.218155523	3.054100569	0.011404143	0.031537183	0.017228087	Fn1/Ccr5/Actr3/Wnt5a/Plxnd1/Tnfrsf12a	6	up
GO:0071375	GO:0071375	cellular response to peptide hormone stimulus	9/303	348/28928	0.025862069	2.469102083	2.836682625	0.011585449	0.032015879	0.017489588	Ctsd/Il1b/Pid1/Ccl2/Cfl1/Marcks/Socs3/Ptpn1/Ass1	9	up
GO:0002287	GO:0002287	alpha-beta T cell activation involved in immune response	4/303	84/28928	0.047619048	4.5462832	3.348771991	0.011822986	0.032273265	0.017630193	Lgals1/Pf4/Ccr2/Bcl3	4	up
GO:0051851	GO:0051851	modulation by host of symbiont process	4/303	84/28928	0.047619048	4.5462832	3.348771991	0.011822986	0.032273265	0.017630193	Csf1r/Cfl1/Ccl8/Ccl5	4	up
GO:0051494	GO:0051494	negative regulation of cytoskeleton organization	6/303	180/28928	0.033333333	3.18239824	3.021806851	0.011999448	0.032492606	0.017750014	Coro1a/Cfl1/Gmfg/Capg/Arap1/Tlr2	6	up
GO:0009636	GO:0009636	response to toxic substance	7/303	234/28928	0.02991453	2.85599842	2.932852679	0.012026566	0.032543453	0.01777779	Lcn2/Hp/S100a9/S100a8/Slc7a11/Ass1/Ccl5	7	up
GO:0043588	GO:0043588	skin development	9/303	351/28928	0.025641026	2.447998646	2.808107057	0.012196952	0.032981639	0.018017162	Col3a1/Col1a1/Mafb/Col5a2/Wnt5a/Runx1/Fosl2/Myd88/Rbpj	9	up
GO:0009166	GO:0009166	nucleotide catabolic process	6/303	181/28928	0.033149171	3.164815929	3.005828945	0.012305161	0.033205212	0.018139295	Samhd1/Gda/Ier3/Ncf1/Ncf2/Pnp	6	up
GO:0030010	GO:0030010	establishment of cell polarity	6/303	181/28928	0.033149171	3.164815929	3.005828945	0.012305161	0.033205212	0.018139295	Msn/Myh9/Cfl1/Wnt5a/Dock2/Dock8	6	up
GO:0035148	GO:0035148	tube formation	6/303	181/28928	0.033149171	3.164815929	3.005828945	0.012305161	0.033205212	0.018139295	Grem1/Cfl1/Vasp/Tgm2/Wnt5a/Sfrp2	6	up
GO:0010657	GO:0010657	muscle cell apoptotic process	5/303	131/28928	0.038167939	3.64396745	3.120458372	0.0124505	0.033458576	0.018277703	Arrb2/Ptpn1/Hmox1/Fndc1/Sfrp2	5	up
GO:0009743	GO:0009743	response to carbohydrate	8/303	293/28928	0.027303754	2.606742586	2.844014363	0.01252181	0.033627048	0.018369736	Il1b/Myh9/Col1a1/Thbs1/Ccl2/Vcam1/Ncf2/Trem2	8	up
GO:0072523	GO:0072523	purine-containing compound catabolic process	6/303	182/28928	0.032967033	3.147426831	2.989961683	0.01261631	0.033857525	0.01849564	Samhd1/Gda/Ier3/Ncf1/Ncf2/Pnp	6	up
GO:0070373	GO:0070373	negative regulation of ERK1 and ERK2 cascade	4/303	86/28928	0.046511628	4.440555683	3.287497224	0.012803668	0.034336711	0.018757409	Ptprc/Sirpa/Ptpn1/Dab2	4	up
GO:0048675	GO:0048675	axon extension	5/303	132/28928	0.037878788	3.616361636	3.099694694	0.012833051	0.034391872	0.018787542	Fn1/Ccr5/Actr3/Wnt5a/Tnfrsf12a	5	up
GO:0048534	GO:0048534	hematopoietic or lymphoid organ development	5/303	133/28928	0.037593985	3.589170947	3.079131727	0.013223474	0.035365317	0.019319314	Ptprc/Mafb/Bcl3/Adam17/Ikzf1	5	up
GO:0003151	GO:0003151	outflow tract morphogenesis	4/303	87/28928	0.045977011	4.389514814	3.257558846	0.013312879	0.035580037	0.019436611	Thbs1/Plxnd1/Rbpj/Sfrp2	4	up
GO:0006606	GO:0006606	protein import into nucleus	6/303	185/28928	0.032432432	3.096387477	2.943009322	0.013582849	0.03605461	0.019695861	Cfl1/Nfkbia/Bcl3/Hcls1/Syk/Mmp12	6	up
GO:0045661	GO:0045661	regulation of myoblast differentiation	4/303	88/28928	0.045454545	4.339633963	3.22806924	0.013834808	0.036673519	0.020033957	Btg1/Ccl9/Ccl8/Cxcl10	4	up
GO:0060998	GO:0060998	regulation of dendritic spine development	4/303	88/28928	0.045454545	4.339633963	3.22806924	0.013834808	0.036673519	0.020033957	Grn/Cfl1/Marcks/Actr3	4	up
GO:0032869	GO:0032869	cellular response to insulin stimulus	7/303	242/28928	0.02892562	2.761585249	2.831239544	0.014237816	0.037588605	0.020533849	Ctsd/Il1b/Pid1/Ccl2/Marcks/Socs3/Ptpn1	7	up
GO:0001889	GO:0001889	liver development	6/303	187/28928	0.032085561	3.063271033	2.912234962	0.014255248	0.03760918	0.020545089	Cebpb/Hp/Man2a1/Runx1/Ass1/Hmox1	6	up
GO:0040014	GO:0040014	regulation of multicellular organism growth	4/303	89/28928	0.04494382	4.290874031	3.199016115	0.014369556	0.037885139	0.020695839	Lgmn/Fosl2/Plac8/Ikzf1	4	up
GO:0070588	GO:0070588	calcium ion transmembrane transport	9/303	361/28928	0.024930748	2.380187049	2.714935372	0.014409979	0.037966063	0.020740046	Coro1a/Ptprc/Cyba/Ccr5/P2rx4/Ptpn6/Slc8a1/P2ry6/Cxcl10	9	up
GO:0032386	GO:0032386	regulation of intracellular transport	8/303	301/28928	0.026578073	2.537460391	2.758668584	0.014513932	0.038214145	0.020875568	Msn/Lcp1/Ehd1/Ier3/Ptpn1/Hcls1/Dab2/Wipf1	8	up
GO:0002028	GO:0002028	regulation of sodium ion transport	4/303	90/28928	0.044444444	4.243197653	3.170387649	0.01491722	0.038807827	0.021199884	Fxyd5/P2rx4/Ywhah/Slc8a1	4	up
GO:1902905	GO:1902905	positive regulation of supramolecular fiber organization	6/303	189/28928	0.031746032	3.030855466	2.881869804	0.014950504	0.038807827	0.021199884	Cfl1/Vasp/Actr3/Gda/Plek/Nckap1l	6	up
GO:0048839	GO:0048839	inner ear development	7/303	245/28928	0.028571429	2.72776992	2.7941964	0.015137437	0.039194611	0.021411175	H2-K1/Cebpd/C1qb/Mafb/Wnt5a/Ifi204/Rbpj	7	up
GO:0060996	GO:0060996	dendritic spine development	5/303	138/28928	0.036231884	3.459128522	2.979203723	0.015296027	0.039554432	0.021607738	Grn/Cfl1/Marcks/Actr3/Srgap2	5	up
GO:0006865	GO:0006865	amino acid transport	6/303	190/28928	0.031578947	3.014903596	2.866837433	0.015306815	0.039554432	0.021607738	Arg1/Il1b/Il1rn/Slc7a11/Slc43a2/Rgs2	6	up
GO:0061008	GO:0061008	hepaticobiliary system development	6/303	190/28928	0.031578947	3.014903596	2.866837433	0.015306815	0.039554432	0.021607738	Cebpb/Hp/Man2a1/Runx1/Ass1/Hmox1	6	up
GO:0007416	GO:0007416	synapse assembly	8/303	304/28928	0.026315789	2.512419663	2.727370945	0.015317364	0.039555495	0.021608319	Actr3/Sdcbp/Iqgap1/Ptpn1/Wnt5a/Plxnd1/Tlr2/Srgap2	8	up
GO:0051170	GO:0051170	import into nucleus	6/303	191/28928	0.031413613	2.99911876	2.851903516	0.015668975	0.040410006	0.02207512	Cfl1/Nfkbia/Bcl3/Hcls1/Syk/Mmp12	6	up
GO:0015695	GO:0015695	organic cation transport	5/303	139/28928	0.035971223	3.434242705	2.959771962	0.015735083	0.040526926	0.022138991	Arg1/Ly6e/Slc43a2/Rgs2/Pou2f2	5	up
GO:0018958	GO:0018958	phenol-containing compound metabolic process	5/303	139/28928	0.035971223	3.434242705	2.959771962	0.015735083	0.040526926	0.022138991	Ctsb/Itgam/Ly6e/Slc7a11/Wnt5a	5	up
GO:0036294	GO:0036294	cellular response to decreased oxygen levels	6/303	192/28928	0.03125	2.98349835	2.837066821	0.016037026	0.041233459	0.022524955	Cybb/Ndnf/Ptpn1/Trem2/Cbl/Fndc1	6	up
GO:0043393	GO:0043393	regulation of protein binding	6/303	192/28928	0.03125	2.98349835	2.837066821	0.016037026	0.041233459	0.022524955	Wnt5a/Slpi/Plxnd1/Dab2/Itga4/Mmp9	6	up
GO:0010827	GO:0010827	regulation of D-glucose transmembrane transport	4/303	92/28928	0.043478261	4.150954226	3.114359649	0.016051672	0.041233459	0.022524955	C3/Fabp5/Il1b/Pid1	4	up
GO:1902369	GO:1902369	negative regulation of RNA catabolic process	4/303	92/28928	0.043478261	4.150954226	3.114359649	0.016051672	0.041233459	0.022524955	Pabpc1/Slfn2/Arid5a/Myd88	4	up
GO:0007266	GO:0007266	Rho protein signal transduction	5/303	140/28928	0.035714286	3.4097124	2.94051736	0.016182468	0.041542099	0.022693558	Col3a1/Abca1/Dock8/Arhgdib/Cdc42se1	5	up
GO:0032868	GO:0032868	response to insulin	8/303	308/28928	0.025974026	2.479790836	2.686217298	0.016438173	0.042087764	0.022991643	Ctsd/Il1b/Col1a1/Pid1/Ccl2/Marcks/Socs3/Ptpn1	8	up
GO:0007548	GO:0007548	sex differentiation	9/303	372/28928	0.024193548	2.309805174	2.61595187	0.017172715	0.043624956	0.023831378	Mmp14/Cebpb/Myh9/Serpine1/Arrb2/Wnt5a/Runx1/Cbl/Sfrp2	9	up
GO:1904951	GO:1904951	positive regulation of establishment of protein localization	9/303	372/28928	0.024193548	2.309805174	2.61595187	0.017172715	0.043624956	0.023831378	Itgam/Myh9/Ccl2/Actr3/Cd38/Hcls1/Trem2/Tlr2/Wipf1	9	up
GO:1901617	GO:1901617	organic hydroxy compound biosynthetic process	7/303	253/28928	0.027667984	2.641516326	2.698075001	0.017733211	0.044902654	0.024529357	Myh9/Plek/Slc7a11/Ptafr/Wnt5a/Dab2/P2ry6	7	up
GO:0072332	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	4/303	95/28928	0.042105263	4.019871461	3.033231859	0.017852487	0.045175361	0.024678331	Bcl3/Ifi207/Ifi204/Ifi209	4	up
GO:0009749	GO:0009749	response to glucose	7/303	254/28928	0.027559055	2.631116655	2.686321602	0.018078377	0.04571732	0.024974392	Myh9/Col1a1/Thbs1/Ccl2/Vcam1/Ncf2/Trem2	7	up
GO:0009306	GO:0009306	protein secretion	10/303	443/28928	0.022573363	2.155122962	2.520706216	0.019099292	0.047732931	0.026075477	Il1b/Myh9/Il1rn/Abca1/Plek/Cd38/Rsad2/Trem2/Tlr2/Ccl5	10	up
GO:0032273	GO:0032273	positive regulation of protein polymerization	4/303	97/28928	0.041237113	3.936987513	2.980975307	0.019120085	0.047732931	0.026075477	Vasp/Actr3/Gda/Nckap1l	4	up
GO:0034644	GO:0034644	cellular response to UV	4/303	97/28928	0.041237113	3.936987513	2.980975307	0.019120085	0.047732931	0.026075477	Timp1/Mmp3/Mmp9/N4bp1	4	up
GO:0046887	GO:0046887	positive regulation of hormone secretion	6/303	200/28928	0.03	2.864158416	2.721732141	0.01919866	0.047898447	0.026165895	Spp1/Myh9/Cd38/Runx1/Dab2/Rab8b	6	up
GO:0017015	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	5/303	147/28928	0.034013605	3.247345143	2.810449381	0.019552423	0.048749874	0.026631011	Thbs1/Sdcbp/Nrros/Adam17/Lrg1	5	up
GO:0051495	GO:0051495	positive regulation of cytoskeleton organization	6/303	201/28928	0.029850746	2.849908871	2.707718368	0.019621637	0.048891206	0.026708218	Cfl1/Vasp/Actr3/Gda/Plek/Nckap1l	6	up
