	ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0045058	BP	GO:0045058	T cell selection	6/364	65/28928	0.092307692	7.335925613	5.772831627	0.000168349	0.000984352	0.000589017	Ctsl/Cd74/Ptprc/Lgals1/Dock2/Syk	6	up
GO:0071902	BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	9/364	156/28928	0.057692308	4.584953508	5.06819923	0.000168697	0.000984905	0.000589348	Il1b/Cemip/Ptprc/Zeb2/Thbs1/Irgm1/Pik3r5/Syk/Ntf3	9	up
GO:0002312	BP	GO:0002312	B cell activation involved in immune response	8/364	123/28928	0.06504065	5.168944876	5.230433033	0.000170623	0.000994664	0.000595187	Ptprc/Lgals1/Lilrb4a/Bcl3/Irf8/Dock10/Plcl2/Itm2a	8	up
GO:0034109	BP	GO:0034109	homotypic cell-cell adhesion	7/364	93/28928	0.075268817	5.981803143	5.432014695	0.000176666	0.001028353	0.000615347	Lgals1/Plek/Lyn/Emilin2/Syk/Ptpn6/Jak2	7	up
GO:0048247	BP	GO:0048247	lymphocyte chemotaxis	5/364	42/28928	0.119047619	9.461015175	6.19435788	0.000178076	0.00103502	0.000619336	Ccr2/Ccl2/Cxcl10/Cxcl14/Ccl7	5	up
GO:0042509	BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	6/364	66/28928	0.090909091	7.224775225	5.715119396	0.000183244	0.001061888	0.000635413	Il31ra/Csf1r/Socs3/Irf1/Parp14/Jak2	6	up
GO:0038061	BP	GO:0038061	non-canonical NF-kappaB signal transduction	8/364	125/28928	0.064	5.086241758	5.16836384	0.000190681	0.001103344	0.00066022	Il1b/Laptm5/Bcl3/Birc3/Litaf/Trem2/Tlr2/Map3k14	8	up
GO:0048545	BP	GO:0048545	response to steroid hormone	14/364	357/28928	0.039215686	3.116569705	4.54251992	0.000194462	0.001123558	0.000672315	Ctsl/Cybb/Spp1/Lox/Ccl2/Pf4/Acod1/Ptgs2/Dab2/Cd38/Ptafr/Jun/Errfi1/Jak2	14	up
GO:0061081	BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	5/364	43/28928	0.11627907	9.240991567	6.104785218	0.000199445	0.001150644	0.000688523	Fcer1g/Cd74/Laptm5/Tlr2/Syk	5	up
GO:0002062	BP	GO:0002062	chondrocyte differentiation	8/364	126/28928	0.063492063	5.04587476	5.137824461	0.000201412	0.001160204	0.000694244	Tgfbi/Col3a1/Runx1/Maf/Sulf1/Ecm1/Arid5a/Slc39a14	8	up
GO:0050871	BP	GO:0050871	positive regulation of B cell activation	7/364	95/28928	0.073684211	5.855870445	5.351516334	0.000201697	0.001160204	0.000694244	Cd74/Ptprc/Mmp14/Inpp5d/Cd38/Nckap1l/Syk	7	up
GO:1905952	BP	GO:1905952	regulation of lipid localization	10/364	196/28928	0.051020408	4.054720789	4.8440599	0.000203195	0.001167099	0.00069837	Il1b/Spp1/Thbs1/Abca1/Msr1/C3/Runx1/Dab2/Trem2/Syk	10	up
GO:1905954	BP	GO:1905954	positive regulation of lipid localization	8/364	127/28928	0.062992126	5.006143463	5.107606746	0.000212635	0.001219525	0.00072974	Il1b/Spp1/Abca1/Msr1/C3/Runx1/Dab2/Trem2	8	up
GO:0034614	BP	GO:0034614	cellular response to reactive oxygen species	9/364	161/28928	0.055900621	4.442563648	4.944706371	0.000213736	0.001222342	0.000731426	Mmp3/Sod3/Psap/Cfl1/Sirpa/Jun/Gch1/Slc8a1/Trex1	9	up
GO:0007178	BP	GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	15/364	405/28928	0.037037037	2.943426943	4.44622061	0.000215382	0.001224476	0.000732703	Lox/Ccl2/Zeb2/Thbs1/Col3a1/Vsir/Dab2/Arrb2/Pmepa1/Jun/Sulf1/Nrros/Htra1/Arid4a/Jak2	15	up
GO:1901654	BP	GO:1901654	response to ketone	13/364	318/28928	0.040880503	3.248876909	4.552114672	0.000218914	0.001237132	0.000740276	Cybb/Spp1/Msn/Ccl2/Pf4/Acod1/Tnc/Cd38/Ptafr/Efna5/P2ry6/Errfi1/Jak2	13	up
GO:0042886	BP	GO:0042886	amide transport	15/364	407/28928	0.036855037	2.928962929	4.424167785	0.000227032	0.001263089	0.000755808	Il1b/Cd74/S100a8/Psap/Abca1/Tap1/S100a9/Cd38/Dio2/Efna5/Rab8b/Cwh43/Mfsd1/Map4k4/Jak2	15	up
GO:0001667	BP	GO:0001667	ameboidal-type cell migration	12/364	278/28928	0.043165468	3.430468812	4.596666701	0.000231735	0.001287416	0.000770365	Krt16/Vim/Mmp12/Coro1a/Zeb2/Thbs1/Timp1/Cfl1/Jun/Slc8a1/Sema4d/Map4k4	12	up
GO:0150116	BP	GO:0150116	regulation of cell-substrate junction organization	6/364	69/28928	0.086956522	6.910654563	5.548969814	0.00023425	0.001299539	0.000777619	Apod/Mmp14/Cfl1/Efna5/Map4k4/Ptprj	6	up
GO:0001558	BP	GO:0001558	regulation of cell growth	16/364	456/28928	0.035087719	2.788509736	4.345678765	0.00024598	0.001360743	0.000814242	Igfbp4/Csf2rb/Ccr5/Cyba/Mmp14/Cd44/Bst2/Tnc/Dab2/Rgs2/Cd38/Cfl1/Mndal/Efna5/Sema4d/Ptprj	16	up
GO:0006869	BP	GO:0006869	lipid transport	16/364	456/28928	0.035087719	2.788509736	4.345678765	0.00024598	0.001360743	0.000814242	Il1b/Apod/Fabp5/Spp1/Psap/Thbs1/Ptgs2/Abca1/Msr1/Runx1/Dab2/Lyn/Trem2/Pip4k2a/Rbp1/Syk	16	up
GO:0032480	BP	GO:0032480	negative regulation of type I interferon production	5/364	45/28928	0.111111111	8.83028083	5.934106308	0.000247988	0.001367969	0.000818566	Tyrobp/Acod1/Sirpa/Gbp7/Irgm1	5	up
GO:0032660	BP	GO:0032660	regulation of interleukin-17 production	5/364	45/28928	0.111111111	8.83028083	5.934106308	0.000247988	0.001367969	0.000818566	Vsir/Nckap1l/Tlr2/Arid5a/Jak2	5	up
GO:0046777	BP	GO:0046777	protein autophosphorylation	10/364	201/28928	0.049751244	3.953857088	4.743896974	0.00024885	0.001370785	0.000820251	Csf1r/Ptprc/Fgr/Lyn/Jun/Syk/Hck/Nek6/Errfi1/Jak2	10	up
GO:0007260	BP	GO:0007260	tyrosine phosphorylation of STAT protein	6/364	70/28928	0.085714286	6.811930926	5.49577858	0.000253528	0.001390663	0.000832145	Il31ra/Csf1r/Socs3/Irf1/Parp14/Jak2	6	up
GO:0010466	BP	GO:0010466	negative regulation of peptidase activity	11/364	242/28928	0.045454545	3.612387612	4.606840531	0.00027008	0.001479368	0.000885225	Serpina3n/Wfdc2/Thbs1/Timp1/Ptgs2/Cd44/Ifi207/Mndal/Ecm1/Ifi203/Slpi	11	up
GO:0001914	BP	GO:0001914	regulation of T cell mediated cytotoxicity	6/364	71/28928	0.084507042	6.715988237	5.443619842	0.000274032	0.001498914	0.000896921	H2-K1/B2m/H2-D1/Ptprc/H2-Q7/Nckap1l	6	up
GO:0002701	BP	GO:0002701	negative regulation of production of molecular mediator of immune response	5/364	46/28928	0.108695652	8.638318204	5.852695211	0.000275385	0.001500004	0.000897573	Arg1/Fcgr2b/Bst2/Lilrb4a/Vsir	5	up
GO:0090022	BP	GO:0090022	regulation of neutrophil chemotaxis	5/364	46/28928	0.108695652	8.638318204	5.852695211	0.000275385	0.001500004	0.000897573	Camk1d/Il1b/Cd74/C3ar1/Nckap1l	5	up
GO:0097028	BP	GO:0097028	dendritic cell differentiation	5/364	46/28928	0.108695652	8.638318204	5.852695211	0.000275385	0.001500004	0.000897573	Cebpb/Pirb/Lyn/Irf8/Trem2	5	up
GO:0001952	BP	GO:0001952	regulation of cell-matrix adhesion	8/364	132/28928	0.060606061	4.816516817	4.961133811	0.00027672	0.001505171	0.000900665	Apod/Mmp12/Thbs1/Mmp14/Cfl1/Efna5/Map4k4/Ptprj	8	up
GO:0008154	BP	GO:0008154	actin polymerization or depolymerization	10/364	204/28928	0.049019608	3.895712131	4.685337582	0.000280155	0.001521735	0.000910577	Coro1a/Plek/Aif1/Hcls1/Cfl1/Nckap1l/Icam1/Tlr2/Prex1/Diaph2	10	up
GO:0141091	BP	GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	14/364	371/28928	0.037735849	2.998963301	4.374499411	0.000287568	0.001559824	0.000933369	Lox/Ccl2/Zeb2/Thbs1/Col3a1/Vsir/Dab2/Arrb2/Pmepa1/Jun/Sulf1/Nrros/Htra1/Arid4a	14	up
GO:0051090	BP	GO:0051090	regulation of DNA-binding transcription factor activity	14/364	372/28928	0.037634409	2.990901572	4.362801463	0.000295479	0.001595129	0.000954494	Clu/Camk1d/Il1b/Acod1/Fcgr2b/Bcl3/Arrb2/Sp100/Cd84/Tlr2/Syk/Hck/Adgrf1/Cmklr1	14	up
GO:0050688	BP	GO:0050688	regulation of defense response to virus	6/364	72/28928	0.083333333	6.622710623	5.39245828	0.000295816	0.001595129	0.000954494	Il1b/Mmp12/Dtx3l/Stat1/Irgm1/Htra1	6	up
GO:0045622	BP	GO:0045622	regulation of T-helper cell differentiation	5/364	47/28928	0.106382979	8.454524199	5.773718715	0.000305019	0.0016251	0.000972428	Ccr2/Pf4/Lgals1/Irf1/Il4ra	5	up
GO:0043406	BP	GO:0043406	positive regulation of MAP kinase activity	7/364	102/28928	0.068627451	5.453996983	5.086870606	0.000312749	0.001661747	0.000994357	Il1b/Ptprc/Zeb2/Thbs1/Pik3r5/Syk/Ntf3	7	up
GO:1901222	BP	GO:1901222	regulation of non-canonical NF-kappaB signal transduction	7/364	102/28928	0.068627451	5.453996983	5.086870606	0.000312749	0.001661747	0.000994357	Il1b/Laptm5/Bcl3/Birc3/Litaf/Trem2/Tlr2	7	up
GO:0071356	BP	GO:0071356	cellular response to tumor necrosis factor	10/364	208/28928	0.048076923	3.82079459	4.608969022	0.000326961	0.001734896	0.001038128	Laptm5/Ccl2/Acod1/Tnfrsf1b/Irf1/Stat1/Cfl1/Birc3/Syk/Jak2	10	up
GO:0050769	BP	GO:0050769	positive regulation of neurogenesis	13/364	332/28928	0.039156627	3.111876076	4.368956347	0.000331221	0.00175511	0.001050224	Il1b/Vim/Csf1r/Zeb2/Tnfrsf1b/Arrb2/Lyn/Efna5/Sema4d/Tlr2/Ntf3/Man2a1/Plxnc1	13	up
GO:0019885	BP	GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I	5/364	48/28928	0.104166667	8.278388278	5.69705119	0.000337006	0.001776113	0.001062791	H2-K1/B2m/H2-D1/H2-Q7/Tap1	5	up
GO:0032620	BP	GO:0032620	interleukin-17 production	5/364	48/28928	0.104166667	8.278388278	5.69705119	0.000337006	0.001776113	0.001062791	Vsir/Nckap1l/Tlr2/Arid5a/Jak2	5	up
GO:0043368	BP	GO:0043368	positive T cell selection	5/364	48/28928	0.104166667	8.278388278	5.69705119	0.000337006	0.001776113	0.001062791	Ctsl/Cd74/Ptprc/Lgals1/Dock2	5	up
GO:0070269	BP	GO:0070269	pyroptotic inflammatory response	5/364	48/28928	0.104166667	8.278388278	5.69705119	0.000337006	0.001776113	0.001062791	Zbp1/Zeb2/Gbp2/Trem2/Gbp5	5	up
GO:0030198	BP	GO:0030198	extracellular matrix organization	13/364	333/28928	0.039039039	3.102531103	4.35624576	0.000340845	0.001793919	0.001073446	Mmp3/Ctss/Tgfbi/Lcp1/Mmp12/Lox/Mmp14/Tnfrsf1b/Col23a1/Col3a1/Bcl3/Sulf1/Smoc2	13	up
GO:0045229	BP	GO:0045229	external encapsulating structure organization	13/364	334/28928	0.038922156	3.093242087	4.343582879	0.000350706	0.001835909	0.001098572	Mmp3/Ctss/Tgfbi/Lcp1/Mmp12/Lox/Mmp14/Tnfrsf1b/Col23a1/Col3a1/Bcl3/Sulf1/Smoc2	13	up
GO:0043062	BP	GO:0043062	extracellular structure organization	13/364	335/28928	0.03880597	3.084008529	4.330967361	0.000360809	0.001886265	0.001128704	Mmp3/Ctss/Tgfbi/Lcp1/Mmp12/Lox/Mmp14/Tnfrsf1b/Col23a1/Col3a1/Bcl3/Sulf1/Smoc2	13	up
GO:0002483	BP	GO:0002483	antigen processing and presentation of endogenous peptide antigen	5/364	49/28928	0.102040816	8.109441579	5.622575966	0.000371468	0.00193421	0.001157394	H2-K1/B2m/H2-D1/H2-Q7/Tap1	5	up
GO:0032814	BP	GO:0032814	regulation of natural killer cell activation	5/364	49/28928	0.102040816	8.109441579	5.622575966	0.000371468	0.00193421	0.001157394	Tyrobp/Irf1/Fgr/Lilrb4a/Jak2	5	up
GO:2000516	BP	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	5/364	49/28928	0.102040816	8.109441579	5.622575966	0.000371468	0.00193421	0.001157394	Ccr2/Irf1/Il4ra/Nckap1l/Irgm1	5	up
GO:0033002	BP	GO:0033002	muscle cell proliferation	12/364	293/28928	0.040955631	3.254847542	4.379205009	0.000373023	0.001939718	0.001160689	Apod/Thbs1/Ptgs2/Cyba/Aif1/C3ar1/Stat1/Ptafr/Jun/Sulf1/P2ry6/Jak2	12	up
GO:0043270	BP	GO:0043270	positive regulation of monoatomic ion transport	11/364	253/28928	0.043478261	3.455327281	4.428032646	0.000393853	0.002045309	0.001223873	Ctss/Cemip/Ccr2/Fxyd5/Ccl2/Cxcl10/Ccr1/Arrb2/Trem2/P2ry6/P2rx4	11	up
GO:1990845	BP	GO:1990845	adaptive thermogenesis	9/364	175/28928	0.051428571	4.087158556	4.624121693	0.000395686	0.002047574	0.001225228	Fabp5/Ccr2/Cebpb/Il4ra/Dio2/Syk/Plcl2/Cmklr1/Jak2	9	up
GO:0010038	BP	GO:0010038	response to metal ion	14/364	384/28928	0.036458333	2.897435897	4.225403483	0.000405977	0.002077836	0.001243337	B2m/Gphn/Cybb/Lgmn/Sod3/Thbs1/Ptgs2/Alox5ap/Xdh/Kcnh1/Cd14/Jun/P2rx4/Apobec1	14	up
GO:0030041	BP	GO:0030041	actin filament polymerization	9/364	176/28928	0.051136364	4.063936064	4.602511475	0.00041248	0.002108349	0.001261595	Coro1a/Aif1/Hcls1/Cfl1/Nckap1l/Icam1/Tlr2/Prex1/Diaph2	9	up
GO:0034504	BP	GO:0034504	protein localization to nucleus	13/364	340/28928	0.038235294	3.038655462	4.268588444	0.000415122	0.002119079	0.001268016	Apod/Mmp12/Ptgs2/Lilrb4a/Bcl3/Hcls1/Dtx3l/Sp100/Cfl1/Tor1aip1/Cwh43/Syk/Jak2	13	up
GO:0046486	BP	GO:0046486	glycerolipid metabolic process	14/364	385/28928	0.036363636	2.88991009	4.214194511	0.000416599	0.002123839	0.001270864	Cdk8/Fabp5/Plek/C3/Inpp5d/Pik3cd/Pgs1/Pip4k2a/Pik3r5/Pla2g7/Cwh43/Inpp1/Apobec1/Lpcat2	14	up
GO:0051348	BP	GO:0051348	negative regulation of transferase activity	10/364	215/28928	0.046511628	3.696396627	4.479779077	0.000424555	0.002161571	0.001293442	Il1b/Ptprc/Lilrb4a/Dtx3l/Rgs2/Lyn/Slc8a1/Ptprj/Ptpn6/Errfi1	10	up
GO:0043281	BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	9/364	177/28928	0.050847458	4.040975973	4.581060444	0.000429856	0.002185709	0.001307886	Laptm5/S100a8/Thbs1/Ptgs2/Cd44/Xdh/Stat1/S100a9/Syk	9	up
GO:0003018	BP	GO:0003018	vascular process in circulatory system	11/364	256/28928	0.04296875	3.414835165	4.380980877	0.00043487	0.002208323	0.001321417	Fabp5/Sod3/Zeb2/Ptgs2/Rgs2/Cd38/Gch1/Slc8a1/Icam1/P2rx4/Ptprj	11	up
GO:0045921	BP	GO:0045921	positive regulation of exocytosis	7/364	108/28928	0.064814815	5.150997151	4.8787684	0.000442886	0.002246106	0.001344026	Fcer1g/Itgam/Itgb2/Fgr/Il4ra/Ptafr/Syk	7	up
GO:0006469	BP	GO:0006469	negative regulation of protein kinase activity	9/364	178/28928	0.050561798	4.018273861	4.559766428	0.00044783	0.002267695	0.001356944	Il1b/Ptprc/Lilrb4a/Rgs2/Lyn/Slc8a1/Ptprj/Ptpn6/Errfi1	9	up
GO:0050798	BP	GO:0050798	activated T cell proliferation	5/364	51/28928	0.098039216	7.791424262	5.479775809	0.000448306	0.002267695	0.001356944	Laptm5/Arg1/Itgam/Itgb2/Lilrb4a	5	up
GO:0098869	BP	GO:0098869	cellular oxidant detoxification	6/364	78/28928	0.076923077	6.113271344	5.104651644	0.000456585	0.002298033	0.001375098	Sod3/S100a8/Hp/Ptgs2/S100a9/Gch1	6	up
GO:0070167	BP	GO:0070167	regulation of biomineral tissue development	7/364	109/28928	0.064220183	5.103740296	4.845588631	0.000468252	0.002353327	0.001408185	Isg15/Csf1r/Cebpb/Srgn/Ccr1/Slc8a1/Ecm1	7	up
GO:0019216	BP	GO:0019216	regulation of lipid metabolic process	14/364	390/28928	0.035897436	2.852859961	4.158684854	0.000473341	0.002375843	0.001421658	Il1b/Cdk8/Apod/Fabp5/Cd74/Psap/Ptgs2/C3/Dab2/Rnf213/Trem2/Trex1/Apobec1/Adgrf1	14	up
GO:0050767	BP	GO:0050767	regulation of neurogenesis	16/364	485/28928	0.032989691	2.621774102	4.065990944	0.000483365	0.00242304	0.0014499	B2m/Il1b/Vim/Csf1r/Zeb2/Ccr5/Tnfrsf1b/Arrb2/Lyn/Trem2/Efna5/Sema4d/Tlr2/Ntf3/Man2a1/Plxnc1	16	up
GO:0019883	BP	GO:0019883	antigen processing and presentation of endogenous antigen	5/364	52/28928	0.096153846	7.64158918	5.411255512	0.000490935	0.002457824	0.001470714	H2-K1/B2m/H2-D1/H2-Q7/Tap1	5	up
GO:0009746	BP	GO:0009746	response to hexose	11/364	260/28928	0.042307692	3.362299239	4.319323812	0.000495076	0.002475382	0.001481221	Ctsl/Ccl2/Thbs1/Ptgs2/Ncf2/Trem2/Icam1/Efna5/Vcam1/Map4k4/Slc39a14	11	up
GO:0048259	BP	GO:0048259	regulation of receptor-mediated endocytosis	8/364	144/28928	0.055555556	4.415140415	4.637747661	0.000496497	0.002479307	0.001483569	Clu/B2m/C3/Dab2/Arrb2/Syk/Ntf3/Rin3	8	up
GO:0006605	BP	GO:0006605	protein targeting	12/364	303/28928	0.03960396	3.147426831	4.24189407	0.000503066	0.002508898	0.001501276	Clu/Cemip/Laptm5/Itgam/Stom/Ccl2/Rtp4/Gbp2/Ncf1/Irgm1/Gbp5/Cwh43	12	up
GO:0010594	BP	GO:0010594	regulation of endothelial cell migration	9/364	181/28928	0.049723757	3.951672637	4.496805356	0.000505498	0.002514593	0.001504684	Lgmn/Grn/Thbs1/Ptgs2/Sp100/Pik3cd/Prcp/P2rx4/Smoc2	9	up
GO:0034767	BP	GO:0034767	positive regulation of monoatomic ion transmembrane transport	9/364	181/28928	0.049723757	3.951672637	4.496805356	0.000505498	0.002514593	0.001504684	Ctss/Cemip/Ccr2/Fxyd5/Ccl2/Cxcl10/Trem2/P2ry6/P2rx4	9	up
GO:0019915	BP	GO:0019915	lipid storage	7/364	111/28928	0.063063063	5.011781012	4.780432629	0.000522455	0.002562988	0.001533642	Il1b/Msr1/C3/Hexa/Mest/Rnf213/Trem2	7	up
GO:0051098	BP	GO:0051098	regulation of binding	13/364	349/28928	0.037249284	2.96029472	4.159139114	0.000530456	0.002598967	0.001555171	B2m/Lox/Ifi207/Dtx3l/Dab2/Sp100/Mndal/Jun/Plcl2/Ifi203/Slpi/Errfi1/Jak2	13	up
GO:0010934	BP	GO:0010934	macrophage cytokine production	5/364	53/28928	0.094339623	7.497408252	5.344535565	0.000536542	0.002615641	0.001565149	Il1b/Cd74/Laptm5/Litaf/Tlr2	5	up
GO:0043407	BP	GO:0043407	negative regulation of MAP kinase activity	5/364	53/28928	0.094339623	7.497408252	5.344535565	0.000536542	0.002615641	0.001565149	Il1b/Rgs2/Lyn/Ptprj/Ptpn6	5	up
GO:0050856	BP	GO:0050856	regulation of T cell receptor signaling pathway	5/364	53/28928	0.094339623	7.497408252	5.344535565	0.000536542	0.002615641	0.001565149	Laptm5/Ptprc/Lilrb4a/Ptprj/Ptpn6	5	up
GO:0072538	BP	GO:0072538	T-helper 17 type immune response	5/364	53/28928	0.094339623	7.497408252	5.344535565	0.000536542	0.002615641	0.001565149	Pf4/Lgals1/Clec4n/Arid5a/Jak2	5	up
GO:0048771	BP	GO:0048771	tissue remodeling	10/364	222/28928	0.045045045	3.57984358	4.355884937	0.00054524	0.002654727	0.001588537	Ctss/Ccr2/Spp1/Csf1r/Ccl2/Timp1/Mmp14/Inpp5d/Cd38/Syk	10	up
GO:0042093	BP	GO:0042093	T-helper cell differentiation	6/364	81/28928	0.074074074	5.886853887	4.971808743	0.000559019	0.002711657	0.001622603	Ccr2/Pf4/Lgals1/Irf1/Bcl3/Il4ra	6	up
GO:1903036	BP	GO:1903036	positive regulation of response to wounding	6/364	81/28928	0.074074074	5.886853887	4.971808743	0.000559019	0.002711657	0.001622603	Grn/Ccl2/Thbs1/S100a9/Emilin2/Smoc2	6	up
GO:2000117	BP	GO:2000117	negative regulation of cysteine-type endopeptidase activity	6/364	81/28928	0.074074074	5.886853887	4.971808743	0.000559019	0.002711657	0.001622603	Thbs1/Ptgs2/Cd44/Ifi207/Mndal/Ifi203	6	up
GO:0051962	BP	GO:0051962	positive regulation of nervous system development	14/364	397/28928	0.035264484	2.802557644	4.082430461	0.000563758	0.002731251	0.001634327	Il1b/Vim/Csf1r/Thbs2/Zeb2/Tnfrsf1b/Arrb2/Lyn/Efna5/Sema4d/Tlr2/Ntf3/Man2a1/Plxnc1	14	up
GO:0030219	BP	GO:0030219	megakaryocyte differentiation	5/364	54/28928	0.092592593	7.358567359	5.279533593	0.000585259	0.002824887	0.001690357	Lox/Pf4/Maf/Pip4k2a/Ptpn6	5	up
GO:0045124	BP	GO:0045124	regulation of bone resorption	5/364	54/28928	0.092592593	7.358567359	5.279533593	0.000585259	0.002824887	0.001690357	Spp1/Csf1r/Inpp5d/Cd38/Syk	5	up
GO:0046596	BP	GO:0046596	regulation of viral entry into host cell	5/364	54/28928	0.092592593	7.358567359	5.279533593	0.000585259	0.002824887	0.001690357	Cd74/Ifitm3/Ly6e/Ifitm1/Lgals1	5	up
GO:0045861	BP	GO:0045861	negative regulation of proteolysis	13/364	353/28928	0.036827195	2.926750304	4.111615993	0.000589819	0.002843378	0.001701422	Serpina3n/Wfdc2/Thbs1/Timp1/Ptgs2/Ctsz/Cd44/Ifi207/Mndal/Ecm1/Ifi203/Slpi/Il1r2	13	up
GO:0006606	BP	GO:0006606	protein import into nucleus	9/364	185/28928	0.048648649	3.866231066	4.414930721	0.000591735	0.002845187	0.001702505	Apod/Mmp12/Ptgs2/Bcl3/Hcls1/Cfl1/Cwh43/Syk/Jak2	9	up
GO:0002294	BP	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	6/364	82/28928	0.073170732	5.815062986	4.929001797	0.000596854	0.002856111	0.001709041	Ccr2/Pf4/Lgals1/Irf1/Bcl3/Il4ra	6	up
GO:0045453	BP	GO:0045453	bone resorption	6/364	82/28928	0.073170732	5.815062986	4.929001797	0.000596854	0.002856111	0.001709041	Ctss/Spp1/Csf1r/Inpp5d/Cd38/Syk	6	up
GO:0010595	BP	GO:0010595	positive regulation of endothelial cell migration	7/364	114/28928	0.061403509	4.879892038	4.68557796	0.000613006	0.002929809	0.001753141	Lgmn/Grn/Thbs1/Ptgs2/Pik3cd/P2rx4/Smoc2	7	up
GO:0034284	BP	GO:0034284	response to monosaccharide	11/364	268/28928	0.041044776	3.261932098	4.199540219	0.000636542	0.003035354	0.001816297	Ctsl/Ccl2/Thbs1/Ptgs2/Ncf2/Trem2/Icam1/Efna5/Vcam1/Map4k4/Slc39a14	11	up
GO:0002293	BP	GO:0002293	alpha-beta T cell differentiation involved in immune response	6/364	83/28928	0.072289157	5.745001986	4.88689548	0.000636646	0.003035354	0.001816297	Ccr2/Pf4/Lgals1/Irf1/Bcl3/Il4ra	6	up
GO:0014902	BP	GO:0014902	myotube differentiation	8/364	150/28928	0.053333333	4.238534799	4.489074064	0.000650253	0.003066491	0.001834929	Csf1r/Mmp14/Cxcl10/Cd53/Il4ra/Ccl8/Dock2/Plekho1	8	up
GO:0009612	BP	GO:0009612	response to mechanical stimulus	11/364	269/28928	0.040892193	3.249805956	4.184885339	0.000656382	0.003091654	0.001849986	Il1b/Ccl2/Thbs1/Ptgs2/Mmp14/Irf1/Col3a1/Tnc/Jun/Slc8a1/Map3k14	11	up
GO:0002287	BP	GO:0002287	alpha-beta T cell activation involved in immune response	6/364	84/28928	0.071428571	5.676609105	4.845469318	0.000678463	0.003172671	0.001898465	Ccr2/Pf4/Lgals1/Irf1/Bcl3/Il4ra	6	up
GO:0033673	BP	GO:0033673	negative regulation of kinase activity	9/364	191/28928	0.047120419	3.744778781	4.296315782	0.000743361	0.003467835	0.002075085	Il1b/Ptprc/Lilrb4a/Rgs2/Lyn/Slc8a1/Ptprj/Ptpn6/Errfi1	9	up
GO:0051170	BP	GO:0051170	import into nucleus	9/364	191/28928	0.047120419	3.744778781	4.296315782	0.000743361	0.003467835	0.002075085	Apod/Mmp12/Ptgs2/Bcl3/Hcls1/Cfl1/Cwh43/Syk/Jak2	9	up
GO:0010332	BP	GO:0010332	response to gamma radiation	5/364	57/28928	0.087719298	6.97127434	5.094087687	0.000751411	0.003501201	0.00209505	Ptprc/Ccl2/Ccl7/Trex1/Apobec1	5	up
GO:0090092	BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	11/364	275/28928	0.04	3.178901099	4.098374987	0.000786542	0.003647461	0.00218257	Lox/Zeb2/Thbs1/Vsir/Dab2/Pmepa1/Sulf1/Nrros/Htra1/Arid4a/Jak2	11	up
GO:0032535	BP	GO:0032535	regulation of cellular component size	14/364	411/28928	0.03406326	2.707093393	3.934768193	0.000789181	0.003655352	0.002187292	Coro1a/Msn/Ccr5/Plek/Hcls1/Vav1/Cfl1/Nckap1l/Icam1/Efna5/Sema4d/Tlr2/Prex1/Rin3	14	up
GO:0097237	BP	GO:0097237	cellular response to toxic substance	7/364	119/28928	0.058823529	4.674854557	4.534635897	0.000791209	0.003656931	0.002188236	Sod3/S100a8/Hp/Ptgs2/S100a9/Gch1/Abtb2	7	up
GO:0072594	BP	GO:0072594	establishment of protein localization to organelle	15/364	459/28928	0.032679739	2.597141421	3.893646205	0.000791397	0.003656931	0.002188236	Clu/Apod/Laptm5/Mmp12/Ptgs2/Bcl3/Hcls1/Cfl1/Cd68/Rab8b/Irgm1/Il10ra/Cwh43/Syk/Jak2	15	up
GO:1903169	BP	GO:1903169	regulation of calcium ion transmembrane transport	9/364	193/28928	0.046632124	3.705972784	4.257840174	0.000800427	0.003669248	0.002195607	Cemip/Coro1a/Cyba/Cxcl10/Lyn/Slc8a1/P2ry6/P2rx4/Ptpn6	9	up
GO:0006650	BP	GO:0006650	glycerophospholipid metabolic process	11/364	276/28928	0.039855072	3.167383341	4.08418756	0.000810187	0.003695592	0.00221137	Fabp5/Plek/Inpp5d/Pik3cd/Pgs1/Pip4k2a/Pik3r5/Pla2g7/Cwh43/Inpp1/Lpcat2	11	up
GO:0045687	BP	GO:0045687	positive regulation of glial cell differentiation	5/364	58/28928	0.086206897	6.851079955	5.035232341	0.000813921	0.003708283	0.002218965	Il1b/Csf1r/Tnfrsf1b/Tlr2/Ntf3	5	up
