	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
C1s1	3.34E-14	0.781288046	0.062	0.039	8.15E-10	RIR	C1s1
Ppia	3.36E-14	-0.329120329	0.329	0.365	8.20E-10	RIR	Ppia
Patl2	3.38E-14	1.080066079	0.032	0.015	8.25E-10	RIR	Patl2
Inpp5d	3.53E-14	1.58428505	0.017	0.005	8.60E-10	RIR	Inpp5d
Tmem173	3.57E-14	2.307605851	0.013	0.003	8.71E-10	RIR	Tmem173
Dock2	3.73E-14	2.107273432	0.018	0.006	9.10E-10	RIR	Dock2
Unc93b1	3.90E-14	0.992454271	0.036	0.018	9.50E-10	RIR	Unc93b1
Rps15	4.22E-14	-0.336652539	0.369	0.401	1.03E-09	RIR	Rps15
Vav1	4.53E-14	2.640724833	0.012	0.002	1.10E-09	RIR	Vav1
Tap1	5.26E-14	0.806329692	0.041	0.022	1.28E-09	RIR	Tap1
Rps7	5.32E-14	-0.427433712	0.358	0.389	1.30E-09	RIR	Rps7
Gm10076	6.29E-14	-0.513397934	0.06	0.085	1.53E-09	RIR	Gm10076
Cd300ld	6.63E-14	2.28652404	0.011	0.002	1.62E-09	RIR	Cd300ld
S100a9	6.72E-14	1.265603476	0.036	0.018	1.64E-09	RIR	S100a9
Fgfbp1	6.76E-14	-0.708918642	0.053	0.077	1.65E-09	RIR	Fgfbp1
Dab2	9.76E-14	0.832774662	0.05	0.029	2.38E-09	RIR	Dab2
Col6a6	1.03E-13	0.32927962	0.117	0.085	2.51E-09	RIR	Col6a6
Ptn	1.03E-13	-0.858998725	0.049	0.073	2.52E-09	RIR	Ptn
Kpna1	1.07E-13	0.145247829	0.584	0.53	2.62E-09	RIR	Kpna1
Arrb2	1.08E-13	1.044292465	0.024	0.01	2.64E-09	RIR	Arrb2
Rpl7	1.16E-13	-0.307406874	0.453	0.481	2.82E-09	RIR	Rpl7
Aqp1	1.55E-13	0.234079227	0.302	0.253	3.78E-09	RIR	Aqp1
Tubb4b	1.56E-13	-0.295136928	0.23	0.266	3.81E-09	RIR	Tubb4b
Mafb	1.62E-13	0.784242675	0.043	0.024	3.96E-09	RIR	Mafb
S100a4	1.77E-13	0.889793075	0.058	0.036	4.31E-09	RIR	S100a4
Pdpn	1.87E-13	0.402995929	0.139	0.104	4.56E-09	RIR	Pdpn
Rgs2	2.02E-13	1.415131916	0.027	0.012	4.93E-09	RIR	Rgs2
Lyn	2.05E-13	0.663312082	0.052	0.031	5.00E-09	RIR	Lyn
Arhgap45	2.08E-13	1.581982382	0.022	0.009	5.07E-09	RIR	Arhgap45
Cd38	2.16E-13	2.66133151	0.011	0.002	5.26E-09	RIR	Cd38
Rpl18a	2.36E-13	-0.467307317	0.253	0.288	5.75E-09	RIR	Rpl18a
Egln3	2.56E-13	-0.583946339	0.132	0.164	6.25E-09	RIR	Egln3
Sp100	2.66E-13	1.482389776	0.021	0.008	6.48E-09	RIR	Sp100
Dbp	2.68E-13	-0.734181058	0.04	0.061	6.54E-09	RIR	Dbp
Kera	2.77E-13	-0.521885346	0.069	0.096	6.76E-09	RIR	Kera
Irf8	2.92E-13	2.080994365	0.013	0.003	7.13E-09	RIR	Irf8
Pde7b	3.00E-13	0.91078059	0.054	0.033	7.31E-09	RIR	Pde7b
Rnf213	4.38E-13	0.688697446	0.043	0.024	1.07E-08	RIR	Rnf213
Igfbp2	4.55E-13	-0.47632928	0.35	0.382	1.11E-08	RIR	Igfbp2
Ncf1	5.43E-13	2.622744357	0.012	0.003	1.32E-08	RIR	Ncf1
Cfl1	5.62E-13	0.74482576	0.072	0.048	1.37E-08	RIR	Cfl1
Gmfg	6.23E-13	1.475861592	0.017	0.006	1.52E-08	RIR	Gmfg
Rpl18	6.34E-13	-0.28827268	0.413	0.444	1.55E-08	RIR	Rpl18
Lamp2	6.52E-13	0.349646371	0.166	0.129	1.59E-08	RIR	Lamp2
Plet1	7.03E-13	-0.105441562	0.267	0.307	1.71E-08	RIR	Plet1
Scin	7.26E-13	-1.097965186	0.031	0.05	1.77E-08	RIR	Scin
Ptafr	7.70E-13	2.307638078	0.015	0.005	1.88E-08	RIR	Ptafr
Mxd1	7.79E-13	0.405609265	0.111	0.081	1.90E-08	RIR	Mxd1
Rps26	8.17E-13	-0.305712722	0.468	0.494	1.99E-08	RIR	Rps26
Tnfaip2	8.27E-13	1.1139649	0.026	0.012	2.02E-08	RIR	Tnfaip2
Cotl1	8.29E-13	0.328449921	0.205	0.165	2.02E-08	RIR	Cotl1
Lst1	9.45E-13	0.960575053	0.017	0.006	2.30E-08	RIR	Lst1
Dct	9.56E-13	-0.83842701	0.164	0.194	2.33E-08	RIR	Dct
Uqcrb	9.71E-13	-0.491356695	0.19	0.224	2.37E-08	RIR	Uqcrb
Maf	9.77E-13	0.817069516	0.065	0.043	2.38E-08	RIR	Maf
Sirpa	9.88E-13	0.789783318	0.054	0.034	2.41E-08	RIR	Sirpa
Cryaa	1.02E-12	-0.236605519	0.668	0.681	2.50E-08	RIR	Cryaa
Adh1	1.30E-12	-0.457153302	0.19	0.223	3.17E-08	RIR	Adh1
4833423E24Rik	1.31E-12	-0.918582009	0.006	0.015	3.20E-08	RIR	4833423E24Rik
Lum	1.32E-12	0.540218681	0.244	0.208	3.22E-08	RIR	Lum
Themis2	1.39E-12	2.43037953	0.01	0.002	3.38E-08	RIR	Themis2
Mndal	1.77E-12	1.644367589	0.019	0.007	4.32E-08	RIR	Mndal
Rpl4	2.06E-12	-0.26886431	0.491	0.514	5.02E-08	RIR	Rpl4
Pmepa1	2.08E-12	0.779904294	0.051	0.031	5.07E-08	RIR	Pmepa1
Pik3cd	2.23E-12	1.979049363	0.016	0.006	5.44E-08	RIR	Pik3cd
Fdps	2.55E-12	-0.408246197	0.171	0.204	6.22E-08	RIR	Fdps
Dio2	2.81E-12	1.623852819	0.016	0.006	6.85E-08	RIR	Dio2
Rack1	2.97E-12	-0.272801894	0.355	0.387	7.25E-08	RIR	Rack1
Parm1	3.38E-12	0.707617137	0.074	0.05	8.24E-08	RIR	Parm1
Emilin2	3.60E-12	1.174408256	0.02	0.008	8.78E-08	RIR	Emilin2
Ddx60	3.67E-12	0.540076482	0.032	0.016	8.94E-08	RIR	Ddx60
Tor1aip1	3.76E-12	0.624048621	0.063	0.041	9.17E-08	RIR	Tor1aip1
Masp1	4.15E-12	1.617656772	0.018	0.007	1.01E-07	RIR	Masp1
Clec4a3	4.49E-12	1.896430067	0.011	0.003	1.10E-07	RIR	Clec4a3
Capg	4.55E-12	-0.256305343	0.168	0.2	1.11E-07	RIR	Capg
Dkk3	4.98E-12	-0.730978394	0.137	0.167	1.22E-07	RIR	Dkk3
Rps4x	5.06E-12	-0.306668199	0.409	0.436	1.23E-07	RIR	Rps4x
Rps3	6.10E-12	-0.286850628	0.366	0.396	1.49E-07	RIR	Rps3
Ypel2	6.51E-12	0.612838068	0.055	0.034	1.59E-07	RIR	Ypel2
Tmsb10	6.52E-12	0.253094563	0.206	0.167	1.59E-07	RIR	Tmsb10
Etv6	6.81E-12	0.565004939	0.075	0.051	1.66E-07	RIR	Etv6
Sdc3	8.81E-12	0.919244871	0.045	0.027	2.15E-07	RIR	Sdc3
Tmprss11g	8.96E-12	0.32551402	0.168	0.133	2.19E-07	RIR	Tmprss11g
Marcksl1	9.53E-12	1.182153647	0.029	0.015	2.32E-07	RIR	Marcksl1
Ifi211	1.02E-11	2.649272715	0.01	0.002	2.50E-07	RIR	Ifi211
Itgb1	1.12E-11	0.442071898	0.09	0.064	2.73E-07	RIR	Itgb1
Nckap1l	1.22E-11	1.471981477	0.021	0.009	2.97E-07	RIR	Nckap1l
Col6a3	1.22E-11	0.425135847	0.181	0.147	2.97E-07	RIR	Col6a3
Epsti1	1.35E-11	1.303999716	0.013	0.004	3.28E-07	RIR	Epsti1
Myo1f	1.38E-11	1.534422519	0.017	0.006	3.36E-07	RIR	Myo1f
Sub1	1.44E-11	-0.401816772	0.219	0.251	3.51E-07	RIR	Sub1
Fosl2	1.75E-11	0.22391429	0.134	0.102	4.26E-07	RIR	Fosl2
Pgs1	1.83E-11	0.545575706	0.029	0.015	4.46E-07	RIR	Pgs1
Tm4sf1	1.84E-11	1.248129204	0.019	0.008	4.49E-07	RIR	Tm4sf1
Susd6	1.85E-11	0.692719446	0.053	0.034	4.50E-07	RIR	Susd6
Il6st	1.90E-11	0.414800249	0.065	0.044	4.62E-07	RIR	Il6st
Jun	1.92E-11	0.510166806	0.079	0.056	4.69E-07	RIR	Jun
Ncf2	2.46E-11	2.015909954	0.014	0.005	6.00E-07	RIR	Ncf2
Arhgap15	2.62E-11	1.434568255	0.02	0.009	6.39E-07	RIR	Arhgap15
S100a16	2.67E-11	-0.306949934	0.157	0.188	6.52E-07	RIR	S100a16
Rps16	2.74E-11	-0.405258225	0.295	0.327	6.68E-07	RIR	Rps16
Psmb10	3.08E-11	0.555347943	0.041	0.024	7.50E-07	RIR	Psmb10
Birc3	3.09E-11	1.18156668	0.026	0.013	7.55E-07	RIR	Birc3
Trps1	3.50E-11	0.491134719	0.068	0.046	8.52E-07	RIR	Trps1
Ptbp3	3.54E-11	0.363524078	0.132	0.101	8.63E-07	RIR	Ptbp3
Clec2d	3.54E-11	0.78801405	0.039	0.023	8.64E-07	RIR	Clec2d
Litaf	3.58E-11	0.592989496	0.031	0.016	8.74E-07	RIR	Litaf
Slc5a1	3.66E-11	-0.442629519	0.068	0.092	8.92E-07	RIR	Slc5a1
Cd47	3.74E-11	0.341969576	0.088	0.063	9.12E-07	RIR	Cd47
Ikzf1	4.09E-11	1.40783805	0.013	0.004	9.97E-07	RIR	Ikzf1
Cd68	4.38E-11	1.37159335	0.022	0.01	1.07E-06	RIR	Cd68
Atp5j	4.45E-11	-0.555765614	0.15	0.18	1.09E-06	RIR	Atp5j
Atp2b1	4.55E-11	0.395200803	0.178	0.144	1.11E-06	RIR	Atp2b1
Pir	4.63E-11	-0.922695931	0.03	0.047	1.13E-06	RIR	Pir
Cox7a2	5.20E-11	-0.535997231	0.111	0.138	1.27E-06	RIR	Cox7a2
Gch1	5.53E-11	1.550779657	0.018	0.008	1.35E-06	RIR	Gch1
Clec4n	5.54E-11	1.498854641	0.012	0.004	1.35E-06	RIR	Clec4n
Capns2	5.67E-11	-1.270756409	0.016	0.028	1.38E-06	RIR	Capns2
Trem2	6.44E-11	1.246979465	0.012	0.004	1.57E-06	RIR	Trem2
Olfr1033	6.68E-11	1.803307409	0.01	0.003	1.63E-06	RIR	Olfr1033
Il13ra1	6.96E-11	0.619052606	0.033	0.018	1.70E-06	RIR	Il13ra1
Npm1	7.08E-11	0.360471107	0.146	0.116	1.73E-06	RIR	Npm1
Fn1	8.32E-11	0.424422599	0.134	0.104	2.03E-06	RIR	Fn1
Gbp7	1.05E-10	0.980386307	0.025	0.013	2.55E-06	RIR	Gbp7
Serpinf1	1.05E-10	-0.656857186	0.093	0.118	2.57E-06	RIR	Serpinf1
Slc8a1	1.11E-10	1.168241831	0.022	0.011	2.72E-06	RIR	Slc8a1
C1ra	1.19E-10	0.549221505	0.045	0.028	2.90E-06	RIR	C1ra
Icam1	1.19E-10	1.726059723	0.016	0.006	2.91E-06	RIR	Icam1
Gsta3	1.27E-10	-0.49400473	0.081	0.105	3.10E-06	RIR	Gsta3
Sulf1	1.39E-10	0.637276543	0.061	0.041	3.38E-06	RIR	Sulf1
Efna5	1.40E-10	0.520477094	0.111	0.085	3.41E-06	RIR	Efna5
Atpif1	1.53E-10	-0.625616017	0.106	0.132	3.74E-06	RIR	Atpif1
Crygc	1.55E-10	-0.330786563	0.399	0.424	3.78E-06	RIR	Crygc
Guca1a	1.86E-10	-0.540373382	0.122	0.148	4.52E-06	RIR	Guca1a
Rab8b	2.04E-10	0.882339037	0.03	0.016	4.97E-06	RIR	Rab8b
Picalm	2.12E-10	0.383529713	0.115	0.088	5.16E-06	RIR	Picalm
Stmn1	2.30E-10	-0.461614019	0.063	0.085	5.60E-06	RIR	Stmn1
Rpl27	2.37E-10	-0.272850726	0.429	0.451	5.78E-06	RIR	Rpl27
Pygl	2.53E-10	-0.692999635	0.036	0.053	6.17E-06	RIR	Pygl
Atp5j2	2.63E-10	-0.334950981	0.242	0.273	6.41E-06	RIR	Atp5j2
Irgm1	3.23E-10	0.857139481	0.026	0.013	7.86E-06	RIR	Irgm1
Il10ra	3.24E-10	1.500473431	0.011	0.003	7.91E-06	RIR	Il10ra
Pip4k2a	3.35E-10	1.355311891	0.023	0.012	8.17E-06	RIR	Pip4k2a
P2ry6	3.40E-10	1.468912728	0.011	0.003	8.30E-06	RIR	P2ry6
Crygb	3.48E-10	-0.250519835	0.64	0.641	8.49E-06	RIR	Crygb
Pik3ap1	3.53E-10	1.319494405	0.014	0.005	8.60E-06	RIR	Pik3ap1
Evi2	3.62E-10	2.013502362	0.01	0.003	8.82E-06	RIR	Evi2
Psmb9	3.67E-10	0.694385598	0.027	0.014	8.94E-06	RIR	Psmb9
Pik3r5	3.89E-10	2.313184211	0.01	0.003	9.49E-06	RIR	Pik3r5
Cldn10	3.97E-10	-0.993058963	0.02	0.033	9.68E-06	RIR	Cldn10
Gcat	4.17E-10	-1.251927327	0.011	0.022	1.02E-05	RIR	Gcat
Cox5b	4.48E-10	-0.589289229	0.113	0.139	1.09E-05	RIR	Cox5b
Ecm1	4.86E-10	0.691535911	0.087	0.064	1.19E-05	RIR	Ecm1
Tpm4	4.93E-10	0.418133547	0.096	0.071	1.20E-05	RIR	Tpm4
Rbp1	4.95E-10	0.504804111	0.21	0.176	1.21E-05	RIR	Rbp1
Atox1	4.97E-10	-0.619381308	0.115	0.141	1.21E-05	RIR	Atox1
Txndc17	5.08E-10	-0.683586387	0.161	0.187	1.24E-05	RIR	Txndc17
Ehd4	5.29E-10	0.362420006	0.054	0.036	1.29E-05	RIR	Ehd4
Myh9	5.33E-10	0.327224162	0.139	0.11	1.30E-05	RIR	Myh9
Plet1os	5.45E-10	-0.785263267	0.058	0.078	1.33E-05	RIR	Plet1os
Gm45941	5.49E-10	-1.225169855	0.019	0.032	1.34E-05	RIR	Gm45941
Crybb2	5.73E-10	-0.214778173	0.643	0.652	1.40E-05	RIR	Crybb2
Nav3	5.79E-10	0.86958595	0.046	0.029	1.41E-05	RIR	Nav3
Prcp	5.93E-10	0.95651385	0.019	0.009	1.45E-05	RIR	Prcp
Uqcr11	6.46E-10	-0.504797532	0.111	0.136	1.57E-05	RIR	Uqcr11
Top1	6.68E-10	0.378381226	0.067	0.047	1.63E-05	RIR	Top1
Rps27a	6.89E-10	-0.289313602	0.461	0.483	1.68E-05	RIR	Rps27a
Vcam1	7.09E-10	1.102420313	0.029	0.016	1.73E-05	RIR	Vcam1
Gldc	7.24E-10	-1.755244164	0.012	0.022	1.76E-05	RIR	Gldc
Rpl22	7.48E-10	-0.26574607	0.376	0.401	1.82E-05	RIR	Rpl22
Stat3	7.94E-10	0.297578071	0.07	0.049	1.94E-05	RIR	Stat3
Rap1b	7.98E-10	0.274160111	0.111	0.085	1.95E-05	RIR	Rap1b
Rps11	8.09E-10	-0.340472649	0.331	0.358	1.97E-05	RIR	Rps11
Cox4i1	8.76E-10	-0.375421828	0.18	0.209	2.14E-05	RIR	Cox4i1
Akr1b8	8.92E-10	1.299686021	0.011	0.003	2.18E-05	RIR	Akr1b8
Lamp1	9.59E-10	0.162593008	0.172	0.14	2.34E-05	RIR	Lamp1
Cd63	9.70E-10	0.34779615	0.209	0.175	2.36E-05	RIR	Cd63
P2rx4	9.77E-10	0.506436784	0.029	0.016	2.38E-05	RIR	P2rx4
Pla2g7	1.01E-09	0.632532268	0.05	0.033	2.45E-05	RIR	Pla2g7
Shisa5	1.34E-09	0.57221439	0.057	0.039	3.28E-05	RIR	Shisa5
Tln1	1.45E-09	0.522884488	0.056	0.038	3.55E-05	RIR	Tln1
Fabp6	1.46E-09	-1.104896546	0.029	0.044	3.57E-05	RIR	Fabp6
H3f3b	1.68E-09	-0.325101955	0.348	0.373	4.09E-05	RIR	H3f3b
Gbp5	1.68E-09	1.996966532	0.01	0.003	4.09E-05	RIR	Gbp5
2200002D01Rik	1.70E-09	-0.279251058	0.33	0.359	4.15E-05	RIR	2200002D01Rik
Mpc2	1.78E-09	-0.910210289	0.061	0.081	4.35E-05	RIR	Mpc2
Rpl8	1.80E-09	-0.264259001	0.338	0.363	4.39E-05	RIR	Rpl8
Rpl31	2.06E-09	-0.221845633	0.419	0.442	5.02E-05	RIR	Rpl31
Nrros	2.23E-09	1.518317639	0.013	0.005	5.43E-05	RIR	Nrros
Lcp2	2.39E-09	1.735819366	0.01	0.003	5.83E-05	RIR	Lcp2
Ftl1	2.43E-09	0.776778701	0.118	0.093	5.93E-05	RIR	Ftl1
Cwh43	2.51E-09	0.654549839	0.07	0.05	6.12E-05	RIR	Cwh43
Clstn1	2.60E-09	-0.74185107	0.075	0.097	6.34E-05	RIR	Clstn1
Pfkfb3	2.71E-09	0.87026136	0.019	0.009	6.61E-05	RIR	Pfkfb3
Angptl7	2.71E-09	-0.52875797	0.061	0.082	6.61E-05	RIR	Angptl7
Cryba4	2.86E-09	-0.497964511	0.234	0.261	6.98E-05	RIR	Cryba4
Rpl19	2.87E-09	-0.198535692	0.403	0.425	7.00E-05	RIR	Rpl19
H2afz	3.04E-09	-0.361241703	0.182	0.21	7.42E-05	RIR	H2afz
Rpl36a	3.14E-09	-0.38077049	0.288	0.312	7.66E-05	RIR	Rpl36a
Herc6	3.20E-09	0.500943871	0.02	0.009	7.80E-05	RIR	Herc6
Ptpn18	3.27E-09	0.747985886	0.022	0.011	7.97E-05	RIR	Ptpn18
Sema4d	3.45E-09	0.57386408	0.069	0.049	8.42E-05	RIR	Sema4d
Efhd2	3.61E-09	0.359425012	0.079	0.058	8.79E-05	RIR	Efhd2
Wnt5a	3.66E-09	0.447283377	0.06	0.042	8.93E-05	RIR	Wnt5a
Rpl5	3.79E-09	-0.237971114	0.411	0.434	9.25E-05	RIR	Rpl5
H60c	3.92E-09	0.356021765	0.091	0.068	9.55E-05	RIR	H60c
Osmr	3.92E-09	0.474451006	0.043	0.027	9.56E-05	RIR	Osmr
Neat1	3.97E-09	0.235398501	0.367	0.326	9.67E-05	RIR	Neat1
F13a1	3.99E-09	0.897497251	0.027	0.015	9.74E-05	RIR	F13a1
Acp2	4.03E-09	1.051731182	0.026	0.014	9.83E-05	RIR	Acp2
Med13l	4.17E-09	0.494323797	0.074	0.053	0.00010164	RIR	Med13l
Rpl29	4.18E-09	-0.519700944	0.134	0.16	0.000101835	RIR	Rpl29
Igsf10	4.29E-09	1.175056879	0.014	0.006	0.000104686	RIR	Igsf10
Cd84	4.76E-09	1.605661624	0.011	0.003	0.000116073	RIR	Cd84
Aldh1a1	5.35E-09	-0.918350747	0.041	0.057	0.000130351	RIR	Aldh1a1
Rpl23	5.78E-09	-0.174954035	0.524	0.541	0.00014102	RIR	Rpl23
Qk	5.79E-09	0.28297047	0.099	0.075	0.000141212	RIR	Qk
Dpy19l1	5.80E-09	0.458732623	0.038	0.024	0.00014145	RIR	Dpy19l1
Tlr2	6.35E-09	1.221797538	0.014	0.005	0.000154775	RIR	Tlr2
Pld4	6.49E-09	1.570695809	0.012	0.004	0.000158124	RIR	Pld4
Slfn9	7.13E-09	0.749752858	0.026	0.014	0.00017379	RIR	Slfn9
Prex1	7.20E-09	0.971949982	0.025	0.014	0.000175496	RIR	Prex1
Slc43a2	7.24E-09	1.185682515	0.027	0.015	0.000176527	RIR	Slc43a2
Cd302	7.26E-09	0.825905385	0.022	0.012	0.000177054	RIR	Cd302
Dock10	7.48E-09	1.01355351	0.021	0.01	0.000182456	RIR	Dock10
Pi16	7.52E-09	-0.876870119	0.1	0.122	0.000183384	RIR	Pi16
Cers6	7.96E-09	0.597053275	0.042	0.027	0.000194141	RIR	Cers6
Bicc1	8.19E-09	0.614299573	0.053	0.037	0.000199696	RIR	Bicc1
Emp3	8.20E-09	1.001191312	0.022	0.011	0.000199852	RIR	Emp3
Mfsd1	9.27E-09	0.815741172	0.046	0.031	0.000225989	RIR	Mfsd1
Rpl24	9.28E-09	-0.294164552	0.383	0.404	0.000226216	RIR	Rpl24
Dbi	9.64E-09	-0.411926117	0.204	0.231	0.000235106	RIR	Dbi
S100b	1.00E-08	-0.929250558	0.031	0.045	0.000244709	RIR	S100b
Prdx6	1.03E-08	-0.413373477	0.286	0.31	0.000250551	RIR	Prdx6
Steap3	1.05E-08	0.779939231	0.026	0.015	0.00025637	RIR	Steap3
Glul	1.06E-08	0.149863303	0.26	0.222	0.000257289	RIR	Glul
Atp5e	1.09E-08	-0.331590412	0.203	0.23	0.000264916	RIR	Atp5e
Prg4	1.14E-08	1.553530157	0.011	0.004	0.000277727	RIR	Prg4
Arid5a	1.23E-08	1.151866592	0.012	0.004	0.000299822	RIR	Arid5a
Tapbp	1.26E-08	0.108583098	0.095	0.072	0.0003076	RIR	Tapbp
Prom2	1.28E-08	-1.207106777	0.016	0.027	0.000313217	RIR	Prom2
Mdh1	1.37E-08	-0.460466973	0.135	0.16	0.000333175	RIR	Mdh1
Cryge	1.37E-08	-0.418200814	0.113	0.136	0.000333519	RIR	Cryge
Plac8	1.44E-08	0.205737854	0.203	0.171	0.000351875	RIR	Plac8
Clic3	1.47E-08	-0.933709672	0.022	0.034	0.000359483	RIR	Clic3
Ifit3	1.53E-08	1.429465068	0.02	0.01	0.000373661	RIR	Ifit3
Fam13b	1.64E-08	0.719961628	0.026	0.015	0.000400891	RIR	Fam13b
Syk	1.71E-08	0.788325954	0.022	0.012	0.000417007	RIR	Syk
Rerg	1.79E-08	-0.730620009	0.022	0.035	0.000436532	RIR	Rerg
Col5a2	1.82E-08	0.450284988	0.098	0.076	0.000444376	RIR	Col5a2
Gm15987	1.97E-08	0.890132596	0.024	0.013	0.00047925	RIR	Gm15987
Abtb2	2.08E-08	0.770081062	0.024	0.013	0.000507149	RIR	Abtb2
Ptprf	2.09E-08	-0.397130251	0.168	0.193	0.000509524	RIR	Ptprf
Rpl15	2.13E-08	-0.350483385	0.251	0.278	0.00051919	RIR	Rpl15
Atp5d	2.14E-08	-0.611383773	0.057	0.075	0.000522629	RIR	Atp5d
Hck	2.27E-08	1.916771261	0.01	0.003	0.00055228	RIR	Hck
H1f0	2.30E-08	-0.361018091	0.086	0.108	0.000561142	RIR	H1f0
Sfn	2.39E-08	-0.151955945	0.442	0.469	0.000583541	RIR	Sfn
Map4k4	2.48E-08	0.510776103	0.062	0.044	0.000605816	RIR	Map4k4
Hspa5	2.51E-08	0.232325154	0.209	0.176	0.00061263	RIR	Hspa5
Cox6c	2.54E-08	-0.36688635	0.259	0.284	0.000619708	RIR	Cox6c
Nupr1	2.73E-08	0.274990774	0.227	0.196	0.000665854	RIR	Nupr1
Cmip	2.90E-08	0.625662702	0.043	0.028	0.000706204	RIR	Cmip
S100a7a	3.15E-08	-0.793261412	0.022	0.034	0.000767847	RIR	S100a7a
Plcl2	3.16E-08	1.186564484	0.012	0.005	0.000770074	RIR	Plcl2
Gm40645	3.28E-08	0.75036287	0.024	0.014	0.00079901	RIR	Gm40645
Ifi47	3.40E-08	1.113579468	0.017	0.008	0.000829417	RIR	Ifi47
Gm12185	3.46E-08	1.079652994	0.012	0.004	0.000843996	RIR	Gm12185
Sparc	3.58E-08	0.263119105	0.39	0.356	0.000872671	RIR	Sparc
Gpcpd1	3.94E-08	0.407268674	0.059	0.042	0.000960207	RIR	Gpcpd1
Ezr	3.99E-08	-0.351927965	0.117	0.14	0.000973877	RIR	Ezr
Mxra7	4.13E-08	-0.809192885	0.088	0.109	0.001006279	RIR	Mxra7
Malat1	4.25E-08	0.153626799	0.787	0.772	0.001037204	RIR	Malat1
Ctsh	4.25E-08	0.324134366	0.101	0.078	0.001037316	RIR	Ctsh
Crygd	4.28E-08	-0.151776678	0.614	0.622	0.001043861	RIR	Crygd
Plpp3	4.44E-08	0.39000778	0.127	0.103	0.001083518	RIR	Plpp3
Htra1	5.37E-08	0.725392332	0.042	0.028	0.001309907	RIR	Htra1
Rpl6	5.55E-08	-0.299772093	0.396	0.416	0.001352494	RIR	Rpl6
Cox8a	5.56E-08	-0.425476796	0.174	0.199	0.001354966	RIR	Cox8a
Inpp1	5.92E-08	0.812534103	0.031	0.019	0.001444511	RIR	Inpp1
Grb2	5.93E-08	0.323600165	0.063	0.045	0.001446659	RIR	Grb2
Trex1	5.96E-08	1.141667617	0.012	0.005	0.001452199	RIR	Trex1
Atp5o	6.19E-08	-0.450942008	0.15	0.174	0.001509503	RIR	Atp5o
Mal2	6.24E-08	-0.34589902	0.223	0.248	0.001521542	RIR	Mal2
Atrnl1	6.27E-08	0.292736918	0.064	0.047	0.001529692	RIR	Atrnl1
Cyb5a	6.34E-08	-0.550229364	0.076	0.095	0.001546945	RIR	Cyb5a
Ltbp4	6.47E-08	-0.585442012	0.052	0.069	0.001578026	RIR	Ltbp4
Nek6	6.54E-08	1.066036464	0.016	0.008	0.001594635	RIR	Nek6
Trafd1	6.59E-08	0.329049714	0.044	0.029	0.001606196	RIR	Trafd1
Col4a3	6.71E-08	-0.706146154	0.04	0.056	0.001635147	RIR	Col4a3
Cmtm3	7.28E-08	1.153010662	0.016	0.008	0.001774841	RIR	Cmtm3
Ptprj	7.29E-08	0.546925215	0.053	0.037	0.001776701	RIR	Ptprj
Gm9573	7.49E-08	0.36615161	0.158	0.13	0.001825715	RIR	Gm9573
Ifitm2	7.56E-08	0.310959117	0.082	0.062	0.001843104	RIR	Ifitm2
Ccnd1	7.71E-08	-0.557590566	0.114	0.136	0.001878852	RIR	Ccnd1
Ptpn6	7.72E-08	1.10430528	0.02	0.01	0.001881112	RIR	Ptpn6
Pitpnc1	8.20E-08	0.269484705	0.073	0.054	0.001999896	RIR	Pitpnc1
Map3k14	8.37E-08	1.588729563	0.015	0.007	0.002039966	RIR	Map3k14
Ndufa12	9.55E-08	-0.715066921	0.045	0.061	0.002329631	RIR	Ndufa12
Slc12a2	9.65E-08	0.310765073	0.131	0.106	0.002352077	RIR	Slc12a2
Slc9a9	9.72E-08	0.540131712	0.033	0.021	0.002371095	RIR	Slc9a9
Apobec1	9.81E-08	0.862080424	0.031	0.02	0.002391433	RIR	Apobec1
Mettl26	1.04E-07	-0.956771824	0.012	0.021	0.002544545	RIR	Mettl26
Nfkbia	1.05E-07	0.327806617	0.075	0.056	0.002558026	RIR	Nfkbia
Pid1	1.05E-07	0.42118438	0.1	0.079	0.002563901	RIR	Pid1
Prdx5	1.06E-07	-0.498923626	0.214	0.236	0.00259662	RIR	Prdx5
AU020206	1.11E-07	0.746621781	0.021	0.011	0.002702164	RIR	AU020206
Plekho1	1.16E-07	0.943179068	0.021	0.012	0.002833551	RIR	Plekho1
Npepps	1.20E-07	0.20371616	0.106	0.084	0.002929552	RIR	Npepps
Palmd	1.22E-07	-0.756188358	0.019	0.03	0.002983938	RIR	Palmd
Hlf	1.26E-07	-0.616446432	0.109	0.13	0.003065663	RIR	Hlf
Ifi203	1.26E-07	1.543445341	0.01	0.004	0.003074516	RIR	Ifi203
Herc4	1.28E-07	0.198453775	0.048	0.033	0.003118373	RIR	Herc4
Limd2	1.34E-07	1.357313642	0.015	0.007	0.003263065	RIR	Limd2
Slc24a5	1.36E-07	-0.903380356	0.029	0.042	0.003314097	RIR	Slc24a5
Ckmt1	1.41E-07	-0.344680164	0.083	0.103	0.003443879	RIR	Ckmt1
Slc39a14	1.42E-07	1.140698027	0.012	0.005	0.003455871	RIR	Slc39a14
Trim30a	1.46E-07	0.479437421	0.071	0.053	0.003561337	RIR	Trim30a
Txn1	1.47E-07	-0.382322296	0.244	0.268	0.003582469	RIR	Txn1
