	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Loxl2	0.003969375	0.469761963	0.028	0.015	1	RIR	Loxl2
Tor1aip1	0.003971588	0.431609523	0.076	0.055	1	RIR	Tor1aip1
Wfs1	0.003975627	1.555680837	0.018	0.008	1	RIR	Wfs1
Arhgap25	0.00399555	1.715805568	0.015	0.006	1	RIR	Arhgap25
Rybp	0.004002706	0.605437173	0.022	0.011	1	RIR	Rybp
Ufsp2	0.00400923	0.744711649	0.022	0.011	1	RIR	Ufsp2
Fkrp	0.004010012	1.599293571	0.014	0.005	1	RIR	Fkrp
Usp47	0.004012454	-0.264386113	0.088	0.111	1	RIR	Usp47
Gm45285	0.004027917	-1.691208256	0.005	0.011	1	RIR	Gm45285
Polr2f	0.004061598	-0.467254659	0.04	0.056	1	RIR	Polr2f
Csmd1	0.00407188	0.198073727	0.033	0.019	1	RIR	Csmd1
Psmc6	0.004102689	0.153037122	0.05	0.033	1	RIR	Psmc6
Celf1	0.00411651	0.262178439	0.068	0.048	1	RIR	Celf1
Cd33	0.004117202	0.294410196	0.011	0.004	1	RIR	Cd33
Shisa4	0.004122499	0.937402872	0.015	0.006	1	RIR	Shisa4
Snrpa1	0.004131065	1.465650376	0.017	0.007	1	RIR	Snrpa1
Fads1	0.004142773	-0.750188122	0.067	0.087	1	RIR	Fads1
5930430L01Rik	0.004151155	-0.922003907	0.007	0.014	1	RIR	5930430L01Rik
Igf2bp2	0.004171176	1.951454081	0.011	0.004	1	RIR	Igf2bp2
Dnajb11	0.004191811	0.284437733	0.043	0.027	1	RIR	Dnajb11
Tet2	0.004193312	0.791262835	0.026	0.014	1	RIR	Tet2
Smim1	0.004235202	-0.818626135	0.022	0.034	1	RIR	Smim1
Slc16a10	0.004245891	0.998441717	0.024	0.012	1	RIR	Slc16a10
Sema3b	0.004273559	-0.288963807	0.061	0.081	1	RIR	Sema3b
Keap1	0.00428598	0.615654334	0.032	0.019	1	RIR	Keap1
Wdsub1	0.004294266	-1.225655826	0.016	0.027	1	RIR	Wdsub1
Rab10	0.004298897	0.475402166	0.071	0.05	1	RIR	Rab10
Ccdc85b	0.004309692	-0.606280586	0.034	0.05	1	RIR	Ccdc85b
Esd	0.004369431	0.314468376	0.087	0.065	1	RIR	Esd
Rbm25	0.004370942	0.242320862	0.084	0.062	1	RIR	Rbm25
Slc35e1	0.004394983	2.164317446	0.012	0.004	1	RIR	Slc35e1
Pafah1b1	0.004402233	-0.11082414	0.094	0.07	1	RIR	Pafah1b1
Scrn3	0.004404244	-1.333087752	0.007	0.015	1	RIR	Scrn3
Eif2a	0.004419651	0.548104703	0.028	0.015	1	RIR	Eif2a
Cacnb4	0.004423144	-0.763070169	0.04	0.056	1	RIR	Cacnb4
Rpn1	0.004425114	0.263053142	0.081	0.06	1	RIR	Rpn1
Col6a2	0.004455849	0.342745224	0.021	0.01	1	RIR	Col6a2
Acaca	0.004457595	-0.609708024	0.037	0.052	1	RIR	Acaca
Mysm1	0.004467098	0.652281526	0.027	0.015	1	RIR	Mysm1
Borcs6	0.004470991	1.188961461	0.024	0.012	1	RIR	Borcs6
Plaa	0.004472767	0.149372032	0.032	0.019	1	RIR	Plaa
Plvap	0.004484887	-0.548079572	0.024	0.038	1	RIR	Plvap
Slc39a7	0.004490155	0.570063207	0.077	0.056	1	RIR	Slc39a7
Rlbp1	0.004496086	-0.561236955	0.077	0.099	1	RIR	Rlbp1
Fry	0.004519073	-0.24223297	0.036	0.022	1	RIR	Fry
St3gal6	0.004525754	-1.118465893	0.029	0.043	1	RIR	St3gal6
Slc36a1	0.004539135	2.212474109	0.016	0.007	1	RIR	Slc36a1
Suds3	0.004547608	-0.313726618	0.038	0.023	1	RIR	Suds3
Lgi1	0.004560168	-1.532651157	0.013	0.023	1	RIR	Lgi1
Akap10	0.004598489	-0.140972503	0.025	0.013	1	RIR	Akap10
Wdr6	0.004612084	-0.669560591	0.061	0.08	1	RIR	Wdr6
Nrep	0.004618148	-0.471862514	0.09	0.111	1	RIR	Nrep
Col5a1	0.004624514	-0.61375063	0.037	0.022	1	RIR	Col5a1
Tbc1d23	0.004634436	-0.222555335	0.034	0.02	1	RIR	Tbc1d23
Gtf2h2	0.004639577	0.859472598	0.013	0.005	1	RIR	Gtf2h2
Aldh1a2	0.004662611	-2.474300466	0.009	0.017	1	RIR	Aldh1a2
Wipi2	0.004663455	0.1262724	0.036	0.022	1	RIR	Wipi2
Fam189a2	0.004679856	-0.710191139	0.014	0.024	1	RIR	Fam189a2
Golga3	0.004683137	0.289440786	0.018	0.008	1	RIR	Golga3
Kif21b	0.004696913	1.334208382	0.014	0.005	1	RIR	Kif21b
Zfp532	0.004701008	-1.270030817	0.018	0.029	1	RIR	Zfp532
Tmem214	0.004707329	0.699002141	0.018	0.008	1	RIR	Tmem214
H2-T22	0.00470865	0.173653682	0.027	0.015	1	RIR	H2-T22
Wnt10a	0.004709987	0.18286011	0.019	0.009	1	RIR	Wnt10a
Gtf2e2	0.004726359	0.243605108	0.025	0.013	1	RIR	Gtf2e2
Pold4	0.004769289	0.394223388	0.016	0.006	1	RIR	Pold4
Slc16a12	0.004776727	-1.677165833	0.019	0.031	1	RIR	Slc16a12
Fbxo44	0.00477826	-1.358718108	0.017	0.028	1	RIR	Fbxo44
Irak4	0.004792126	0.432232538	0.021	0.01	1	RIR	Irak4
Hook3	0.004796392	0.411559837	0.05	0.033	1	RIR	Hook3
Madd	0.004798631	1.069245514	0.037	0.023	1	RIR	Madd
Mphosph8	0.004809429	0.4254107	0.053	0.036	1	RIR	Mphosph8
Ces1d	0.0048271	-1.752217262	0.006	0.012	1	RIR	Ces1d
Cttnbp2nl	0.004832181	0.927147186	0.026	0.014	1	RIR	Cttnbp2nl
Sbsn	0.004841149	-1.497309756	0.006	0.012	1	RIR	Sbsn
Pebp4	0.004842712	-1.506488473	0.006	0.012	1	RIR	Pebp4
Hpcal1	0.004849103	0.839365463	0.052	0.035	1	RIR	Hpcal1
Brf1	0.004857989	0.875116303	0.021	0.011	1	RIR	Brf1
Med21	0.004864555	0.56774675	0.015	0.006	1	RIR	Med21
Anp32b	0.004870697	0.75209386	0.077	0.057	1	RIR	Anp32b
Vhl	0.004879103	0.561913198	0.016	0.007	1	RIR	Vhl
Matn2	0.004904958	0.281982512	0.056	0.038	1	RIR	Matn2
Shf	0.004925727	-1.24945443	0.01	0.019	1	RIR	Shf
Ptms	0.004929108	-0.231915796	0.179	0.204	1	RIR	Ptms
Gm11361	0.004936213	0.579695982	0.016	0.007	1	RIR	Gm11361
Thoc2	0.004944623	-0.283677932	0.052	0.035	1	RIR	Thoc2
Psmd11	0.004976496	0.289484181	0.039	0.024	1	RIR	Psmd11
Fam126a	0.005003069	1.01484053	0.02	0.009	1	RIR	Fam126a
Mbd2	0.005041344	0.109362601	0.061	0.043	1	RIR	Mbd2
Crx	0.005043777	0.108729947	0.02	0.009	1	RIR	Crx
Vav3	0.005051044	0.497069819	0.023	0.012	1	RIR	Vav3
Cct2	0.005061616	0.241939152	0.051	0.034	1	RIR	Cct2
Tatdn1	0.005074472	0.849705346	0.021	0.01	1	RIR	Tatdn1
Dbnl	0.005086166	0.376896706	0.057	0.039	1	RIR	Dbnl
Ephx2	0.005086809	-0.964385606	0.027	0.04	1	RIR	Ephx2
Nek6	0.005095252	0.531666804	0.039	0.025	1	RIR	Nek6
Mfap4	0.005095886	-0.447174396	0.098	0.121	1	RIR	Mfap4
Pde10a	0.005107211	2.272322519	0.012	0.004	1	RIR	Pde10a
Tnip1	0.005108334	0.556485589	0.027	0.015	1	RIR	Tnip1
Tmtc3	0.005159232	1.060408102	0.012	0.004	1	RIR	Tmtc3
Luc7l3	0.005201089	-0.139252583	0.066	0.047	1	RIR	Luc7l3
Lpar6	0.005225475	0.144290107	0.012	0.004	1	RIR	Lpar6
Ndufb11	0.005231494	-0.817434104	0.078	0.099	1	RIR	Ndufb11
Pfkfb4	0.005234172	1.588188024	0.012	0.004	1	RIR	Pfkfb4
Rel	0.005246515	1.294997117	0.012	0.004	1	RIR	Rel
Ifit1bl1	0.005260697	0.244326525	0.021	0.011	1	RIR	Ifit1bl1
Srsf11	0.005268601	0.158033924	0.059	0.04	1	RIR	Srsf11
Creld1	0.005291925	2.971953765	0.013	0.005	1	RIR	Creld1
Stard3nl	0.005307407	1.10776637	0.018	0.008	1	RIR	Stard3nl
Mcm3	0.005312416	1.816250211	0.013	0.005	1	RIR	Mcm3
Tbl3	0.005313769	0.316819753	0.012	0.004	1	RIR	Tbl3
Mapkapk3	0.005322591	2.333886776	0.014	0.005	1	RIR	Mapkapk3
Ankfy1	0.005322946	0.860995847	0.036	0.022	1	RIR	Ankfy1
Arl5a	0.005331972	0.393477065	0.036	0.022	1	RIR	Arl5a
Cd248	0.005356967	0.329229377	0.019	0.009	1	RIR	Cd248
Tctex1d2	0.005387987	1.740604807	0.014	0.005	1	RIR	Tctex1d2
Samd9l	0.005401878	1.741889107	0.017	0.008	1	RIR	Samd9l
Actg2	0.005406705	2.33185027	0.014	0.005	1	RIR	Actg2
Ube2c	0.005453843	1.803872085	0.015	0.006	1	RIR	Ube2c
Nfu1	0.005462554	0.372131632	0.039	0.025	1	RIR	Nfu1
Ckb	0.005467008	-0.429147871	0.124	0.147	1	RIR	Ckb
Lrrk1	0.005479164	-0.557320811	0.03	0.017	1	RIR	Lrrk1
Gm17359	0.005516659	1.683867354	0.01	0.003	1	RIR	Gm17359
Adgre5	0.005547409	0.651597433	0.039	0.025	1	RIR	Adgre5
Mcfd2	0.005549456	0.423521828	0.05	0.033	1	RIR	Mcfd2
Wdfy1	0.00555652	0.9292217	0.017	0.008	1	RIR	Wdfy1
Prss23	0.005558197	0.581965472	0.038	0.024	1	RIR	Prss23
Fam219a	0.005562526	1.37866291	0.015	0.006	1	RIR	Fam219a
Cpd	0.005574127	0.536963024	0.048	0.032	1	RIR	Cpd
Nap1l5	0.005587157	-0.656900729	0.047	0.065	1	RIR	Nap1l5
Psmd1	0.005621614	0.587517679	0.047	0.031	1	RIR	Psmd1
Dap	0.005639956	0.666460246	0.033	0.02	1	RIR	Dap
Esyt1	0.005660417	0.245414804	0.02	0.01	1	RIR	Esyt1
Eif4e2	0.005661951	0.395510119	0.032	0.019	1	RIR	Eif4e2
Ppfia1	0.005664391	0.27527477	0.034	0.021	1	RIR	Ppfia1
Snx15	0.005674807	-2.468946331	0.007	0.014	1	RIR	Snx15
Icmt	0.005681464	0.394547821	0.071	0.052	1	RIR	Icmt
Sptb	0.005690498	-0.829406992	0.018	0.029	1	RIR	Sptb
Ppib	0.00569582	0.477493226	0.104	0.08	1	RIR	Ppib
Fhod1	0.005699027	0.803621758	0.023	0.012	1	RIR	Fhod1
Gtf2h1	0.005700697	0.398619778	0.023	0.012	1	RIR	Gtf2h1
Hnrnpd	0.005727321	0.352639139	0.064	0.045	1	RIR	Hnrnpd
Elmo1	0.005748076	0.201515936	0.044	0.029	1	RIR	Elmo1
Tmem189	0.005755836	0.130841471	0.032	0.019	1	RIR	Tmem189
Rbms1	0.005780227	0.139158911	0.126	0.1	1	RIR	Rbms1
Myl6	0.005783835	-0.178657737	0.381	0.328	1	RIR	Myl6
Pcnp	0.005791458	0.192356415	0.062	0.043	1	RIR	Pcnp
Ndufb10	0.005830756	-0.833676796	0.127	0.15	1	RIR	Ndufb10
Mrpl12	0.005864744	0.289817697	0.06	0.042	1	RIR	Mrpl12
Btg2	0.005872173	0.70286376	0.022	0.011	1	RIR	Btg2
Znrf2	0.005875428	1.020572675	0.031	0.018	1	RIR	Znrf2
Kif5b	0.00588011	-0.186481048	0.098	0.076	1	RIR	Kif5b
Epha5	0.005890567	-1.669877826	0.022	0.033	1	RIR	Epha5
Pten	0.005899458	-0.223181846	0.068	0.049	1	RIR	Pten
Acyp2	0.005911475	-1.172567059	0.025	0.038	1	RIR	Acyp2
Ypel2	0.0059551	1.095100002	0.018	0.008	1	RIR	Ypel2
Rps3	0.005968888	-0.378706515	0.299	0.256	1	RIR	Rps3
Kcnk1	0.005980793	-1.357802207	0.017	0.028	1	RIR	Kcnk1
Acvr1	0.005987971	0.158371906	0.03	0.017	1	RIR	Acvr1
Ubtd1	0.00602064	1.008456059	0.023	0.012	1	RIR	Ubtd1
Tbc1d15	0.00602483	0.661143301	0.026	0.014	1	RIR	Tbc1d15
Negr1	0.00602909	1.120163456	0.032	0.019	1	RIR	Negr1
Slc9a9	0.006036581	0.722087351	0.032	0.019	1	RIR	Slc9a9
Serpine2	0.006044685	0.157024819	0.1	0.077	1	RIR	Serpine2
Ywhaq	0.006045585	-0.124822888	0.117	0.093	1	RIR	Ywhaq
Rnf19b	0.006062133	0.981191827	0.032	0.019	1	RIR	Rnf19b
Gmip	0.00607627	1.105424005	0.012	0.004	1	RIR	Gmip
S1pr3	0.006108935	0.717061704	0.021	0.011	1	RIR	S1pr3
Sdr39u1	0.006117362	-1.663575199	0.013	0.022	1	RIR	Sdr39u1
Rps15	0.00613365	-0.244778605	0.267	0.227	1	RIR	Rps15
Pip4k2b	0.006136955	1.43154583	0.017	0.008	1	RIR	Pip4k2b
Muc1	0.00620801	1.433567621	0.012	0.004	1	RIR	Muc1
Dmpk	0.006258816	1.567959818	0.018	0.008	1	RIR	Dmpk
Topbp1	0.006270425	1.910890051	0.016	0.007	1	RIR	Topbp1
Vps37b	0.006283266	2.358842954	0.013	0.005	1	RIR	Vps37b
Glod4	0.006287179	0.499804056	0.035	0.021	1	RIR	Glod4
Epb41l4aos	0.006295213	1.630956414	0.016	0.007	1	RIR	Epb41l4aos
Bloc1s2	0.00629769	1.931833696	0.013	0.005	1	RIR	Bloc1s2
Tbrg4	0.006302816	1.029414073	0.017	0.008	1	RIR	Tbrg4
Ccdc88a	0.006320033	0.303212511	0.035	0.022	1	RIR	Ccdc88a
Ccbe1	0.00634128	-1.334109886	0.016	0.027	1	RIR	Ccbe1
Cfap54	0.006342083	-0.882173105	0.011	0.019	1	RIR	Cfap54
Tmod2	0.006358087	1.300320143	0.013	0.005	1	RIR	Tmod2
Kctd11	0.006396958	1.324659088	0.014	0.006	1	RIR	Kctd11
Uchl1	0.006417995	-0.574614741	0.015	0.006	1	RIR	Uchl1
Dtx2	0.006421822	1.213817583	0.015	0.006	1	RIR	Dtx2
Trio	0.006428973	0.680229469	0.052	0.035	1	RIR	Trio
Sar1a	0.006438899	-0.129086689	0.072	0.053	1	RIR	Sar1a
Pxk	0.006454053	0.100159808	0.022	0.012	1	RIR	Pxk
Gpatch8	0.006458567	0.804543721	0.045	0.03	1	RIR	Gpatch8
Bok	0.006458664	1.179435123	0.015	0.006	1	RIR	Bok
Bach2	0.006460196	1.856321772	0.014	0.006	1	RIR	Bach2
Zdhhc14	0.006477201	0.86954965	0.016	0.007	1	RIR	Zdhhc14
Tcf3	0.006480298	1.459503186	0.021	0.011	1	RIR	Tcf3
Ebi3	0.006488638	2.288352829	0.01	0.003	1	RIR	Ebi3
Dnal1	0.006494506	0.693588295	0.01	0.003	1	RIR	Dnal1
Ddx21	0.006515338	0.469992015	0.03	0.018	1	RIR	Ddx21
Rab43	0.006519346	1.134933986	0.022	0.012	1	RIR	Rab43
Enpp1	0.006538429	1.767032656	0.014	0.006	1	RIR	Enpp1
Igtp	0.006556913	0.792833043	0.014	0.006	1	RIR	Igtp
Prkcq	0.006567085	-1.383823874	0.018	0.029	1	RIR	Prkcq
Kcnma1	0.00657513	1.877542775	0.023	0.012	1	RIR	Kcnma1
Abcf1	0.006641882	-0.428775197	0.043	0.028	1	RIR	Abcf1
Phf10	0.006695697	0.633822589	0.029	0.016	1	RIR	Phf10
Dctn2	0.006697055	0.258453399	0.09	0.068	1	RIR	Dctn2
Osbpl11	0.006706505	0.878722319	0.022	0.012	1	RIR	Osbpl11
Khdrbs3	0.006736586	-0.279264176	0.048	0.032	1	RIR	Khdrbs3
Mtpap	0.006744298	-0.119489574	0.015	0.006	1	RIR	Mtpap
Cldn2	0.006753291	-0.757124466	0.027	0.04	1	RIR	Cldn2
Cdh20	0.006757159	-1.009483127	0.019	0.03	1	RIR	Cdh20
Unc13b	0.006763358	-1.123455875	0.037	0.052	1	RIR	Unc13b
Cnot6l	0.006768595	0.432941151	0.032	0.019	1	RIR	Cnot6l
Cyc1	0.006792658	-0.971651438	0.025	0.037	1	RIR	Cyc1
B4galt6	0.00682756	0.620998244	0.04	0.026	1	RIR	B4galt6
Tmem47	0.006926619	-0.90188943	0.034	0.049	1	RIR	Tmem47
Psma5	0.006952254	0.762129554	0.046	0.031	1	RIR	Psma5
Pitpnm1	0.006970222	0.94127401	0.035	0.022	1	RIR	Pitpnm1
Ptpro	0.00697414	1.861307252	0.011	0.004	1	RIR	Ptpro
Mcm7	0.006977127	2.275007721	0.011	0.004	1	RIR	Mcm7
Rapgef6	0.007018582	0.937919967	0.024	0.013	1	RIR	Rapgef6
Nabp1	0.007026089	2.206277761	0.011	0.004	1	RIR	Nabp1
Csgalnact2	0.007039327	1.566321233	0.017	0.008	1	RIR	Csgalnact2
Wipf3	0.007067418	-2.298131248	0.006	0.013	1	RIR	Wipf3
Cyb561a3	0.007093524	1.145397832	0.018	0.008	1	RIR	Cyb561a3
Mdk	0.007109833	-0.933273934	0.111	0.133	1	RIR	Mdk
Psma7	0.007110523	-0.32874129	0.126	0.099	1	RIR	Psma7
Mthfr	0.007117725	1.675783752	0.012	0.004	1	RIR	Mthfr
Dync1li1	0.007134533	0.424791506	0.027	0.015	1	RIR	Dync1li1
Nop56	0.007139507	0.68195886	0.027	0.015	1	RIR	Nop56
Xylt1	0.007141649	1.013801506	0.022	0.012	1	RIR	Xylt1
Elk3	0.007222112	0.451088506	0.028	0.016	1	RIR	Elk3
Col4a5	0.007225991	-1.035747772	0.062	0.08	1	RIR	Col4a5
Gpat4	0.007235611	0.141911226	0.042	0.028	1	RIR	Gpat4
Dnajc8	0.007297685	0.17585593	0.052	0.035	1	RIR	Dnajc8
Tmem158	0.007325931	0.885509912	0.033	0.02	1	RIR	Tmem158
Tmx3	0.007340759	0.301878265	0.06	0.042	1	RIR	Tmx3
Sfswap	0.007347877	0.61670246	0.029	0.017	1	RIR	Sfswap
Dzank1	0.007369653	-1.450943102	0.006	0.013	1	RIR	Dzank1
Ttyh3	0.00737244	0.556510438	0.028	0.016	1	RIR	Ttyh3
Gxylt1	0.007396212	0.447334424	0.02	0.01	1	RIR	Gxylt1
Tmem161a	0.007408544	0.970352485	0.028	0.016	1	RIR	Tmem161a
Tctn3	0.007416011	-1.277949857	0.004	0.01	1	RIR	Tctn3
Psmb3	0.007430897	0.481548698	0.045	0.03	1	RIR	Psmb3
Llgl2	0.007491314	-0.411640346	0.004	0.01	1	RIR	Llgl2
Sult1a1	0.007493292	-0.774848517	0.014	0.024	1	RIR	Sult1a1
Shisa2	0.007495776	-0.47778539	0.041	0.056	1	RIR	Shisa2
Nfxl1	0.007498051	1.379200076	0.014	0.006	1	RIR	Nfxl1
Ccdc71l	0.007507556	0.770951193	0.016	0.007	1	RIR	Ccdc71l
Npm3	0.007597981	1.442297786	0.012	0.005	1	RIR	Npm3
Acer2	0.007637361	0.372632428	0.013	0.005	1	RIR	Acer2
Fam168a	0.007698334	0.130688333	0.056	0.039	1	RIR	Fam168a
Itga5	0.007712544	0.856090889	0.01	0.003	1	RIR	Itga5
Gm37401	0.007723877	0.312252726	0.072	0.053	1	RIR	Gm37401
Tango2	0.007728605	1.195966052	0.015	0.006	1	RIR	Tango2
Tm9sf2	0.007775798	0.254453651	0.111	0.088	1	RIR	Tm9sf2
Msantd3	0.007777342	2.634867617	0.01	0.003	1	RIR	Msantd3
Runx1t1	0.007781989	2.172981679	0.01	0.003	1	RIR	Runx1t1
Cks1b	0.007788926	0.673548011	0.014	0.006	1	RIR	Cks1b
Rps5	0.00779936	-0.103032519	0.219	0.181	1	RIR	Rps5
mt-Co3	0.007804714	-0.208357537	0.521	0.402	1	RIR	mt-Co3
Cemip	0.007828996	1.309698397	0.018	0.009	1	RIR	Cemip
Adam19	0.007866061	-0.880680875	0.01	0.003	1	RIR	Adam19
Acss2	0.007866807	-0.95183491	0.012	0.021	1	RIR	Acss2
Siae	0.007884329	-1.21003249	0.007	0.014	1	RIR	Siae
Clta	0.007892919	0.112814219	0.199	0.165	1	RIR	Clta
Zcchc18	0.00790865	-1.445778163	0.013	0.022	1	RIR	Zcchc18
Snrpd3	0.007932008	-0.500133488	0.09	0.068	1	RIR	Snrpd3
Mpv17l2	0.007970998	-0.852224972	0.017	0.028	1	RIR	Mpv17l2
Csrp2	0.008023756	0.554107501	0.042	0.028	1	RIR	Csrp2
Eif2ak3	0.008037126	0.824192398	0.018	0.009	1	RIR	Eif2ak3
Naaladl2	0.008101247	0.239320347	0.041	0.027	1	RIR	Naaladl2
H2afy	0.008118024	0.756460046	0.068	0.049	1	RIR	H2afy
Spryd3	0.008122174	1.038907472	0.023	0.012	1	RIR	Spryd3
Large1	0.008138518	0.143365595	0.035	0.022	1	RIR	Large1
Vstm4	0.00815242	-1.336568982	0.009	0.017	1	RIR	Vstm4
Sdk2	0.008175222	0.125146874	0.038	0.025	1	RIR	Sdk2
Rptor	0.008212772	0.726826125	0.025	0.014	1	RIR	Rptor
Cdkn1a	0.008242892	1.763590874	0.01	0.004	1	RIR	Cdkn1a
Col4a4	0.008250413	-1.551612653	0.011	0.02	1	RIR	Col4a4
Inpp4a	0.008259782	0.611224605	0.021	0.011	1	RIR	Inpp4a
1700123O20Rik	0.008302303	-1.095975981	0.009	0.017	1	RIR	1700123O20Rik
Snx29	0.008321431	0.664375702	0.029	0.017	1	RIR	Snx29
Runx2	0.008357973	1.174087097	0.01	0.004	1	RIR	Runx2
Crybb2	0.00838165	-0.36965223	0.589	0.573	1	RIR	Crybb2
Nrxn3	0.008391712	0.926994934	0.052	0.036	1	RIR	Nrxn3
Cryaa	0.008406804	-0.384376466	0.611	0.596	1	RIR	Cryaa
Synj1	0.008416561	0.340698143	0.032	0.02	1	RIR	Synj1
Erbin	0.008424304	0.212437971	0.081	0.06	1	RIR	Erbin
Gapvd1	0.008425918	0.443994194	0.043	0.029	1	RIR	Gapvd1
Gm40271	0.008432426	0.189377974	0.144	0.118	1	RIR	Gm40271
Wipi1	0.008463707	0.208412791	0.042	0.028	1	RIR	Wipi1
Bdh1	0.008488138	-0.797812942	0.009	0.017	1	RIR	Bdh1
Mthfs	0.008495309	0.870172096	0.027	0.016	1	RIR	Mthfs
Gm20754	0.008499589	-1.018667859	0.01	0.019	1	RIR	Gm20754
Tmem131l	0.008506647	1.246536546	0.011	0.004	1	RIR	Tmem131l
Nop53	0.008533638	0.53117773	0.086	0.066	1	RIR	Nop53
Cacna2d3	0.008539601	0.868393513	0.016	0.008	1	RIR	Cacna2d3
Cavin2	0.008545815	-0.664038293	0.027	0.039	1	RIR	Cavin2
Mpz	0.008583991	0.679001995	0.011	0.004	1	RIR	Mpz
Tbkbp1	0.00863163	1.690195896	0.011	0.004	1	RIR	Tbkbp1
Ist1	0.008658946	0.777975319	0.038	0.024	1	RIR	Ist1
Arf6	0.008679019	1.61590368	0.019	0.009	1	RIR	Arf6
Mef2c	0.008705279	0.259485564	0.03	0.018	1	RIR	Mef2c
Mxi1	0.008718806	0.201864247	0.024	0.013	1	RIR	Mxi1
Cdc123	0.008750772	-0.160271784	0.052	0.036	1	RIR	Cdc123
Arhgef28	0.008787628	-1.633498645	0.005	0.011	1	RIR	Arhgef28
Gbp6	0.008815254	1.525899409	0.018	0.009	1	RIR	Gbp6
Gbp8	0.008826346	0.570294399	0.013	0.005	1	RIR	Gbp8
Phf20	0.008842195	0.125094036	0.036	0.023	1	RIR	Phf20
Rnf34	0.008845479	1.34230973	0.019	0.009	1	RIR	Rnf34
Maml3	0.008862455	-0.341610812	0.052	0.036	1	RIR	Maml3
Manf	0.008880478	0.587480119	0.048	0.033	1	RIR	Manf
Prpf39	0.008880724	0.907444169	0.03	0.018	1	RIR	Prpf39
Lmo2	0.008916679	0.72946782	0.024	0.013	1	RIR	Lmo2
Phka2	0.008943742	0.460106926	0.013	0.005	1	RIR	Phka2
Rnf145	0.008951844	0.253030102	0.055	0.039	1	RIR	Rnf145
Sgpp1	0.008965355	-0.425892447	0.035	0.049	1	RIR	Sgpp1
Sulf2	0.008973242	1.132018924	0.021	0.011	1	RIR	Sulf2
Exoc5	0.009008709	0.415662878	0.041	0.027	1	RIR	Exoc5
Aldh6a1	0.009016837	-1.123079371	0.022	0.034	1	RIR	Aldh6a1
Atl3	0.00907548	0.569833404	0.041	0.027	1	RIR	Atl3
C1galt1	0.009080663	0.625778727	0.015	0.006	1	RIR	C1galt1
Adipor2	0.009114592	0.344405842	0.03	0.018	1	RIR	Adipor2
Amdhd2	0.009133739	-0.337180773	0.029	0.017	1	RIR	Amdhd2
Edem3	0.009196195	0.418514064	0.028	0.016	1	RIR	Edem3
Mnat1	0.009217762	0.195155958	0.029	0.017	1	RIR	Mnat1
Extl3	0.009221612	1.212890927	0.035	0.022	1	RIR	Extl3
C130021I20Rik	0.009231602	0.83519958	0.018	0.009	1	RIR	C130021I20Rik
Appbp2	0.009233641	0.609747153	0.033	0.021	1	RIR	Appbp2
A830082K12Rik	0.009254301	-1.243456727	0.019	0.03	1	RIR	A830082K12Rik
Eif4g2	0.009320637	-0.164029943	0.205	0.173	1	RIR	Eif4g2
Rsu1	0.009323524	0.469547161	0.038	0.025	1	RIR	Rsu1
Spg7	0.009343274	0.988978745	0.018	0.009	1	RIR	Spg7
Plod1	0.009367775	0.981162743	0.048	0.033	1	RIR	Plod1
Plxna1	0.009381418	0.363992202	0.018	0.009	1	RIR	Plxna1
Esyt2	0.009424169	0.214259118	0.05	0.035	1	RIR	Esyt2
Ksr1	0.009452202	0.632179403	0.018	0.009	1	RIR	Ksr1
Cnot10	0.009460059	0.98309646	0.023	0.013	1	RIR	Cnot10
S100a13	0.00951833	-0.111806368	0.06	0.043	1	RIR	S100a13
Larp1	0.009580023	0.405021013	0.048	0.033	1	RIR	Larp1
Bmp7	0.009600282	-0.645424846	0.068	0.087	1	RIR	Bmp7
Chmp1a	0.009662667	0.960558149	0.041	0.028	1	RIR	Chmp1a
Galnt17	0.009691837	1.785094185	0.01	0.004	1	RIR	Galnt17
Impg2	0.00970368	1.065321532	0.017	0.008	1	RIR	Impg2
Kcnh1	0.009738968	-0.949283095	0.018	0.029	1	RIR	Kcnh1
Phtf1	0.009753198	0.967167669	0.021	0.011	1	RIR	Phtf1
Ube2i	0.009757952	0.405162033	0.032	0.019	1	RIR	Ube2i
Dlg2	0.009775833	-0.833070746	0.071	0.089	1	RIR	Dlg2
Daglb	0.009840499	-0.142872642	0.022	0.012	1	RIR	Daglb
Hcfc1	0.00984762	1.026520564	0.026	0.015	1	RIR	Hcfc1
Col4a6	0.00984861	-1.659139914	0.046	0.06	1	RIR	Col4a6
Fyttd1	0.009856808	0.978854935	0.031	0.019	1	RIR	Fyttd1
Cystm1	0.009893046	-1.217458284	0.016	0.026	1	RIR	Cystm1
Zbtb43	0.009893746	0.864454051	0.01	0.004	1	RIR	Zbtb43
Tgfbr3	0.009918192	-0.59198702	0.057	0.074	1	RIR	Tgfbr3
Gm15564	0.00992451	0.145388392	0.212	0.177	1	RIR	Gm15564
Cyp2d22	0.00992475	-1.931943688	0.006	0.013	1	RIR	Cyp2d22
Psmc5	0.009983919	0.281022141	0.096	0.074	1	RIR	Psmc5
Idh3b	0.009989856	-0.27327513	0.056	0.073	1	RIR	Idh3b
